onset,duration,period,division,bar,beat,signature,chord,form,chorus_id
2.99882086168,0.215941043084,4,1,-1,1,'4/4',NC,I1,0
3.21476190476,0.215941043084,4,1,-1,2,'4/4',NC,I1,0
3.43070294785,0.211065759637,4,1,-1,3,'4/4',NC,I1,0
3.64176870748,0.211065759637,4,1,-1,4,'4/4',NC,I1,0
3.85283446712,0.213843537415,4,1,0,1,'4/4',NC,I1,0
4.06667800454,0.213843537415,4,1,0,2,'4/4',NC,I1,0
4.28052154195,0.204954648526,4,1,0,3,'4/4',NC,I1,0
4.48547619048,0.204954648526,4,1,0,4,'4/4',NC,I1,0
4.690430839,0.226541950113,4,1,1,1,'4/4',Db79,A1,1
4.91697278912,0.226541950113,4,1,1,2,'4/4',Db79,A1,1
5.14351473923,0.223560090703,4,1,1,3,'4/4',Db79,A1,1
5.36707482993,0.223560090703,4,1,1,4,'4/4',Db79,A1,1
5.59063492063,0.223571428571,4,1,2,1,'4/4',Db79,A1,1
5.81420634921,0.223571428571,4,1,2,2,'4/4',Db79,A1,1
6.03777777778,0.225736961451,4,1,2,3,'4/4',Db79,A1,1
6.26351473923,0.225736961451,4,1,2,4,'4/4',Db79,A1,1
6.48925170068,0.228015873016,4,1,3,1,'4/4',Db79,A1,1
6.7172675737,0.228015873016,4,1,3,2,'4/4',Db79,A1,1
6.94528344671,0.228571428571,4,1,3,3,'4/4',Db79,A1,1
7.17385487528,0.228571428571,4,1,3,4,'4/4',Db79,A1,1
7.40242630385,0.220884353741,4,1,4,1,'4/4',Db79,A1,1
7.6233106576,0.220884353741,4,1,4,2,'4/4',Db79,A1,1
7.84419501134,0.218628117914,4,1,4,3,'4/4',Db79,A1,1
8.06282312925,0.218628117914,4,1,4,4,'4/4',Db79,A1,1
8.28145124717,0.228503401361,4,1,5,1,'4/4',Bb79,A1,1
8.50995464853,0.228503401361,4,1,5,2,'4/4',Bb79,A1,1
8.73845804989,0.220793650794,4,1,5,3,'4/4',Bb79,A1,1
8.95925170068,0.220793650794,4,1,5,4,'4/4',Bb79,A1,1
9.18004535147,0.223424036281,4,1,6,1,'4/4',Bb79,A1,1
9.40346938776,0.223424036281,4,1,6,2,'4/4',Bb79,A1,1
9.62689342404,0.228628117914,4,1,6,3,'4/4',Bb79,A1,1
9.85552154195,0.228628117914,4,1,6,4,'4/4',Bb79,A1,1
10.0841496599,0.220249433107,4,1,7,1,'4/4',Bb79,A1,1
10.304399093,0.220249433107,4,1,7,2,'4/4',Bb79,A1,1
10.5246485261,0.233458049887,4,1,7,3,'4/4',Bb79,A1,1
10.758106576,0.233458049887,4,1,7,4,'4/4',Bb79,A1,1
10.9915646259,0.218673469388,4,1,8,1,'4/4',Bb79,A1,1
11.2102380952,0.218673469388,4,1,8,2,'4/4',Bb79,A1,1
11.4289115646,0.233378684807,4,1,8,3,'4/4',Bb79,A1,1
11.6622902494,0.233378684807,4,1,8,4,'4/4',Bb79,A1,1
11.8956689342,0.215975056689,4,1,9,1,'4/4',Ab,A1,1
12.1116439909,0.215975056689,4,1,9,2,'4/4',Ab,A1,1
12.3276190476,0.22089569161,4,1,9,3,'4/4',Ab,A1,1
12.5485147392,0.22089569161,4,1,9,4,'4/4',Ab,A1,1
12.7694104308,0.210600907029,4,1,10,1,'4/4',Ab,A1,1
12.9800113379,0.210600907029,4,1,10,2,'4/4',Ab,A1,1
13.1906122449,0.228480725624,4,1,10,3,'4/4',Ab,A1,1
13.4190929705,0.228480725624,4,1,10,4,'4/4',Ab,A1,1
13.6475736961,0.228390022676,4,1,11,1,'4/4',C7,A1,1
13.8759637188,0.228390022676,4,1,11,2,'4/4',C7,A1,1
14.1043537415,0.238367346939,4,1,11,3,'4/4',C7,A1,1
14.3427210884,0.238367346939,4,1,11,4,'4/4',C7,A1,1
14.5810884354,0.218616780045,4,1,12,1,'4/4',F-,A1,1
14.7997052154,0.218616780045,4,1,12,2,'4/4',F-,A1,1
15.0183219955,0.223514739229,4,1,12,3,'4/4',F-,A1,1
15.2418367347,0.223514739229,4,1,12,4,'4/4',F-,A1,1
15.4653514739,0.233514739229,4,1,13,1,'4/4',Bb7,A1,1
15.6988662132,0.233514739229,4,1,13,2,'4/4',Bb7,A1,1
15.9323809524,0.210884353741,4,1,13,3,'4/4',Bb7,A1,1
16.1432653061,0.210884353741,4,1,13,4,'4/4',Bb7,A1,1
16.3541496599,0.225714285714,4,1,14,1,'4/4',Bb7,A1,1
16.5798639456,0.225714285714,4,1,14,2,'4/4',Bb7,A1,1
16.8055782313,0.218820861678,4,1,14,3,'4/4',Bb7,A1,1
17.024399093,0.218820861678,4,1,14,4,'4/4',Bb7,A1,1
17.2432199546,0.220238095238,4,1,15,1,'4/4',Eb7,A1,1
17.4634580499,0.220238095238,4,1,15,2,'4/4',Eb7,A1,1
17.6836961451,0.233424036281,4,1,15,3,'4/4',Eb7,A1,1
17.9171201814,0.233424036281,4,1,15,4,'4/4',Eb7,A1,1
18.1505442177,0.223650793651,4,1,16,1,'4/4',Ab7,A1,1
18.3741950113,0.223650793651,4,1,16,2,'4/4',Ab7,A1,1
18.597845805,0.211054421769,4,1,16,3,'4/4',Ab7,A1,1
18.8089002268,0.211054421769,4,1,16,4,'4/4',Ab7,A1,1
19.0199546485,0.233401360544,4,1,17,1,'4/4',Db79,B1,1
19.2533560091,0.233401360544,4,1,17,2,'4/4',Db79,B1,1
19.4867573696,0.223072562358,4,1,17,3,'4/4',Db79,B1,1
19.709829932,0.223072562358,4,1,17,4,'4/4',Db79,B1,1
19.9329024943,0.228639455782,4,1,18,1,'4/4',Db79,B1,1
20.1615419501,0.228639455782,4,1,18,2,'4/4',Db79,B1,1
20.3901814059,0.220873015873,4,1,18,3,'4/4',Db79,B1,1
20.6110544218,0.220873015873,4,1,18,4,'4/4',Db79,B1,1
20.8319274376,0.215804988662,4,1,19,1,'4/4',Db79,B1,1
21.0477324263,0.215804988662,4,1,19,2,'4/4',Db79,B1,1
21.263537415,0.228571428571,4,1,19,3,'4/4',Db79,B1,1
21.4921088435,0.228571428571,4,1,19,4,'4/4',Db79,B1,1
21.7206802721,0.206870748299,4,1,20,1,'4/4',Db79,B1,1
21.9275510204,0.206870748299,4,1,20,2,'4/4',Db79,B1,1
22.1344217687,0.232222222222,4,1,20,3,'4/4',Db79,B1,1
22.3666439909,0.232222222222,4,1,20,4,'4/4',Db79,B1,1
22.5988662132,0.228446712018,4,1,21,1,'4/4',Bb7,B1,1
22.8273129252,0.228446712018,4,1,21,2,'4/4',Bb7,B1,1
23.0557596372,0.223628117914,4,1,21,3,'4/4',Bb7,B1,1
23.2793877551,0.223628117914,4,1,21,4,'4/4',Bb7,B1,1
23.503015873,0.220861678005,4,1,22,1,'4/4',Bb7,B1,1
23.723877551,0.220861678005,4,1,22,2,'4/4',Bb7,B1,1
23.944739229,0.233458049887,4,1,22,3,'4/4',Bb7,B1,1
24.1781972789,0.233458049887,4,1,22,4,'4/4',Bb7,B1,1
24.4116553288,0.210861678005,4,1,23,1,'4/4',Bb7,B1,1
24.6225170068,0.210861678005,4,1,23,2,'4/4',Bb7,B1,1
24.8333786848,0.22373015873,4,1,23,3,'4/4',Bb7,B1,1
25.0571088435,0.22373015873,4,1,23,4,'4/4',Bb7,B1,1
25.2808390023,0.220759637188,4,1,24,1,'4/4',Bb7,B1,1
25.5015986395,0.220759637188,4,1,24,2,'4/4',Bb7,B1,1
25.7223582766,0.223106575964,4,1,24,3,'4/4',Bb7,B1,1
25.9454648526,0.223106575964,4,1,24,4,'4/4',Bb7,B1,1
26.1685714286,0.220884353741,4,1,25,1,'4/4',Ab,B1,1
26.3894557823,0.220884353741,4,1,25,2,'4/4',Ab,B1,1
26.6103401361,0.211746031746,4,1,25,3,'4/4',Ab,B1,1
26.8220861678,0.211746031746,4,1,25,4,'4/4',Ab,B1,1
27.0338321995,0.217936507937,4,1,26,1,'4/4',F7,B1,1
27.2517687075,0.217936507937,4,1,26,2,'4/4',F7,B1,1
27.4697052154,0.22373015873,4,1,26,3,'4/4',F7,B1,1
27.6934353741,0.22373015873,4,1,26,4,'4/4',F7,B1,1
27.9171655329,0.230136054422,4,1,27,1,'4/4',Bb-,B1,1
28.1473015873,0.230136054422,4,1,27,2,'4/4',Bb-,B1,1
28.3774376417,0.213752834467,4,1,27,3,'4/4',F7,B1,1
28.5911904762,0.213752834467,4,1,27,4,'4/4',F7,B1,1
28.8049433107,0.228548752834,4,1,28,1,'4/4',Bb-,B1,1
29.0334920635,0.228548752834,4,1,28,2,'4/4',Bb-,B1,1
29.2620408163,0.22566893424,4,1,28,3,'4/4',Bb-,B1,1
29.4877097506,0.22566893424,4,1,28,4,'4/4',Bb-,B1,1
29.7133786848,0.233390022676,4,1,29,1,'4/4',Bbm7b5,B1,1
29.9467687075,0.233390022676,4,1,29,2,'4/4',Bbm7b5,B1,1
30.1801587302,0.218639455782,4,1,29,3,'4/4',Bbm7b5,B1,1
30.3987981859,0.218639455782,4,1,29,4,'4/4',Bbm7b5,B1,1
30.6174376417,0.215997732426,4,1,30,1,'4/4',Eb7,B1,1
30.8334353741,0.215997732426,4,1,30,2,'4/4',Eb7,B1,1
31.0494331066,0.215907029478,4,1,30,3,'4/4',Eb7,B1,1
31.2653401361,0.215907029478,4,1,30,4,'4/4',Eb7,B1,1
31.4812471655,0.228004535147,4,1,31,1,'4/4',Ab,B1,1
31.7092517007,0.228004535147,4,1,31,2,'4/4',Ab,B1,1
31.9372562358,0.22358276644,4,1,31,3,'4/4',Ab,B1,1
32.1608390023,0.22358276644,4,1,31,4,'4/4',Ab,B1,1
32.3844217687,0.220861678005,4,1,32,1,'4/4',Ab,B1,1
32.6052834467,0.220861678005,4,1,32,2,'4/4',Ab,B1,1
32.8261451247,0.228469387755,4,1,32,3,'4/4',Ab,B1,1
33.0546145125,0.228469387755,4,1,32,4,'4/4',Ab,B1,1
33.2830839002,0.228537414966,4,1,33,1,'4/4',Ab,I1,1
33.5116213152,0.228537414966,4,1,33,2,'4/4',Ab,I1,1
33.7401587302,0.23141723356,4,1,33,3,'4/4',Ab,I1,1
33.9715759637,0.23141723356,4,1,33,4,'4/4',Ab,I1,1
34.2029931973,0.23141723356,4,1,34,1,'4/4',Ab,I1,1
34.4344104308,0.23141723356,4,1,34,2,'4/4',Ab,I1,1
