onset,duration,period,division,bar,beat,signature,chord,form,chorus_id
6.2693877551,0.247585034014,4,1,1,1,'4/4',Bb-6,A1,1
6.51697278912,0.247585034014,4,1,1,2,'4/4',Bb-6,A1,1
6.76455782313,0.245532879819,4,1,1,3,'4/4',Bb-6,A1,1
7.01009070295,0.245532879819,4,1,1,4,'4/4',Bb-6,A1,1
7.25562358277,0.249920634921,4,1,2,1,'4/4',C-7,A1,1
7.50554421769,0.249920634921,4,1,2,2,'4/4',C-7,A1,1
7.75546485261,0.255419501134,4,1,2,3,'4/4',F79b,A1,1
8.01088435374,0.255419501134,4,1,2,4,'4/4',F79b,A1,1
8.26630385488,0.24380952381,4,1,3,1,'4/4',Bb-6,A1,1
8.51011337868,0.24380952381,4,1,3,2,'4/4',Bb-6,A1,1
8.75392290249,0.241145124717,4,1,3,3,'4/4',Bb-6,A1,1
8.99506802721,0.241145124717,4,1,3,4,'4/4',Bb-6,A1,1
9.23621315193,0.252278911565,4,1,4,1,'4/4',C-7,A1,1
9.48849206349,0.252278911565,4,1,4,2,'4/4',C-7,A1,1
9.74077097506,0.251689342404,4,1,4,3,'4/4',F79b,A1,1
9.99246031746,0.251689342404,4,1,4,4,'4/4',F79b,A1,1
10.2441496599,0.235090702948,4,1,5,1,'4/4',Bb-6,A1,1
10.4792403628,0.235090702948,4,1,5,2,'4/4',Bb-6,A1,1
10.7143310658,0.249716553288,4,1,5,3,'4/4',Bb-6,A1,1
10.964047619,0.249716553288,4,1,5,4,'4/4',Bb-6,A1,1
11.2137641723,0.23126984127,4,1,6,1,'4/4',Cm7b5,A1,1
11.4450340136,0.23126984127,4,1,6,2,'4/4',Cm7b5,A1,1
11.6763038549,0.253786848073,4,1,6,3,'4/4',F79b,A1,1
11.9300907029,0.253786848073,4,1,6,4,'4/4',F79b,A1,1
12.183877551,0.239421768707,4,1,7,1,'4/4',Bb-6,A1,1
12.4232993197,0.239421768707,4,1,7,2,'4/4',Bb-6,A1,1
12.6627210884,0.249047619048,4,1,7,3,'4/4',Bb-6,A1,1
12.9117687075,0.249047619048,4,1,7,4,'4/4',Bb-6,A1,1
13.1608163265,0.246700680272,4,1,8,1,'4/4',F+7,A1,1
13.4075170068,0.246700680272,4,1,8,2,'4/4',F+7,A1,1
13.6542176871,0.253707482993,4,1,8,3,'4/4',F+7,A1,1
13.9079251701,0.253707482993,4,1,8,4,'4/4',F+7,A1,1
14.1616326531,0.246632653061,4,1,9,1,'4/4',Bb-6,A2,1
14.4082653061,0.246632653061,4,1,9,2,'4/4',Bb-6,A2,1
14.6548979592,0.24679138322,4,1,9,3,'4/4',Bb-6,A2,1
14.9016893424,0.24679138322,4,1,9,4,'4/4',Bb-6,A2,1
15.1484807256,0.25089569161,4,1,10,1,'4/4',C-7,A2,1
15.3993764172,0.25089569161,4,1,10,2,'4/4',C-7,A2,1
15.6502721088,0.236553287982,4,1,10,3,'4/4',F79b,A2,1
15.8868253968,0.236553287982,4,1,10,4,'4/4',F79b,A2,1
16.1233786848,0.242392290249,4,1,11,1,'4/4',Bb-6,A2,1
16.3657709751,0.242392290249,4,1,11,2,'4/4',Bb-6,A2,1
16.6081632653,0.251020408163,4,1,11,3,'4/4',Bb-6,A2,1
16.8591836735,0.251020408163,4,1,11,4,'4/4',Bb-6,A2,1
17.1102040816,0.25477324263,4,1,12,1,'4/4',C-7,A2,1
17.3649773243,0.25477324263,4,1,12,2,'4/4',C-7,A2,1
17.6197505669,0.249637188209,4,1,12,3,'4/4',F79b,A2,1
17.8693877551,0.249637188209,4,1,12,4,'4/4',F79b,A2,1
18.1190249433,0.239455782313,4,1,13,1,'4/4',Bb-6,A2,1
18.3584807256,0.239455782313,4,1,13,2,'4/4',Bb-6,A2,1
18.5979365079,0.245578231293,4,1,13,3,'4/4',Bb-6,A2,1
18.8435147392,0.245578231293,4,1,13,4,'4/4',Bb-6,A2,1
19.0890929705,0.239160997732,4,1,14,1,'4/4',C-7,A2,1
19.3282539683,0.239160997732,4,1,14,2,'4/4',C-7,A2,1
19.567414966,0.240782312925,4,1,14,3,'4/4',F79b,A2,1
19.8081972789,0.240782312925,4,1,14,4,'4/4',F79b,A2,1
20.0489795918,0.241836734694,4,1,15,1,'4/4',Bb-6,A2,1
20.2908163265,0.241836734694,4,1,15,2,'4/4',Bb-6,A2,1
20.5326530612,0.238945578231,4,1,15,3,'4/4',Bb-6,A2,1
20.7715986395,0.238945578231,4,1,15,4,'4/4',Bb-6,A2,1
21.0105442177,0.244671201814,4,1,16,1,'4/4',Bb-6,A2,1
21.2552154195,0.244671201814,4,1,16,2,'4/4',Bb-6,A2,1
21.4998866213,0.231247165533,4,1,16,3,'4/4',Bb-6,A2,1
21.7311337868,0.231247165533,4,1,16,4,'4/4',Bb-6,A2,1
21.9623809524,0.234047619048,4,1,17,1,'4/4',F-7,B1,1
22.1964285714,0.234047619048,4,1,17,2,'4/4',F-7,B1,1
22.4304761905,0.250850340136,4,1,17,3,'4/4',F-7,B1,1
22.6813265306,0.250850340136,4,1,17,4,'4/4',F-7,B1,1
22.9321768707,0.242551020408,4,1,18,1,'4/4',Bb7,B1,1
23.1747278912,0.242551020408,4,1,18,2,'4/4',Bb7,B1,1
23.4172789116,0.250317460317,4,1,18,3,'4/4',Bb7,B1,1
23.6675963719,0.250317460317,4,1,18,4,'4/4',Bb7,B1,1
23.9179138322,0.242335600907,4,1,19,1,'4/4',Eb-,B1,1
24.1602494331,0.242335600907,4,1,19,2,'4/4',Eb-,B1,1
24.402585034,0.244603174603,4,1,19,3,'4/4',Eb-,B1,1
24.6471882086,0.244603174603,4,1,19,4,'4/4',Eb-,B1,1
24.8917913832,0.240907029478,4,1,20,1,'4/4',Eb-,B1,1
25.1326984127,0.240907029478,4,1,20,2,'4/4',Eb-,B1,1
25.3736054422,0.249614512472,4,1,20,3,'4/4',Eb-,B1,1
25.6232199546,0.249614512472,4,1,20,4,'4/4',Eb-,B1,1
25.8728344671,0.249614512472,4,1,21,1,'4/4',Eb-,B1,1
26.1224489796,0.249614512472,4,1,21,2,'4/4',Eb-,B1,1
26.3720634921,0.246712018141,4,1,21,3,'4/4',Eb-,B1,1
26.6187755102,0.246712018141,4,1,21,4,'4/4',Eb-,B1,1
26.8654875283,0.229297052154,4,1,22,1,'4/4',Ab7,B1,1
27.0947845805,0.229297052154,4,1,22,2,'4/4',Ab7,B1,1
27.3240816327,0.242358276644,4,1,22,3,'4/4',Ab7,B1,1
27.5664399093,0.242358276644,4,1,22,4,'4/4',Ab7,B1,1
27.8087981859,0.248163265306,4,1,23,1,'4/4',Db,B1,1
28.0569614512,0.248163265306,4,1,23,2,'4/4',Db,B1,1
28.3051247166,0.229297052154,4,1,23,3,'4/4',Db,B1,1
28.5344217687,0.229297052154,4,1,23,4,'4/4',Db,B1,1
28.7637188209,0.24380952381,4,1,24,1,'4/4',F79b,B1,1
29.0075283447,0.24380952381,4,1,24,2,'4/4',F79b,B1,1
29.2513378685,0.23574829932,4,1,24,3,'4/4',F79b,B1,1
29.4870861678,0.23574829932,4,1,24,4,'4/4',F79b,B1,1
29.7228344671,0.243469387755,4,1,25,1,'4/4',Bb-6,A3,1
29.9663038549,0.243469387755,4,1,25,2,'4/4',Bb-6,A3,1
30.2097732426,0.249569160998,4,1,25,3,'4/4',Bb-6,A3,1
30.4593424036,0.249569160998,4,1,25,4,'4/4',Bb-6,A3,1
30.7089115646,0.251496598639,4,1,26,1,'4/4',C-7,A3,1
30.9604081633,0.251496598639,4,1,26,2,'4/4',C-7,A3,1
31.2119047619,0.24566893424,4,1,26,3,'4/4',F79b,A3,1
31.4575736961,0.24566893424,4,1,26,4,'4/4',F79b,A3,1
31.7032426304,0.239557823129,4,1,27,1,'4/4',Bb-6,A3,1
31.9428004535,0.239557823129,4,1,27,2,'4/4',Bb-6,A3,1
32.1823582766,0.238253968254,4,1,27,3,'4/4',Bb-6,A3,1
32.4206122449,0.238253968254,4,1,27,4,'4/4',Bb-6,A3,1
32.6588662132,0.230328798186,4,1,28,1,'4/4',C-7,A3,1
32.8891950113,0.230328798186,4,1,28,2,'4/4',C-7,A3,1
33.1195238095,0.247369614512,4,1,28,3,'4/4',F79b,A3,1
33.366893424,0.247369614512,4,1,28,4,'4/4',F79b,A3,1
33.6142630385,0.242777777778,4,1,29,1,'4/4',Bb-6,A3,1
33.8570408163,0.242777777778,4,1,29,2,'4/4',Bb-6,A3,1
34.0998185941,0.251111111111,4,1,29,3,'4/4',Bb-6,A3,1
34.3509297052,0.251111111111,4,1,29,4,'4/4',Bb-6,A3,1
34.6020408163,0.252789115646,4,1,30,1,'4/4',Cm7b5,A3,1
34.854829932,0.252789115646,4,1,30,2,'4/4',Cm7b5,A3,1
35.1076190476,0.246133786848,4,1,30,3,'4/4',F79b,A3,1
35.3537528345,0.246133786848,4,1,30,4,'4/4',F79b,A3,1
35.5998866213,0.230691609977,4,1,31,1,'4/4',Bb-6,A3,1
