onset,duration,period,division,bar,beat,signature,chord,form,chorus_id
0.949727891156,0.1839569161,4,1,0,1,'4/4',NC,I1,0
1.13368480726,0.1839569161,4,1,0,2,'4/4',NC,I1,0
1.31764172336,0.183820861678,4,1,0,3,'4/4',NC,I1,0
1.50146258503,0.183820861678,4,1,0,4,'4/4',NC,I1,0
1.68528344671,0.198650793651,4,1,1,1,'4/4',Dbj7911#/C,A1,1
1.88393424036,0.198650793651,4,1,1,2,'4/4',Dbj7911#/C,A1,1
2.08258503401,0.183378684807,4,1,1,3,'4/4',Dbj7911#/C,A1,1
2.26596371882,0.183378684807,4,1,1,4,'4/4',Dbj7911#/C,A1,1
2.44934240363,0.188707482993,4,1,2,1,'4/4',Dbj7911#/C,A1,1
2.63804988662,0.188707482993,4,1,2,2,'4/4',Dbj7911#/C,A1,1
2.82675736961,0.201247165533,4,1,2,3,'4/4',Dbj7911#/C,A1,1
3.02800453515,0.201247165533,4,1,2,4,'4/4',Dbj7911#/C,A1,1
3.22925170068,0.193344671202,4,1,3,1,'4/4',C-j7913,A1,1
3.42259637188,0.193344671202,4,1,3,2,'4/4',C-j7913,A1,1
3.61594104308,0.191496598639,4,1,3,3,'4/4',C-j7913,A1,1
3.80743764172,0.191496598639,4,1,3,4,'4/4',C-j7913,A1,1
3.99893424036,0.188696145125,4,1,4,1,'4/4',C-j7913,A1,1
4.18763038549,0.188696145125,4,1,4,2,'4/4',C-j7913,A1,1
4.37632653061,0.19320861678,4,1,4,3,'4/4',C-j7913,A1,1
4.56953514739,0.19320861678,4,1,4,4,'4/4',C-j7913,A1,1
4.76274376417,0.206224489796,4,1,5,1,'4/4',C-j7911#,A1,1
4.96896825397,0.206224489796,4,1,5,2,'4/4',C-j7911#,A1,1
5.17519274376,0.188752834467,4,1,5,3,'4/4',C-j7911#,A1,1
5.36394557823,0.188752834467,4,1,5,4,'4/4',C-j7911#,A1,1
5.5526984127,0.206258503401,4,1,6,1,'4/4',C-j7911#,A1,1
5.7589569161,0.206258503401,4,1,6,2,'4/4',C-j7911#,A1,1
5.9652154195,0.193117913832,4,1,6,3,'4/4',C-j7911#,A1,1
6.15833333333,0.193117913832,4,1,6,4,'4/4',C-j7911#,A1,1
6.35145124717,0.191507936508,4,1,7,1,'4/4',Ab79/C,A1,1
6.54295918367,0.191507936508,4,1,7,2,'4/4',Ab79/C,A1,1
6.73446712018,0.197029478458,4,1,7,3,'4/4',Ab79/C,A1,1
6.93149659864,0.197029478458,4,1,7,4,'4/4',Ab79/C,A1,1
7.1285260771,0.202777777778,4,1,8,1,'4/4',Ab79/C,A1,1
7.33130385488,0.202777777778,4,1,8,2,'4/4',Ab79/C,A1,1
7.53408163265,0.193276643991,4,1,8,3,'4/4',Ab79/C,A1,1
7.72735827664,0.193276643991,4,1,8,4,'4/4',Ab79/C,A1,1
7.92063492063,0.183775510204,4,1,9,1,'4/4',B/C,A1,1
8.10441043084,0.183775510204,4,1,9,2,'4/4',B/C,A1,1
8.28818594104,0.193684807256,4,1,9,3,'4/4',B/C,A1,1
8.4818707483,0.193684807256,4,1,9,4,'4/4',B/C,A1,1
8.67555555556,0.200804988662,4,1,10,1,'4/4',Ab+j7/C,A1,1
8.87636054422,0.200804988662,4,1,10,2,'4/4',Ab+j7/C,A1,1
9.07716553288,0.198616780045,4,1,10,3,'4/4',Ab+j7/C,A1,1
9.27578231293,0.198616780045,4,1,10,4,'4/4',Ab+j7/C,A1,1
9.47439909297,0.191575963719,4,1,11,1,'4/4',C-j7913,A1,1
9.66597505669,0.191575963719,4,1,11,2,'4/4',C-j7913,A1,1
9.85755102041,0.18358276644,4,1,11,3,'4/4',C-j7913,A1,1
10.0411337868,0.18358276644,4,1,11,4,'4/4',C-j7913,A1,1
10.2247165533,0.188775510204,4,1,12,1,'4/4',C-j7913,A1,1
10.4134920635,0.188775510204,4,1,12,2,'4/4',C-j7913,A1,1
10.6022675737,0.198129251701,4,1,12,3,'4/4',C-j7913,A1,1
10.8003968254,0.198129251701,4,1,12,4,'4/4',C-j7913,A1,1
10.9985260771,0.196451247166,4,1,13,1,'4/4',C-j7911#,A1,1
11.1949773243,0.196451247166,4,1,13,2,'4/4',C-j7911#,A1,1
11.3914285714,0.193526077098,4,1,13,3,'4/4',C-j7911#,A1,1
11.5849546485,0.193526077098,4,1,13,4,'4/4',C-j7911#,A1,1
11.7784807256,0.206213151927,4,1,14,1,'4/4',C-j7911#,A1,1
11.9846938776,0.206213151927,4,1,14,2,'4/4',C-j7911#,A1,1
