onset,duration,period,division,bar,beat,signature,chord,form,chorus_id
4.99591836735,1.21419501134,4,1,0,1,'4/4',NC,I1,0
6.21011337868,1.13172335601,4,1,0,2,'4/4',NC,I1,0
7.34183673469,1.25199546485,4,1,0,3,'4/4',NC,I1,0
8.59383219955,1.21024943311,4,1,0,4,'4/4',NC,I1,0
9.80408163265,1.22510204082,4,1,1,1,'4/4',D-,A1,1
11.0291836735,1.14401360544,4,1,1,2,'4/4',D-,A1,1
12.1731972789,1.26002267574,4,1,1,3,'4/4',D-j7,A1,1
13.4332199546,1.12383219955,4,1,1,4,'4/4',D-j7,A1,1
14.5570521542,1.17034013605,4,1,2,1,'4/4',D-7,A1,1
15.7273922902,1.16904761905,4,1,2,2,'4/4',D-7,A1,1
16.8964399093,1.18260770975,4,1,2,3,'4/4',D-6,A1,1
18.079047619,1.20170068027,4,1,2,4,'4/4',D-6,A1,1
19.2807482993,1.2637414966,4,1,3,1,'4/4',G-,A1,1
20.5444897959,1.15600907029,4,1,3,2,'4/4',G-,A1,1
21.7004988662,1.20562358277,4,1,3,3,'4/4',G-j7,A1,1
22.906122449,1.2,4,1,3,4,'4/4',G-j7,A1,1
24.106122449,1.21034013605,4,1,4,1,'4/4',G-7,A1,1
25.316462585,1.230430839,4,1,4,2,'4/4',G-7,A1,1
26.546893424,1.17931972789,4,1,4,3,'4/4',G-6,A1,1
27.7262131519,1.20439909297,4,1,4,4,'4/4',A7,A1,1
28.9306122449,1.2068707483,4,1,5,1,'4/4',D-,A1,1
30.1374829932,1.23861678005,4,1,5,2,'4/4',D-,A1,1
31.3760997732,1.19857142857,4,1,5,3,'4/4',D-,A1,1
32.5746712018,1.16267573696,4,1,5,4,'4/4',D-,A1,1
33.7373469388,1.11507936508,4,1,6,1,'4/4',D7,A1,1
34.8524263039,1.23099773243,4,1,6,2,'4/4',D7,A1,1
36.0834240363,1.1262585034,4,1,6,3,'4/4',D7,A1,1
37.2096825397,1.12675736961,4,1,6,4,'4/4',D7,A1,1
38.3364399093,1.19496598639,4,1,7,1,'4/4',G-7,A1,1
39.5314058957,1.24770975057,4,1,7,2,'4/4',G-7,A1,1
40.7791156463,1.19204081633,4,1,7,3,'4/4',C7,A1,1
41.9711564626,1.18496598639,4,1,7,4,'4/4',C7,A1,1
43.156122449,1.15068027211,4,1,8,1,'4/4',Fj7,A1,1
44.3068027211,1.19793650794,4,1,8,2,'4/4',Fj7,A1,1
45.504739229,1.13015873016,4,1,8,3,'4/4',Em7b5,A1,1
46.6348979592,1.13863945578,4,1,8,4,'4/4',A7,A1,1
47.773537415,1.19238095238,4,1,9,1,'4/4',D-,A2,1
48.9659183673,1.15802721088,4,1,9,2,'4/4',D-,A2,1
50.1239455782,1.17832199546,4,1,9,3,'4/4',D-j7,A2,1
51.3022675737,1.12433106576,4,1,9,4,'4/4',D-j7,A2,1
52.4265986395,1.13195011338,4,1,10,1,'4/4',D-7,A2,1
53.5585487528,1.07548752834,4,1,10,2,'4/4',D-7,A2,1
54.6340362812,1.14555555556,4,1,10,3,'4/4',D-6,A2,1
55.7795918367,1.15079365079,4,1,10,4,'4/4',D-6,A2,1
56.9303854875,1.15580498866,4,1,11,1,'4/4',G-,A2,1
58.0861904762,1.16,4,1,11,2,'4/4',G-,A2,1
59.2461904762,1.16197278912,4,1,11,3,'4/4',G-j7,A2,1
60.4081632653,1.16734693878,4,1,11,4,'4/4',G-j7,A2,1
61.5755102041,1.1064399093,4,1,12,1,'4/4',G-7,A2,1
62.6819501134,1.09764172336,4,1,12,2,'4/4',G-7,A2,1
63.7795918367,1.07954648526,4,1,12,3,'4/4',G-6,A2,1
64.859138322,1.1029478458,4,1,12,4,'4/4',A7,A2,1
65.9620861678,1.07972789116,4,1,13,1,'4/4',D-,A2,1
67.041814059,1.06811791383,4,1,13,2,'4/4',D-,A2,1
68.1099319728,1.00426303855,4,1,13,3,'4/4',NC,A2,1
69.1141950113,1.15519274376,4,1,13,4,'4/4',NC,A2,1
70.2693877551,1.07392290249,4,1,14,1,'4/4',D7,A2,1
71.3433106576,1.10875283447,4,1,14,2,'4/4',D7,A2,1
72.4520634921,1.08553287982,4,1,14,3,'4/4',D7,A2,1
73.5375963719,1.21614512472,4,1,14,4,'4/4',NC,A2,1
74.7537414966,1.21034013605,4,1,15,1,'4/4',G-7,A2,1
75.9640816327,1.10231292517,4,1,15,2,'4/4',G-7,A2,1
77.0663945578,1.14802721088,4,1,15,3,'4/4',C7,A2,1
78.2144217687,1.15424036281,4,1,15,4,'4/4',C7,A2,1
79.3686621315,1.21993197279,4,1,16,1,'4/4',Fj7,A2,1
80.5885941043,1.12024943311,4,1,16,2,'4/4',Fj7,A2,1
81.7088435374,1.12290249433,4,1,16,3,'4/4',Eb-7,A2,1
82.8317460317,1.08759637188,4,1,16,4,'4/4',Ab7,A2,1
83.9193424036,1.1483446712,4,1,17,1,'4/4',Dbj7,B1,1
85.0676870748,1.20605442177,4,1,17,2,'4/4',Dbj7,B1,1
86.2737414966,1.21496598639,4,1,17,3,'4/4',Bb-7,B1,1
87.488707483,1.12709750567,4,1,17,4,'4/4',Bb-7,B1,1
88.6158049887,1.13544217687,4,1,18,1,'4/4',Eb-7,B1,1
89.7512471655,1.12004535147,4,1,18,2,'4/4',Eb-7,B1,1
90.871292517,1.19272108844,4,1,18,3,'4/4',Ab7,B1,1
92.0640136054,1.13598639456,4,1,18,4,'4/4',Ab7,B1,1
93.2,1.17578231293,4,1,19,1,'4/4',Db7,B1,1
94.3757823129,1.10993197279,4,1,19,2,'4/4',Db7,B1,1
95.4857142857,1.17315192744,4,1,19,3,'4/4',Bb7,B1,1
96.6588662132,1.17260770975,4,1,19,4,'4/4',Bb7,B1,1
97.8314739229,1.13970521542,4,1,20,1,'4/4',Eb7,B1,1
98.9711791383,1.09412698413,4,1,20,2,'4/4',Eb7,B1,1
100.065306122,1.13319727891,4,1,20,3,'4/4',Ab7,B1,1
101.198503401,1.12841269841,4,1,20,4,'4/4',Ab7,B1,1
102.3269161,1.14009070295,4,1,21,1,'4/4',Dbj7,B1,1
103.467006803,1.09265306122,4,1,21,2,'4/4',Dbj7,B1,1
104.559659864,1.1068707483,4,1,21,3,'4/4',Bb-7,B1,1
105.666530612,1.15070294785,4,1,21,4,'4/4',Bb-7,B1,1
106.81723356,1.13814058957,4,1,22,1,'4/4',Eb-7,B1,1
107.95537415,1.10875283447,4,1,22,2,'4/4',Eb-7,B1,1
109.064126984,1.20040816327,4,1,22,3,'4/4',Ab7,B1,1
110.264535147,1.11396825397,4,1,22,4,'4/4',Ab7,B1,1
111.378503401,1.13714285714,4,1,23,1,'4/4',G-7,B1,1
112.515646259,1.14884353741,4,1,23,2,'4/4',G-7,B1,1
113.664489796,1.06911564626,4,1,23,3,'4/4',G-7,B1,1
114.733605442,1.0879138322,4,1,23,4,'4/4',G-7,B1,1
115.821519274,1.1014739229,4,1,24,1,'4/4',C7/G,B1,1
116.922993197,9.12659863946,4,1,24,2,'4/4',C7/G,B1,1
126.049591837,9.12659863946,4,1,24,3,'4/4',NC,I1,1
