onset,duration,period,division,bar,beat,tatum,beat_duration,signature,pitch,loud_max,loud_median,phrase_id,phrase_begin,chorus_id,chord,form,idea
0.883673469388,0.104081632653,4,4,-2,1,4,0.332040816327,"""4/4""",67,-0.204069149176,52.109978321,1,1,-1,C-,I1,line_w
1.00612244898,0.130612244898,4,2,-2,2,1,0.303741496599,"""4/4""",65,-0.000146696130936,54.371913152,1,0,-1,C-,I1,line_w
1.14489795918,0.144897959184,4,2,-2,2,2,0.303741496599,"""4/4""",63,0.416163957821,60.0530524915,1,0,-1,C-,I1,line_w
1.30612244898,0.126530612245,4,2,-2,3,1,0.317210884354,"""4/4""",62,0.138584600397,55.9059430242,1,0,-1,C-,I1,line_w
1.46734693878,0.144897959184,4,2,-2,3,2,0.317210884354,"""4/4""",63,0.580780004729,59.9419597062,1,0,-1,C-,I1,line_w
1.63265306122,0.0979591836735,4,4,-2,4,2,0.283038548753,"""4/4""",65,-0.110123383203,54.1306860953,1,0,-1,C-,I1,line_w
1.78571428571,0.136734693878,4,4,-2,4,4,0.283038548753,"""4/4""",67,0.200074883036,58.0823925738,1,0,-1,C-,I1,line_w
1.95918367347,0.126530612245,4,3,-1,1,2,0.33612244898,"""4/4""",70,0.370247838375,60.0232865255,1,0,-1,C-,I1,line_w
2.10102040816,0.0836734693878,4,3,-1,1,3,0.33612244898,"""4/4""",71,0.3607836814,60.7176784874,1,0,-1,C-,I1,line_w
2.20204081633,0.0785714285714,4,4,-1,2,1,0.30306122449,"""4/4""",72,-0.000720904581695,54.930650918,1,0,-1,C-,I1,line_w
2.29183673469,0.124489795918,4,4,-1,2,2,0.30306122449,"""4/4""",73,0.0264982300142,50.958059051,1,0,-1,C-,I1,line_w
2.43469387755,0.194897959184,4,4,-1,2,4,0.30306122449,"""4/4""",74,0.0642069087597,54.9726079549,1,0,-1,C-,I1,line_w
2.66428571429,0.101020408163,4,2,-1,3,2,0.312879818594,"""4/4""",71,0.391847908339,56.5551638846,1,0,-1,C-,I1,line_w
2.79081632653,0.127551020408,4,1,-1,4,1,0.263310657596,"""4/4""",67,0.149415515175,57.7836183183,1,0,-1,C-,I1,line_w
3.06734693878,0.113265306122,4,4,0,1,1,0.275759637188,"""4/4""",70,0.451359349481,60.5322345772,1,0,-1,C-,I1,line_w
3.27959183673,0.267346938776,4,4,0,1,4,0.275759637188,"""4/4""",71,0.536625511408,60.3301362102,1,0,-1,C-,I1,line_w
3.59591836735,0.0836734693878,4,4,0,3,1,0.313764172336,"""4/4""",66,0.557690929593,53.1557251638,1,0,-1,C-,I1,line_w
3.70204081633,0.116326530612,4,4,0,3,2,0.313764172336,"""4/4""",70,0.499506536667,57.7881230848,1,0,-1,C-,I1,line_w
