onset,duration,period,division,bar,beat,tatum,beat_duration,signature,pitch,loud_median,phrase_id,phrase_begin,chorus_id,chord,form,idea
5.0,0.110204081633,4,2,-1,1,1,0.204603174603,"""4/4""",70,74.0037497111,1,1,-1,NC,I1,#theme:t1-8
5.12244897959,0.114285714286,4,2,-1,1,2,0.204603174603,"""4/4""",69,78.3410896491,1,0,-1,NC,I1,#theme:t1-8
5.24897959184,0.102040816327,4,4,-1,2,2,0.204603174603,"""4/4""",68,76.3473797092,1,0,-1,NC,I1,#theme:t1-8
5.35918367347,0.0510204081633,4,4,-1,2,4,0.204603174603,"""4/4""",65,64.2385245293,1,0,-1,NC,I1,#theme:t1-8
5.42040816327,0.102040816327,4,2,-1,3,1,0.214285714286,"""4/4""",67,76.2219814939,1,0,-1,NC,I1,#theme:t1-8
5.53469387755,0.0938775510204,4,2,-1,3,2,0.214285714286,"""4/4""",64,72.6947715493,1,0,-1,NC,I1,#theme:t1-8
5.63673469388,0.0734693877551,4,2,-1,4,1,0.214285714286,"""4/4""",63,69.9865074289,1,0,-1,NC,I1,#theme:t1-8
5.7387755102,0.0816326530612,4,2,-1,4,2,0.214285714286,"""4/4""",62,73.6523051763,1,0,-1,NC,I1,#theme:t1-8
5.82857142857,0.0938775510204,4,2,0,1,1,0.20612244898,"""4/4""",59,70.8114999411,1,0,-1,NC,I1,#theme:t1-8
5.93469387755,0.0857142857143,4,2,0,1,2,0.20612244898,"""4/4""",60,73.9228782333,1,0,-1,NC,I1,#theme:t1-8
6.02857142857,0.0938775510204,4,2,0,2,1,0.20612244898,"""4/4""",61,72.2057809523,1,0,-1,NC,I1,#theme:t1-8
6.13469387755,0.110204081633,4,2,0,2,2,0.20612244898,"""4/4""",64,75.4317143993,1,0,-1,NC,I1,#theme:t1-8
6.24897959184,0.0857142857143,4,2,0,3,1,0.207142857143,"""4/4""",61,73.6340977372,1,0,-1,NC,I1,#theme:t1-8
6.35510204082,0.134693877551,4,2,0,3,2,0.207142857143,"""4/4""",60,75.3421757671,1,0,-1,NC,I1,#theme:t1-8
6.50612244898,0.0897959183673,4,1,0,4,1,0.207142857143,"""4/4""",59,70.4236943161,1,0,-1,NC,I1,#theme:t1-8
6.68571428571,0.114285714286,4,1,1,1,1,0.203219954649,"""4/4""",58,74.2018251345,1,0,1,F-7,A1,#theme:t1-8
6.8612244898,0.102040816327,4,1,1,2,1,0.203219954649,"""4/4""",57,69.5792171495,1,0,1,F-7,A1,#theme:t1-8
7.04489795918,0.183673469388,4,1,1,3,1,0.198117913832,"""4/4""",56,65.0085962337,1,0,1,F-7,A1,#theme:t1-8
7.35102040816,0.10612244898,4,2,1,4,2,0.198117913832,"""4/4""",58,71.6396292276,1,0,1,F-7,A1,#theme:t1-8
7.52857142857,0.118367346939,4,2,2,1,2,0.196451247166,"""4/4""",60,73.3024370182,1,0,1,Bb-7,A1,#theme:t1-8
7.83469387755,0.165306122449,4,1,2,3,1,0.198469387755,"""4/4""",61,72.8243937514,1,0,1,Bb-7,A1,#theme:t1-8
8.20825396825,0.119002267574,4,4,2,4,4,0.198469387755,"""4/4""",58,74.3656597351,2,1,1,Bb-7,A1,#theme:t1-8
8.34176870748,0.113197278912,4,2,3,1,2,0.201315192744,"""4/4""",57,74.8936769254,2,0,1,Eb7,A1,#theme:t1-8
8.4693877551,0.0734693877551,4,2,3,2,1,0.201315192744,"""4/4""",56,72.3485052766,2,0,1,Eb7,A1,#theme:t1-8
8.57959183673,0.0530612244898,4,2,3,2,2,0.201315192744,"""4/4""",52,72.1908289992,2,0,1,Eb7,A1,#theme:t1-8
8.6612244898,0.165306122449,4,1,3,3,1,0.210680272109,"""4/4""",55,71.9132819961,2,0,1,Eb7,A1,#theme:t1-8
8.84285714286,0.136734693878,4,1,3,4,1,0.210680272109,"""4/4""",56,69.7655138841,2,0,1,Eb7,A1,#theme:t1-8
9.04897959184,0.195918367347,4,1,4,1,1,0.193560090703,"""4/4""",58,75.0838335354,2,0,1,Eb7,A1,#theme:t1-8
9.2589569161,0.0957823129252,4,2,4,2,1,0.193560090703,"""4/4""",51,68.0264086745,2,0,1,Abj7,A1,#theme:t1-8
9.36734693878,0.110204081633,4,2,4,2,2,0.193560090703,"""4/4""",60,74.5884971592,2,0,1,Abj7,A1,#theme:t1-8
9.55918367347,0.10612244898,4,2,4,3,2,0.206315192744,"""4/4""",61,69.0556145994,2,0,1,Abj7,A1,#theme:t1-8
9.74693877551,0.134693877551,4,2,4,4,2,0.206315192744,"""4/4""",63,74.7379647479,2,0,1,Abj7,A1,#theme:t1-8
9.90612244898,0.0734693877551,4,1,5,1,1,0.196383219955,"""4/4""",62,68.0432060594,2,0,1,Dbj7,A1,#theme:t1-8
10.1510204082,0.1,4,2,5,2,2,0.196383219955,"""4/4""",56,73.5978116814,3,1,1,Dbj7,A1,#theme:t1-8
10.2693877551,0.155102040816,4,1,5,3,1,0.206054421769,"""4/4""",55,69.3456822211,3,0,1,Dbj7,A1,#theme:t1-8
10.4530612245,0.10612244898,4,4,5,4,1,0.206054421769,"""4/4""",56,66.690103492,3,0,1,Dbj7,A1,#theme:t1-8
10.6326530612,0.195918367347,4,4,5,4,4,0.206054421769,"""4/4""",65,74.7064381414,3,0,1,Dbj7,A1,#theme:t1-8
10.8489795918,0.118367346939,4,4,6,1,4,0.20306122449,"""4/4""",67,76.3693888196,3,0,1,G7,A1,#theme:t1-8
11.0571428571,0.130612244898,4,1,6,3,1,0.206145124717,"""4/4""",68,75.9532132817,3,0,1,G7,A1,#theme:t1-8
11.3714285714,0.104081632653,4,2,6,4,2,0.206145124717,"""4/4""",67,76.1005217012,3,0,1,G7,A1,#theme:t1-8
11.5775510204,0.0979591836735,4,2,7,1,2,0.183401360544,"""4/4""",66,76.936875789,3,0,1,Cj7,A1,#theme:t1-8
11.6857142857,0.0979591836735,4,3,7,2,1,0.183401360544,"""4/4""",65,73.8163175325,3,0,1,Cj7,A1,#theme:t1-8
11.812244898,0.0734693877551,4,3,7,2,3,0.183401360544,"""4/4""",62,62.8408624428,3,0,1,Cj7,A1,#theme:t1-8
11.8897959184,0.14693877551,4,1,7,3,1,0.206201814059,"""4/4""",64,74.9313536535,3,0,1,Cj7,A1,#theme:t1-8
12.0714285714,0.179591836735,4,1,7,4,1,0.206201814059,"""4/4""",65,74.1336270405,3,0,1,Cj7,A1,#theme:t1-8
12.4816326531,0.142857142857,4,1,8,2,1,0.211054421769,"""4/4""",67,76.3927669929,3,0,1,Cj7,A1,#theme:t1-8
13.187755102,0.114285714286,4,2,9,1,2,0.206088435374,"""4/4""",65,75.137572009,4,1,1,C-7,A1,#theme:t9-12
13.3081632653,0.0755102040816,4,1,9,2,1,0.206088435374,"""4/4""",64,72.8815404557,4,0,1,C-7,A1,#theme:t9-12
13.493877551,0.30612244898,4,1,9,3,1,0.193140589569,"""4/4""",63,75.852486389,4,0,1,C-7,A1,#theme:t9-12
13.8244897959,0.1,4,2,9,4,2,0.193140589569,"""4/4""",60,67.2142333957,4,0,1,C-7,A1,#theme:t9-12
14.0102040816,0.263265306122,4,2,10,1,2,0.201224489796,"""4/4""",65,73.075018087,4,0,1,F-7,A1,#theme:t9-12
14.306122449,0.142857142857,4,1,10,3,1,0.209569160998,"""4/4""",68,74.8738128451,4,0,1,F-7,A1,#theme:t9-12
14.5306122449,0.126530612245,4,1,10,4,1,0.209569160998,"""4/4""",63,70.7462883612,4,0,1,F-7,A1,#theme:t9-12
14.7306122449,0.248979591837,4,1,11,1,1,0.207698412698,"""4/4""",62,73.0932999269,4,0,1,Bb7,A1,#theme:t9-12
15.0326530612,0.102040816327,4,2,11,2,2,0.207698412698,"""4/4""",63,75.7127890246,4,0,1,Bb7,A1,#theme:t9-12
15.2142857143,0.104081632653,4,2,11,3,2,0.188832199546,"""4/4""",65,73.9500729401,4,0,1,Bb7,A1,#theme:t9-12
15.4093424036,0.107392290249,4,2,11,4,2,0.188832199546,"""4/4""",58,61.9487026549,4,0,1,Bb7,A1,#theme:t9-12
15.5306122449,0.191836734694,4,1,12,1,1,0.20566893424,"""4/4""",67,74.8869108747,4,0,1,Ebj7,A1,#theme:t9-12
15.7346938776,0.175510204082,4,1,12,2,1,0.20566893424,"""4/4""",68,73.1414801815,4,0,1,Ebj7,A1,#theme:t9-12
15.9224489796,0.191836734694,4,1,12,3,1,0.203424036281,"""4/4""",70,74.2470358061,4,0,1,Ebj7,A1,#theme:t9-12
16.1265306122,0.195918367347,4,1,12,4,1,0.203424036281,"""4/4""",63,65.9315577695,4,0,1,Ebj7,A1,#theme:t9-12
17.0020408163,0.0979591836735,4,2,13,4,2,0.198594104308,"""4/4""",63,75.3189516438,5,1,1,Abj7,A1,line_w
17.1959183673,0.10612244898,4,2,14,1,2,0.196349206349,"""4/4""",60,72.3550659212,5,0,1,D7,A1,line_w
17.306122449,0.0979591836735,4,2,14,2,1,0.196349206349,"""4/4""",57,67.3630945155,5,0,1,D7,A1,line_w
17.4204081633,0.0816326530612,4,2,14,2,2,0.196349206349,"""4/4""",55,65.8165434583,5,0,1,D7,A1,line_w
17.5224489796,0.0530612244898,4,2,14,3,1,0.193095238095,"""4/4""",54,63.4984813643,5,0,1,D7,A1,line_w
17.6020408163,0.120408163265,4,2,14,3,2,0.193095238095,"""4/4""",63,75.4158533096,5,0,1,D7,A1,line_w
17.7346938776,0.0612244897959,4,2,14,4,1,0.193095238095,"""4/4""",60,66.4507855959,5,0,1,D7,A1,line_w
17.8102040816,0.0775510204082,4,2,14,4,2,0.193095238095,"""4/4""",61,60.5193088553,5,0,1,D7,A1,line_w
17.9183673469,0.0857142857143,4,2,15,1,1,0.207845804989,"""4/4""",62,67.9680953923,5,0,1,Gj7,A1,line_w
18.0244897959,0.0979591836735,4,2,15,1,2,0.207845804989,"""4/4""",61,73.6131402424,5,0,1,Gj7,A1,line_w
18.1265306122,0.102040816327,4,2,15,2,1,0.207845804989,"""4/4""",60,71.1837205534,5,0,1,Gj7,A1,line_w
18.2489795918,0.0428571428571,4,2,15,2,2,0.207845804989,"""4/4""",55,63.6768133828,5,0,1,Gj7,A1,line_w
18.3224489796,0.0775510204082,4,2,15,3,1,0.199750566893,"""4/4""",59,63.1872203218,5,0,1,Gj7,A1,line_w
18.4,0.138775510204,4,2,15,3,2,0.199750566893,"""4/4""",64,76.2450045297,5,0,1,Gj7,A1,line_w
18.5591836735,0.126530612245,4,1,15,4,1,0.199750566893,"""4/4""",63,72.2845250282,5,0,1,Gj7,A1,line_w
18.7265306122,0.1,4,2,16,1,1,0.206179138322,"""4/4""",62,71.9151436882,5,0,1,Gj7,A1,line_w
18.8387755102,0.0551020408163,4,2,16,1,2,0.206179138322,"""4/4""",59,67.8828222551,5,0,1,Gj7,A1,line_w
18.9224489796,0.10612244898,4,2,16,2,1,0.206179138322,"""4/4""",55,66.1971766112,5,0,1,Gj7,A1,line_w
19.0448979592,0.102040816327,4,2,16,2,2,0.206179138322,"""4/4""",54,70.291272579,5,0,1,Gj7,A1,line_w
19.1632653061,0.10612244898,4,1,16,3,1,0.193174603175,"""4/4""",53,71.7049859534,5,0,1,Gj7,A1,line_w
19.3346938776,0.285714285714,4,1,16,4,1,0.193174603175,"""4/4""",52,66.4393612371,5,0,1,Gj7,A1,~melody
19.6367346939,0.265306122449,4,2,17,1,2,0.206235827664,"""4/4""",54,70.9884217571,5,0,1,A-7,B1,~melody
19.9183673469,0.232653061224,4,1,17,3,1,0.188707482993,"""4/4""",55,71.7457648624,5,0,1,A-7,B1,~melody
20.193877551,0.0816326530612,4,2,17,4,2,0.188707482993,"""4/4""",57,72.2255632939,5,0,1,A-7,B1,~melody
20.3102040816,0.175510204082,4,1,18,1,1,0.200827664399,"""4/4""",59,67.5088415383,5,0,1,A-7,B1,~melody
20.512244898,0.167346938776,4,1,18,2,1,0.200827664399,"""4/4""",60,69.3680664623,5,0,1,D7,B1,~melody
20.693877551,0.163265306122,4,4,18,3,1,0.198571428571,"""4/4""",62,75.9608887911,5,0,1,D7,B1,~melody
20.8816326531,0.118367346939,4,4,18,3,4,0.198571428571,"""4/4""",64,75.4574503626,5,0,1,D7,B1,~melody
21.0816326531,0.065306122449,4,4,18,4,4,0.198571428571,"""4/4""",65,75.6826059063,5,0,1,D7,B1,~melody
21.1755102041,0.173469387755,4,2,19,1,2,0.206292517007,"""4/4""",66,73.1076473505,5,0,1,Gj7,B1,~melody
21.4367346939,0.232653061224,4,2,19,2,2,0.206292517007,"""4/4""",62,67.5103476016,5,0,1,Gj7,B1,~melody
21.7183673469,0.0836734693878,4,2,19,4,1,0.198537414966,"""4/4""",59,64.7456065043,5,0,1,Gj7,B1,~melody
21.8224489796,0.130612244898,4,2,19,4,2,0.198537414966,"""4/4""",58,61.6589023943,5,0,1,Gj7,B1,~melody
21.9714285714,0.0510204081633,4,1,20,1,1,0.195952380952,"""4/4""",59,62.4309430518,5,0,1,Gj7,B1,~melody
22.2755102041,0.126530612245,4,4,20,2,4,0.195952380952,"""4/4""",62,75.174619272,6,1,1,Gj7,B1,~melody
22.4918367347,0.140816326531,4,1,20,4,1,0.198718820862,"""4/4""",66,75.0518125369,6,0,1,Gj7,B1,~melody
22.693877551,0.0816326530612,4,2,21,1,1,0.213673469388,"""4/4""",67,76.5313954696,6,0,1,Gj7,B1,~melody
22.812244898,0.191836734694,4,2,21,1,2,0.213673469388,"""4/4""",68,74.6057446099,6,0,1,F#-7,B1,~melody
