EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,32,32,225
Tempo-Class,0,0,257
Tempo,67.50,7,269
Position,44,44,237
Phrase,0,0,393
MLU-Type,expressive,0,395
Backref-Referred,0,0,417
Note-Velocity,26,26,154
Note-On,75,75,75
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,0,0,257
Tempo,60.00,4,266
Note-Velocity,22,22,150
Note-On,76,76,76
Note-Duration,22,22,181
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,65.00,6,268
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,6,6,199
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,20,20,148
Note-On,70,70,70
Note-Duration,3,3,162
Position,9,9,202
Note-Velocity,22,22,150
Note-On,67,67,67
Note-Duration,2,2,161
Position,12,12,205
Note-Velocity,23,23,151
Note-On,69,69,69
Note-Duration,2,2,161
Position,14,14,207
Note-Velocity,24,24,152
Note-On,71,71,71
Note-Duration,2,2,161
Position,16,16,209
Tempo-Class,0,0,257
Tempo,65.00,6,268
Note-Velocity,23,23,151
Note-On,67,67,67
Note-Duration,5,5,164
Position,22,22,215
Note-Velocity,24,24,152
Note-On,63,63,63
Note-Duration,3,3,162
Position,25,25,218
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,3,3,162
Position,29,29,222
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,1,1,160
Note-Velocity,23,23,151
Note-On,66,66,66
Note-Duration,2,2,161
Position,31,31,224
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,2,2,161
Position,32,32,225
Tempo-Class,0,0,257
Tempo,62.50,5,267
Position,33,33,226
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,3,3,162
Position,37,37,230
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,10,10,169
Position,48,48,241
Tempo-Class,0,0,257
Tempo,67.50,7,269
Note-Velocity,24,24,152
Note-On,63,63,63
Note-Duration,2,2,161
Position,50,50,243
Note-Velocity,20,20,148
Note-On,61,61,61
Note-Duration,3,3,162
Position,53,53,246
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,4,4,163
Position,58,58,251
Note-Velocity,21,21,149
Note-On,63,63,63
Note-Duration,3,3,162
Position,62,62,255
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,60.00,4,266
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,2,2,195
Note-Velocity,21,21,149
Note-On,66,66,66
Note-Duration,1,1,160
Position,3,3,196
Note-Velocity,22,22,150
Note-On,67,67,67
Note-Duration,3,3,162
Position,6,6,199
Note-Velocity,23,23,151
Note-On,63,63,63
Note-Duration,3,3,162
Position,10,10,203
Note-Velocity,20,20,148
Note-On,65,65,65
Note-Duration,3,3,162
Position,13,13,206
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,0,0,257
Tempo,65.00,6,268
Position,17,17,210
Note-Velocity,17,17,145
Note-On,58,58,58
Note-Duration,3,3,162
Position,20,20,213
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,3,3,162
Position,24,24,217
Note-Velocity,17,17,145
Note-On,58,58,58
Note-Duration,3,3,162
Position,27,27,220
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,2,2,161
Position,30,30,223
Note-Velocity,17,17,145
Note-On,58,58,58
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,0,0,257
Tempo,57.50,3,265
Position,34,34,227
Note-Velocity,14,14,142
Note-On,53,53,53
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,0,0,257
Tempo,65.00,6,268
Position,57,57,250
Phrase,0,0,393
MLU-Type,melody,0,399
Note-Velocity,18,18,146
Note-On,58,58,58
Note-Duration,1,1,160
Position,59,59,252
Note-Velocity,18,18,146
Note-On,52,52,52
Note-Duration,1,1,160
Note-Velocity,18,18,146
Note-On,55,55,55
Note-Duration,1,1,160
Position,60,60,253
Note-Velocity,18,18,146
Note-On,51,51,51
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,62.50,5,267
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Note-Velocity,18,18,146
Note-On,50,50,50
Note-Duration,3,3,162
Position,3,3,196
Note-Velocity,17,17,145
Note-On,53,53,53
Note-Duration,3,3,162
Position,6,6,199
Note-Velocity,18,18,146
Note-On,58,58,58
Note-Duration,3,3,162
Position,9,9,202
Note-Velocity,14,14,142
Note-On,57,57,57
Note-Duration,1,1,160
Position,11,11,204
Note-Velocity,13,13,141
Note-On,58,58,58
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,0,0,257
Tempo,62.50,5,267
Position,32,32,225
Tempo-Class,0,0,257
Tempo,62.50,5,267
Position,48,48,241
Tempo-Class,0,0,257
Tempo,67.50,7,269
Position,57,57,250
Note-Velocity,16,16,144
Note-On,54,54,54
Note-Duration,2,2,161
Position,59,59,252
Note-Velocity,17,17,145
Note-On,55,55,55
Note-Duration,3,3,162
Position,62,62,255
Note-Velocity,13,13,141
Note-On,53,53,53
Note-Duration,27,27,186
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,62.50,5,267
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,16,16,209
Tempo-Class,0,0,257
Tempo,70.00,8,270
Position,32,32,225
Tempo-Class,0,0,257
Tempo,65.00,6,268
Position,48,48,241
Tempo-Class,0,0,257
Tempo,65.00,6,268
Position,55,55,248
Phrase,0,0,393
MLU-Type,expressive,0,395
Backref-Distance,3,3,420
Note-Velocity,22,22,150
Note-On,74,74,74
Note-Duration,3,3,162
Position,58,58,251
Note-Velocity,20,20,148
Note-On,75,75,75
Note-Duration,32,32,191
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,60.00,4,266
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,0,0,257
Tempo,65.00,6,268
Position,26,26,219
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,3,3,420
Note-Velocity,22,22,150
Note-On,69,69,69
Note-Duration,1,1,160
Position,27,27,220
Note-Velocity,22,22,150
Note-On,71,71,71
Note-Duration,3,3,162
Position,31,31,224
Note-Velocity,21,21,149
Note-On,63,63,63
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,0,0,257
Tempo,62.50,5,267
Position,34,34,227
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,3,3,162
Position,37,37,230
Note-Velocity,18,18,146
Note-On,66,66,66
Note-Duration,2,2,161
Position,40,40,233
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,2,2,161
Position,42,42,235
Note-Velocity,19,19,147
Note-On,63,63,63
Note-Duration,2,2,161
Position,46,46,239
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,0,0,257
Tempo,65.00,6,268
Position,54,54,247
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,2,2,161
Position,57,57,250
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,2,2,161
Position,59,59,252
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,1,1,160
Position,61,61,254
Note-Velocity,17,17,145
Note-On,58,58,58
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,60.00,4,266
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,1,1,194
Note-Velocity,16,16,144
Note-On,58,58,58
Note-Duration,3,3,162
Position,5,5,198
Note-Velocity,13,13,141
Note-On,56,56,56
Note-Duration,3,3,162
Position,8,8,201
Note-Velocity,15,15,143
Note-On,58,58,58
Note-Duration,9,9,168
Position,16,16,209
Tempo-Class,0,0,257
Tempo,67.50,7,269
Position,17,17,210
Note-Velocity,15,15,143
Note-On,56,56,56
Note-Duration,2,2,161
Position,19,19,212
Note-Velocity,16,16,144
Note-On,51,51,51
Note-Duration,2,2,161
Position,21,21,214
Note-Velocity,17,17,145
Note-On,52,52,52
Note-Duration,1,1,160
Position,32,32,225
Tempo-Class,0,0,257
Tempo,65.00,6,268
Position,48,48,241
Tempo-Class,0,0,257
Tempo,65.00,6,268
Position,56,56,249
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,18,18,146
Note-On,48,48,48
Note-Duration,3,3,162
Position,59,59,252
Note-Velocity,16,16,144
Note-On,51,51,51
Note-Duration,4,4,163
Position,63,63,256
Note-Velocity,18,18,146
Note-On,52,52,52
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,65.00,6,268
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,4,4,197
Note-Velocity,19,19,147
Note-On,53,53,53
Note-Duration,4,4,163
Position,10,10,203
