EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,125.00,30,292
Chord-Tone,Db,1,323
Chord-Type,7,None,368
Chord-Slash,Db,1,335
Position,3,3,196
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,23,23,151
Note-On,68,68,68
Note-Duration,5,5,164
Position,9,9,202
Note-Velocity,23,23,151
Note-On,70,70,70
Note-Duration,4,4,163
Position,14,14,207
Note-Velocity,25,25,153
Note-On,73,73,73
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,21,21,214
Note-Velocity,26,26,154
Note-On,75,75,75
Note-Duration,5,5,164
Position,26,26,219
Note-Velocity,24,24,152
Note-On,73,73,73
Note-Duration,4,4,163
Position,31,31,224
Note-Velocity,20,20,148
Note-On,70,70,70
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,2,2,259
Tempo,115.00,26,288
Position,38,38,231
Note-Velocity,24,24,152
Note-On,73,73,73
Note-Duration,12,12,171
Position,48,48,241
Tempo-Class,2,2,259
Tempo,117.50,27,289
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,122.50,29,291
Chord-Tone,Gb,6,328
Chord-Type,7,None,368
Chord-Slash,Gb,6,340
Position,3,3,196
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Note-Velocity,24,24,152
Note-On,66,66,66
Note-Duration,5,5,164
Position,9,9,202
Note-Velocity,26,26,154
Note-On,70,70,70
Note-Duration,5,5,164
Position,14,14,207
Note-Velocity,27,27,155
Note-On,73,73,73
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,22,22,215
Note-Velocity,27,27,155
Note-On,76,76,76
Note-Duration,5,5,164
Position,28,28,221
Note-Velocity,27,27,155
Note-On,73,73,73
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,34,34,227
Note-Velocity,25,25,153
Note-On,70,70,70
Note-Duration,4,4,163
Position,40,40,233
Note-Velocity,25,25,153
Note-On,73,73,73
Note-Duration,12,12,171
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,62,62,255
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,122.50,29,291
Chord-Tone,Db,1,323
Chord-Type,7,None,368
Chord-Slash,Db,1,335
Position,5,5,198
Note-Velocity,25,25,153
Note-On,70,70,70
Note-Duration,6,6,165
Position,12,12,205
Note-Velocity,26,26,154
Note-On,73,73,73
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,20,20,213
Note-Velocity,25,25,153
Note-On,76,76,76
Note-Duration,4,4,163
Position,25,25,218
Note-Velocity,25,25,153
Note-On,77,77,77
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,2,2,259
Tempo,120.00,28,290
Note-Velocity,25,25,153
Note-On,73,73,73
Note-Duration,6,6,165
Position,40,40,233
Note-Velocity,24,24,152
Note-On,70,70,70
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,2,2,259
Tempo,115.00,26,288
Note-Velocity,24,24,152
Note-On,73,73,73
Note-Duration,11,11,170
