EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,105.00,22,284
Chord-Tone,C,0,322
Chord-Type,-7,None,357
Chord-Slash,C,0,334
Position,16,16,209
Tempo-Class,2,2,259
Tempo,115.00,26,288
Position,22,22,215
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,15,15,143
Note-On,62,62,62
Note-Duration,4,4,163
Position,27,27,220
Note-Velocity,17,17,145
Note-On,63,63,63
Note-Duration,3,3,162
Position,31,31,224
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,2,2,259
Tempo,110.00,24,286
Position,36,36,229
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,11,11,170
Position,48,48,241
Tempo-Class,2,2,259
Tempo,115.00,26,288
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,2,2,161
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,112.50,25,287
Chord-Tone,Ab,8,330
Chord-Type,7911#,None,374
Chord-Slash,Ab,8,342
Position,16,16,209
Tempo-Class,2,2,259
Tempo,115.00,26,288
Position,18,18,211
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,d,0,408
Note-Velocity,25,25,153
Note-On,80,80,80
Note-Duration,3,3,162
Position,22,22,215
Note-Velocity,22,22,150
Note-On,82,82,82
Note-Duration,2,2,161
Position,24,24,217
Note-Velocity,24,24,152
Note-On,79,79,79
Note-Duration,3,3,162
Position,27,27,220
Note-Velocity,26,26,154
Note-On,77,77,77
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,2,2,259
Tempo,115.00,26,288
Note-Velocity,26,26,154
Note-On,75,75,75
Note-Duration,3,3,162
Position,35,35,228
Note-Velocity,27,27,155
Note-On,74,74,74
Note-Duration,4,4,163
Position,40,40,233
Note-Velocity,26,26,154
Note-On,72,72,72
Note-Duration,3,3,162
Position,44,44,237
Note-Velocity,23,23,151
Note-On,71,71,71
Note-Duration,3,3,162
Position,47,47,240
Note-Velocity,24,24,152
Note-On,68,68,68
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,51,51,244
Note-Velocity,24,24,152
Note-On,67,67,67
Note-Duration,4,4,163
Position,56,56,249
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,4,4,163
Position,60,60,253
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,122.50,29,291
Chord-Tone,C,0,322
Chord-Type,-7,None,357
Chord-Slash,C,0,334
Position,2,2,195
Note-Velocity,19,19,147
Note-On,62,62,62
Note-Duration,4,4,163
Position,7,7,200
Note-Velocity,16,16,144
Note-On,60,60,60
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,20,20,213
MLU-Type,melody,0,399
Note-Velocity,16,16,144
Note-On,60,60,60
Note-Duration,13,13,172
Position,32,32,225
Tempo-Class,2,2,259
Tempo,115.00,26,288
Position,36,36,229
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,15,15,174
Position,48,48,241
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,51,51,244
Note-Velocity,18,18,146
Note-On,63,63,63
Note-Duration,11,11,170
Bar,0,0,192
