EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,110.00,24,286
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,3,3,196
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,24,24,152
Note-On,71,71,71
Note-Duration,3,3,162
Position,6,6,199
Note-Velocity,23,23,151
Note-On,72,72,72
Note-Duration,20,20,179
Position,16,16,209
Tempo-Class,2,2,259
Tempo,110.00,24,286
Position,32,32,225
Tempo-Class,2,2,259
Tempo,115.00,26,288
Position,35,35,228
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,10,10,169
Position,46,46,239
Note-Velocity,25,25,153
Note-On,72,72,72
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,2,2,259
Tempo,110.00,24,286
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,115.00,26,288
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,2,2,259
Tempo,112.50,25,287
Position,32,32,225
Tempo-Class,2,2,259
Tempo,115.00,26,288
Position,48,48,241
Tempo-Class,1,1,258
Tempo,110.00,24,286
Position,52,52,245
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Backref-Variation,+,0,427
Note-Velocity,25,25,153
Note-On,73,73,73
Note-Duration,1,1,160
Position,53,53,246
Note-Velocity,27,27,155
Note-On,75,75,75
Note-Duration,24,24,183
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,112.50,25,287
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,14,14,207
Note-Velocity,22,22,150
Note-On,72,72,72
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,1,1,258
Tempo,110.00,24,286
Position,32,32,225
Tempo-Class,1,1,258
Tempo,107.50,23,285
Position,34,34,227
Note-Velocity,21,21,149
Note-On,72,72,72
Note-Duration,20,20,179
Position,48,48,241
Tempo-Class,2,2,259
Tempo,115.00,26,288
Position,61,61,254
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,117.50,27,289
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,4,4,197
Note-Velocity,18,18,146
Note-On,67,67,67
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,2,2,259
Tempo,112.50,25,287
Position,18,18,211
Note-Velocity,16,16,144
Note-On,67,67,67
Note-Duration,13,13,172
Position,32,32,225
Tempo-Class,2,2,259
Tempo,120.00,28,290
Position,48,48,241
Tempo-Class,2,2,259
Tempo,112.50,25,287
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,115.00,26,288
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,1,1,258
Tempo,110.00,24,286
Position,19,19,212
Note-Velocity,21,21,149
Note-On,73,73,73
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,1,1,258
Tempo,110.00,24,286
Position,35,35,228
Note-Velocity,22,22,150
Note-On,70,70,70
