EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,140.00,36,298
Chord-Tone,C,0,322
Chord-Type,-7,None,357
Chord-Slash,C,0,334
Position,16,16,209
Tempo-Class,2,2,259
Tempo,137.50,35,297
Position,32,32,225
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,48,48,241
Tempo-Class,2,2,259
Tempo,137.50,35,297
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,140.00,36,298
Chord-Tone,Db,1,323
Chord-Type,j7,None,381
Chord-Slash,Db,1,335
Position,14,14,207
Phrase,0,0,393
MLU-Type,rhythm,0,400
MLU-Subtype,sr,0,416
Note-Velocity,28,28,156
Note-On,65,65,65
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,2,2,259
Tempo,137.50,35,297
Position,21,21,214
Note-Velocity,27,27,155
Note-On,67,67,67
Note-Duration,5,5,164
Position,28,28,221
Note-Velocity,27,27,155
Note-On,67,67,67
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,36,36,229
Note-Velocity,24,24,152
Note-On,67,67,67
Note-Duration,6,6,165
Position,45,45,238
Note-Velocity,25,25,153
Note-On,67,67,67
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,54,54,247
Note-Velocity,25,25,153
Note-On,67,67,67
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,C,0,322
Chord-Type,-7,None,357
Chord-Slash,C,0,334
Position,1,1,194
Note-Velocity,26,26,154
Note-On,67,67,67
Note-Duration,13,13,172
Position,16,16,209
Tempo-Class,2,2,259
Tempo,140.00,36,298
Position,17,17,210
Note-Velocity,26,26,154
Note-On,65,65,65
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,3,3,260
Tempo,140.00,36,298
Position,35,35,228
Note-Velocity,25,25,153
Note-On,65,65,65
Note-Duration,11,11,170
Position,48,48,241
Tempo-Class,3,3,260
Tempo,143.33,37,299
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,140.00,36,298
Chord-Tone,Db,1,323
Chord-Type,j7,None,381
Chord-Slash,Db,1,335
Position,16,16,209
Tempo-Class,2,2,259
Tempo,137.50,35,297
Position,32,32,225
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,48,48,241
Tempo-Class,2,2,259
Tempo,135.00,34,296
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,C,0,322
Chord-Type,-7,None,357
Chord-Slash,C,0,334
Position,10,10,203
Phrase,0,0,393
MLU-Type,melody,0,399
Note-Velocity,25,25,153
Note-On,67,67,67
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,20,20,213
Note-Velocity,25,25,153
Note-On,67,67,67
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,34,34,227
Note-Velocity,27,27,155
Note-On,69,69,69
Note-Duration,6,6,165
Position,41,41,234
Note-Velocity,25,25,153
Note-On,70,70,70
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,3,3,260
Tempo,143.33,37,299
Note-Velocity,22,22,150
Note-On,71,71,71
Note-Duration,1,1,160
Position,50,50,243
