EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,48,48,241
Tempo-Class,2,2,259
Tempo,127.50,31,293
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,C,0,322
Chord-Type,j7,None,381
Chord-Slash,C,0,334
Position,8,8,201
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,16,16,144
Note-On,60,60,60
Note-Duration,2,2,161
Position,13,13,206
Note-Velocity,20,20,148
Note-On,62,62,62
Note-Duration,2,2,161
Position,16,16,209
Tempo-Class,2,2,259
Tempo,132.50,33,295
Position,17,17,210
Note-Velocity,20,20,148
Note-On,64,64,64
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,41,41,234
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Backref-Variation,+,0,427
Note-Velocity,22,22,150
Note-On,64,64,64
Note-Duration,3,3,162
Position,45,45,238
Note-Velocity,26,26,154
Note-On,65,65,65
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,49,49,242
Note-Velocity,26,26,154
Note-On,67,67,67
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,130.00,32,294
Chord-Tone,E,4,326
Chord-Type,-7,None,357
Chord-Slash,E,4,338
Position,7,7,200
Note-Velocity,22,22,150
Note-On,67,67,67
Note-Duration,4,4,163
Position,13,13,206
Note-Velocity,24,24,152
Note-On,69,69,69
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,18,18,211
Note-Velocity,24,24,152
Note-On,70,70,70
Note-Duration,5,5,164
Position,28,28,221
Note-Velocity,20,20,148
Note-On,71,71,71
Note-Duration,1,1,160
Position,29,29,222
Note-Velocity,24,24,152
Note-On,69,69,69
Note-Duration,2,2,161
Position,32,32,225
Tempo-Class,2,2,259
Tempo,122.50,29,291
Chord-Tone,A,9,331
Chord-Type,7,None,368
Chord-Slash,A,9,343
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,50,50,243
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,22,22,150
Note-On,72,72,72
Note-Duration,5,5,164
Position,55,55,248
Note-Velocity,25,25,153
Note-On,69,69,69
Note-Duration,5,5,164
Position,63,63,256
Note-Velocity,23,23,151
Note-On,63,63,63
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,130.00,32,294
Chord-Tone,D,2,324
Chord-Type,-,None,354
Chord-Slash,D,2,336
Position,16,16,209
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,23,23,216
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,3,3,162
Position,26,26,219
Note-Velocity,21,21,149
Note-On,62,62,62
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,2,2,259
Tempo,132.50,33,295
Chord-Tone,G,7,329
Chord-Type,7,None,368
Chord-Slash,G,7,341
Position,33,33,226
Note-Velocity,24,24,152
Note-On,57,57,57
Note-Duration,4,4,163
Position,39,39,232
Note-Velocity,23,23,151
Note-On,60,60,60
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,50,50,243
Note-Velocity,20,20,148
Note-On,62,62,62
Note-Duration,5,5,164
Position,61,61,254
Note-Velocity,23,23,151
Note-On,60,60,60
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,C,0,322
Chord-Type,j7,None,381
Chord-Slash,C,0,334
Position,16,16,209
Tempo-Class,2,2,259
Tempo,117.50,27,289
Position,21,21,214
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,a,0,405
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,4,4,163
Position,26,26,219
Note-Velocity,24,24,152
Note-On,64,64,64
Note-Duration,3,3,162
Position,29,29,222
Note-Velocity,25,25,153
Note-On,67,67,67
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,G,7,329
Chord-Type,7,None,368
Chord-Slash,G,7,341
Position,34,34,227
Note-Velocity,27,27,155
Note-On,69,69,69
Note-Duration,4,4,163
Position,39,39,232
Note-Velocity,24,24,152
Note-On,71,71,71
Note-Duration,4,4,163
Position,44,44,237
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,49,49,242
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,25,25,153
Note-On,69,69,69
Note-Duration,4,4,163
Position,55,55,248
Note-Velocity,24,24,152
Note-On,63,63,63
Note-Duration,4,4,163
Position,59,59,252
Note-Velocity,23,23,151
Note-On,64,64,64
Note-Duration,4,4,163
Rep-End,1,1,445
Part-End,A,A,434
Part-Start,A,A,429
Rep-Start,2,2,440
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,130.00,32,294
Chord-Tone,C,0,322
Chord-Type,j7,None,381
Chord-Slash,C,0,334
Note-Velocity,19,19,147
Note-On,62,62,62
Note-Duration,2,2,161
Position,3,3,196
Note-Velocity,22,22,150
Note-On,57,57,57
Note-Duration,8,8,167
Position,13,13,206
Note-Velocity,21,21,149
Note-On,60,60,60
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,20,20,213
Note-Velocity,21,21,149
Note-On,62,62,62
Note-Duration,8,8,167
Position,29,29,222
Note-Velocity,20,20,148
Note-On,60,60,60
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,35,35,228
Note-Velocity,26,26,154
Note-On,69,69,69
Note-Duration,6,6,165
Position,45,45,238
Note-Velocity,23,23,151
Note-On,62,62,62
Note-Duration,2,2,161
Position,47,47,240
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,51,51,244
Note-Velocity,16,16,144
Note-On,62,62,62
Note-Duration,6,6,165
Position,60,60,253
Note-Velocity,19,19,147
Note-On,57,57,57
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,E,4,326
Chord-Type,-7,None,357
Chord-Slash,E,4,338
Position,2,2,195
Note-Velocity,21,21,149
Note-On,60,60,60
Note-Duration,9,9,168
Position,12,12,205
Note-Velocity,22,22,150
Note-On,62,62,62
Note-Duration,2,2,161
Position,15,15,208
Note-Velocity,24,24,152
Note-On,60,60,60
Note-Duration,2,2,161
Position,16,16,209
Tempo-Class,2,2,259
Tempo,130.00,32,294
Position,18,18,211
Note-Velocity,23,23,151
Note-On,59,59,59
Note-Duration,2,2,161
Position,20,20,213
Note-Velocity,20,20,148
Note-On,58,58,58
Note-Duration,7,7,166
Position,29,29,222
Note-Velocity,22,22,150
Note-On,56,56,56
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,A,9,331
Chord-Type,7,None,368
Chord-Slash,A,9,343
Position,34,34,227
Note-Velocity,19,19,147
Note-On,57,57,57
Note-Duration,6,6,165
Position,43,43,236
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,25,25,153
Note-On,69,69,69
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,49,49,242
Note-Velocity,22,22,150
Note-On,66,66,66
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,130.00,32,294
Chord-Tone,D,2,324
Chord-Type,-7,None,357
Chord-Slash,D,2,336
Note-Velocity,20,20,148
Note-On,71,71,71
Note-Duration,14,14,173
Position,16,16,209
Tempo-Class,2,2,259
Tempo,130.00,32,294
Position,17,17,210
Note-Velocity,25,25,153
Note-On,69,69,69
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,34,34,227
Note-Velocity,21,21,149
Note-On,73,73,73
Note-Duration,4,4,163
Position,38,38,231
Note-Velocity,23,23,151
Note-On,74,74,74
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,2,2,259
Tempo,130.00,32,294
Position,60,60,253
Note-Velocity,24,24,152
Note-On,69,69,69
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,112.50,25,287
Chord-Tone,G,7,329
Chord-Type,7,None,368
Chord-Slash,G,7,341
Position,1,1,194
Note-Velocity,24,24,152
Note-On,71,71,71
Note-Duration,4,4,163
Position,7,7,200
Note-Velocity,19,19,147
Note-On,74,74,74
Note-Duration,2,2,161
Position,10,10,203
Note-Velocity,20,20,148
Note-On,71,71,71
Note-Duration,2,2,161
Position,13,13,206
Note-Velocity,23,23,151
Note-On,67,67,67
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,2,2,259
