EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,F,5,327
Chord-Type,,None,346
Chord-Slash,F,5,339
Position,1,1,194
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,7,7,166
Position,13,13,206
Note-Velocity,23,23,151
Note-On,77,77,77
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,26,26,219
Note-Velocity,20,20,148
Note-On,72,72,72
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,33,33,226
Note-Velocity,22,22,150
Note-On,77,77,77
Note-Duration,14,14,173
Position,48,48,241
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,59,59,252
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Note-Velocity,21,21,149
Note-On,72,72,72
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,F,5,327
Chord-Type,,None,346
Chord-Slash,F,5,339
Position,1,1,194
Note-Velocity,25,25,153
Note-On,77,77,77
Note-Duration,7,7,166
Position,12,12,205
Note-Velocity,20,20,148
Note-On,72,72,72
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Note-Velocity,25,25,153
Note-On,77,77,77
Note-Duration,10,10,169
Position,31,31,224
Note-Velocity,22,22,150
Note-On,77,77,77
Note-Duration,12,12,171
Position,32,32,225
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,47,47,240
Note-Velocity,16,16,144
Note-On,81,81,81
Note-Duration,12,12,171
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,203.33,50,312
Chord-Tone,F,5,327
Chord-Type,,None,346
Chord-Slash,F,5,339
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,18,18,146
Note-On,77,77,77
Note-Duration,9,9,168
Position,10,10,203
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,18,18,211
Note-Velocity,24,24,152
Note-On,74,74,74
Note-Duration,7,7,166
Position,26,26,219
Note-Velocity,26,26,154
Note-On,77,77,77
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Note-Velocity,24,24,152
Note-On,74,74,74
Note-Duration,8,8,167
Position,42,42,235
Note-Velocity,25,25,153
Note-On,72,72,72
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Note-Velocity,25,25,153
Note-On,69,69,69
Note-Duration,8,8,167
Position,58,58,251
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Note-Velocity,25,25,153
Note-On,69,69,69
Note-Duration,8,8,167
Position,11,11,204
Note-Velocity,23,23,151
Note-On,67,67,67
Note-Duration,5,5,164
Position,16,16,209
