EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,32,32,225
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,7,7,200
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,18,18,146
Note-On,71,71,71
Note-Duration,8,8,167
Position,15,15,208
Note-Velocity,19,19,147
Note-On,74,74,74
Note-Duration,11,11,170
Position,16,16,209
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,31,31,224
Note-Velocity,16,16,144
Note-On,66,66,66
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,40,40,233
Note-Velocity,19,19,147
Note-On,69,69,69
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,3,3,260
Tempo,170.00,45,307
Note-Velocity,10,10,138
Note-On,71,71,71
Note-Duration,16,16,175
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,1,1,194
Note-Velocity,21,21,149
Note-On,74,74,74
Note-Duration,16,16,175
Position,16,16,209
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,17,17,210
Note-Velocity,19,19,147
Note-On,72,72,72
Note-Duration,9,9,168
Position,26,26,219
Note-Velocity,19,19,147
Note-On,70,70,70
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,34,34,227
Note-Velocity,17,17,145
Note-On,67,67,67
Note-Duration,8,8,167
Position,43,43,236
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,49,49,242
Note-Velocity,15,15,143
Note-On,63,63,63
Note-Duration,13,13,172
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,166.67,44,306
Chord-Tone,G,7,329
Chord-Type,6,None,365
Chord-Slash,G,7,341
Position,1,1,194
Note-Velocity,13,13,141
Note-On,62,62,62
Note-Duration,25,25,184
Position,16,16,209
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,32,32,225
Tempo-Class,3,3,260
Tempo,170.00,45,307
Chord-Tone,E,4,326
Chord-Type,-7,None,357
Chord-Slash,E,4,338
Position,48,48,241
Tempo-Class,3,3,260
Tempo,170.00,45,307
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,A,9,331
Chord-Type,-7,None,357
Chord-Slash,A,9,343
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,32,32,225
Tempo-Class,3,3,260
Tempo,170.00,45,307
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,48,48,241
Tempo-Class,3,3,260
Tempo,166.67,44,306
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,170.00,45,307
Chord-Tone,G,7,329
Chord-Type,j7,None,381
Chord-Slash,G,7,341
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,32,32,225
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,E,4,326
Chord-Type,-7,None,357
Chord-Slash,E,4,338
Position,33,33,226
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,18,18,146
Note-On,64,64,64
Note-Duration,8,8,167
Position,42,42,235
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,166.67,44,306
Chord-Tone,A,9,331
Chord-Type,-7,None,357
Chord-Slash,A,9,343
Position,1,1,194
Note-Velocity,18,18,146
Note-On,66,66,66
Note-Duration,6,6,165
Position,10,10,203
Note-Velocity,18,18,146
Note-On,64,64,64
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,18,18,211
Note-Velocity,15,15,143
Note-On,63,63,63
Note-Duration,6,6,165
Position,27,27,220
Note-Velocity,11,11,139
Note-On,64,64,64
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,3,3,260
Tempo,173.33,46,308
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,34,34,227
Note-Velocity,17,17,145
Note-On,66,66,66
Note-Duration,6,6,165
Position,42,42,235
Note-Velocity,18,18,146
Note-On,67,67,67
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,51,51,244
Note-Velocity,18,18,146
Note-On,69,69,69
Note-Duration,5,5,164
Position,59,59,252
Note-Velocity,20,20,148
Note-On,70,70,70
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,G,7,329
Chord-Type,6,None,365
Chord-Slash,G,7,341
Position,1,1,194
Note-Velocity,18,18,146
Note-On,71,71,71
Note-Duration,7,7,166
Position,9,9,202
Note-Velocity,22,22,150
Note-On,74,74,74
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,3,3,260
Tempo,170.00,45,307
Note-Velocity,22,22,150
Note-On,76,76,76
Note-Duration,7,7,166
Position,30,30,223
Note-Velocity,22,22,150
Note-On,78,78,78
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,E,4,326
Chord-Type,-7,None,357
Chord-Slash,E,4,338
Position,41,41,234
Note-Velocity,19,19,147
Note-On,79,79,79
Note-Duration,32,32,191
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,A,9,331
Chord-Type,-7,None,357
Chord-Slash,A,9,343
Position,14,14,207
Note-Velocity,23,23,151
Note-On,78,78,78
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,19,19,212
Note-Velocity,21,21,149
Note-On,79,79,79
Note-Duration,5,5,164
Position,25,25,218
Note-Velocity,21,21,149
Note-On,78,78,78
Note-Duration,5,5,164
Position,31,31,224
Note-Velocity,22,22,150
Note-On,76,76,76
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,40,40,233
Note-Velocity,21,21,149
Note-On,75,75,75
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,49,49,242
Note-Velocity,21,21,149
Note-On,74,74,74
Note-Duration,7,7,166
Position,57,57,250
Note-Velocity,7,7,135
Note-On,67,67,67
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,180.00,48,310
Chord-Tone,G,7,329
Chord-Type,6,None,365
Chord-Slash,G,7,341
Position,1,1,194
Note-Velocity,15,15,143
Note-On,69,69,69
Note-Duration,7,7,166
Position,9,9,202
Note-Velocity,22,22,150
Note-On,72,72,72
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,3,3,260
Tempo,176.67,47,309
Note-Velocity,19,19,147
Note-On,71,71,71
Note-Duration,7,7,166
Position,24,24,217
Note-Velocity,16,16,144
Note-On,68,68,68
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,3,3,260
Tempo,173.33,46,308
Chord-Tone,E,4,326
Chord-Type,7,None,368
Chord-Slash,E,4,338
Note-Velocity,17,17,145
Note-On,71,71,71
Note-Duration,17,17,176
Position,48,48,241
Tempo-Class,3,3,260
Tempo,170.00,45,307
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,A,9,331
Chord-Type,-7,None,357
Chord-Slash,A,9,343
Position,16,16,209
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,42,42,235
Phrase,0,0,393
MLU-Type,melody,0,399
Backref-Referred,0,0,417
Note-Velocity,12,12,140
Note-On,70,70,70
Note-Duration,12,12,171
Position,48,48,241
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,58,58,251
Note-Velocity,23,23,151
Note-On,73,73,73
Note-Duration,3,3,162
Position,61,61,254
Note-Velocity,21,21,149
Note-On,74,74,74
Note-Duration,18,18,177
Rep-End,1,1,445
Part-End,A,A,434
Part-Start,B,B,430
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,Bb,10,332
Chord-Type,6,None,365
Chord-Slash,Bb,10,344
Position,15,15,208
Note-Velocity,21,21,149
Note-On,70,70,70
Note-Duration,8,8,167
Position,16,16,209
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,25,25,218
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,5,5,164
Position,31,31,224
Note-Velocity,16,16,144
Note-On,63,63,63
Note-Duration,6,6,165
Position,32,32,225
