EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,85.00,14,276
Chord-Tone,Eb,3,325
Chord-Type,-,None,354
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,1,1,258
Tempo,82.50,13,275
Position,18,18,211
Phrase,0,0,393
MLU-Type,theme,0,401
Note-Velocity,27,27,155
Note-On,51,51,51
Note-Duration,6,6,165
Position,24,24,217
Note-Velocity,25,25,153
Note-On,53,53,53
Note-Duration,3,3,162
Position,27,27,220
Note-Velocity,26,26,154
Note-On,51,51,51
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,1,1,258
Tempo,82.50,13,275
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Note-Velocity,23,23,151
Note-On,53,53,53
Note-Duration,11,11,170
Position,44,44,237
Note-Velocity,20,20,148
Note-On,53,53,53
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,1,1,258
Tempo,87.50,15,277
Position,51,51,244
Note-Velocity,24,24,152
Note-On,50,50,50
Note-Duration,3,3,162
Position,54,54,247
Note-Velocity,25,25,153
Note-On,51,51,51
Note-Duration,5,5,164
Position,59,59,252
Note-Velocity,25,25,153
Note-On,54,54,54
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,85.00,14,276
Chord-Tone,Fb,4,326
Chord-Type,-7,None,357
Chord-Slash,Fb,4,338
Position,3,3,196
Note-Velocity,24,24,152
Note-On,58,58,58
Note-Duration,7,7,166
Position,10,10,203
Note-Velocity,23,23,151
Note-On,58,58,58
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,1,1,258
Tempo,80.00,12,274
Position,17,17,210
Note-Velocity,18,18,146
Note-On,58,58,58
Note-Duration,13,13,172
Position,32,32,225
Tempo-Class,1,1,258
Tempo,90.00,16,278
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,48,48,241
Tempo-Class,1,1,258
Tempo,85.00,14,276
Position,49,49,242
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,22,22,150
Note-On,57,57,57
Note-Duration,11,11,170
Position,63,63,256
Note-Velocity,25,25,153
Note-On,53,53,53
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,77.50,11,273
Chord-Tone,Db,1,323
Chord-Type,j7,None,381
Chord-Slash,Db,1,335
Position,4,4,197
Note-Velocity,23,23,151
Note-On,56,56,56
Note-Duration,9,9,168
Position,13,13,206
Note-Velocity,23,23,151
Note-On,56,56,56
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,1,1,258
Tempo,82.50,13,275
Position,18,18,211
Note-Velocity,25,25,153
Note-On,53,53,53
Note-Duration,6,6,165
Position,24,24,217
Note-Velocity,26,26,154
Note-On,56,56,56
Note-Duration,3,3,162
Position,28,28,221
Note-Velocity,28,28,156
Note-On,60,60,60
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,1,1,258
Tempo,82.50,13,275
Chord-Tone,Eb,3,325
Chord-Type,-7,None,357
Chord-Slash,Eb,3,337
Position,34,34,227
Note-Velocity,18,18,146
Note-On,63,63,63
Note-Duration,25,25,184
Position,48,48,241
Tempo-Class,1,1,258
Tempo,85.00,14,276
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
