EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,F,5,327
Chord-Type,-7,None,357
Chord-Slash,F,5,339
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,C,0,322
Chord-Type,79#,None,370
Chord-Slash,C,0,334
Position,16,16,209
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,33,33,226
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,25,25,153
Note-On,65,65,65
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,226.67,52,314
Position,49,49,242
Note-Velocity,21,21,149
Note-On,60,60,60
Note-Duration,4,4,163
Position,53,53,246
Note-Velocity,20,20,148
Note-On,61,61,61
Note-Duration,8,8,167
Position,61,61,254
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,32,32,191
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,226.67,52,314
Chord-Tone,F,5,327
Chord-Type,-7,None,357
Chord-Slash,F,5,339
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,48,48,241
Tempo-Class,4,4,261
Tempo,238.33,53,315
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,F,5,327
Chord-Type,79b,None,377
Chord-Slash,F,5,339
Position,1,1,194
Note-Velocity,24,24,152
Note-On,55,55,55
Note-Duration,6,6,165
Position,7,7,200
Note-Velocity,23,23,151
Note-On,56,56,56
Note-Duration,4,4,163
Position,13,13,206
Note-Velocity,22,22,150
Note-On,55,55,55
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,18,18,211
Note-Velocity,22,22,150
Note-On,53,53,53
Note-Duration,32,32,191
Position,32,32,225
Tempo-Class,4,4,261
Tempo,226.67,52,314
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,226.67,52,314
Chord-Tone,Bb,10,332
Chord-Type,-7,None,357
Chord-Slash,Bb,10,344
Position,2,2,195
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,10,10,169
Position,12,12,205
Note-Velocity,20,20,148
Note-On,58,58,58
Note-Duration,13,13,172
Position,16,16,209
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,32,32,225
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,48,48,241
Tempo-Class,4,4,261
Tempo,238.33,53,315
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,F,5,327
Chord-Type,79#,None,370
Chord-Slash,F,5,339
Position,15,15,208
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,24,24,152
Note-On,66,66,66
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,226.67,52,314
Position,23,23,216
