EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,50.00,0,262
Position,16,16,209
Tempo-Class,0,0,257
Tempo,52.50,1,263
Position,32,32,225
Tempo-Class,0,0,257
Tempo,50.00,0,262
Position,35,35,228
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,15,15,143
Note-On,53,53,53
Note-Duration,2,2,161
Position,37,37,230
Note-Velocity,14,14,142
Note-On,55,55,55
Note-Duration,3,3,162
Position,40,40,233
Note-Velocity,16,16,144
Note-On,56,56,56
Note-Duration,1,1,160
Position,41,41,234
Note-Velocity,16,16,144
Note-On,57,57,57
Note-Duration,3,3,162
Position,45,45,238
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,0,0,257
Tempo,50.00,0,262
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,5,5,164
Position,54,54,247
Note-Velocity,14,14,142
Note-On,65,65,65
Note-Duration,2,2,161
Position,56,56,249
Note-Velocity,18,18,146
Note-On,68,68,68
Note-Duration,1,1,160
Position,57,57,250
Note-Velocity,16,16,144
Note-On,69,69,69
Note-Duration,4,4,163
Position,61,61,254
Note-Velocity,16,16,144
Note-On,72,72,72
Note-Duration,3,3,162
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,50.00,0,262
Chord-Tone,D,2,324
Chord-Type,-,None,354
Chord-Slash,D,2,336
Note-Velocity,18,18,146
Note-On,71,71,71
Note-Duration,12,12,171
Position,14,14,207
Note-Velocity,17,17,145
Note-On,67,67,67
Note-Duration,2,2,161
Position,16,16,209
Tempo-Class,0,0,257
Tempo,52.50,1,263
Note-Velocity,19,19,147
Note-On,71,71,71
Note-Duration,2,2,161
Position,18,18,211
Note-Velocity,17,17,145
Note-On,67,67,67
Note-Duration,2,2,161
Position,29,29,222
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,0,0,257
Tempo,50.00,0,262
Chord-Tone,D,2,324
Chord-Type,-j7,None,362
Chord-Slash,D,2,336
Note-Velocity,22,22,150
Note-On,69,69,69
Note-Duration,1,1,160
Position,34,34,227
Note-Velocity,25,25,153
Note-On,71,71,71
Note-Duration,3,3,162
Position,37,37,230
Note-Velocity,18,18,146
Note-On,67,67,67
Note-Duration,2,2,161
Position,40,40,233
Note-Velocity,17,17,145
Note-On,69,69,69
Note-Duration,1,1,160
Note-Velocity,22,22,150
Note-On,71,71,71
Note-Duration,2,2,161
Position,43,43,236
Note-Velocity,14,14,142
Note-On,67,67,67
Note-Duration,2,2,161
Position,45,45,238
Note-Velocity,23,23,151
Note-On,69,69,69
Note-Duration,1,1,160
Position,46,46,239
Note-Velocity,21,21,149
Note-On,71,71,71
Note-Duration,2,2,161
Position,48,48,241
Tempo-Class,0,0,257
Tempo,52.50,1,263
Position,61,61,254
Note-Velocity,21,21,149
Note-On,67,67,67
Note-Duration,2,2,161
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,52.50,1,263
Chord-Tone,D,2,324
Chord-Type,-7,None,357
Chord-Slash,D,2,336
Note-Velocity,24,24,152
Note-On,69,69,69
Note-Duration,1,1,160
Position,1,1,194
Note-Velocity,25,25,153
Note-On,71,71,71
Note-Duration,4,4,163
Position,6,6,199
Note-Velocity,16,16,144
Note-On,67,67,67
Note-Duration,2,2,161
Position,8,8,201
Note-Velocity,21,21,149
Note-On,72,72,72
Note-Duration,6,6,165
Position,14,14,207
Note-Velocity,17,17,145
Note-On,74,74,74
Note-Duration,2,2,161
Position,16,16,209
Tempo-Class,0,0,257
Tempo,52.50,1,263
Note-Velocity,24,24,152
Note-On,69,69,69
Note-Duration,1,1,160
Position,18,18,211
Note-Velocity,25,25,153
Note-On,71,71,71
Note-Duration,1,1,160
Position,19,19,212
Note-Velocity,23,23,151
Note-On,67,67,67
Note-Duration,2,2,161
Position,32,32,225
Tempo-Class,0,0,257
Tempo,50.00,0,262
Chord-Tone,D,2,324
Chord-Type,-6,None,355
Chord-Slash,D,2,336
Note-Velocity,18,18,146
Note-On,70,70,70
Note-Duration,1,1,160
Position,33,33,226
Note-Velocity,21,21,149
Note-On,72,72,72
Note-Duration,5,5,164
Position,38,38,231
Note-Velocity,17,17,145
Note-On,68,68,68
Note-Duration,2,2,161
Position,41,41,234
Note-Velocity,19,19,147
Note-On,73,73,73
Note-Duration,2,2,161
Position,43,43,236
Note-Velocity,18,18,146
Note-On,75,75,75
Note-Duration,3,3,162
Position,47,47,240
Note-Velocity,21,21,149
Note-On,72,72,72
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,0,0,257
Tempo,50.00,0,262
Position,55,55,248
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,2,2,161
Position,58,58,251
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,4,4,163
Position,63,63,256
Note-Velocity,15,15,143
Note-On,65,65,65
Note-Duration,10,10,169
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,50.00,0,262
Chord-Tone,G,7,329
Chord-Type,-,None,354
Chord-Slash,G,7,341
Position,9,9,202
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,2,2,161
Position,11,11,204
Note-Velocity,16,16,144
Note-On,60,60,60
Note-Duration,2,2,161
Position,14,14,207
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,1,1,160
Position,15,15,208
Note-Velocity,17,17,145
Note-On,69,69,69
Note-Duration,2,2,161
Position,16,16,209
Tempo-Class,0,0,257
Tempo,52.50,1,263
Position,22,22,215
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,2,2,161
Position,30,30,223
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,0,0,257
Tempo,50.00,0,262
Chord-Tone,G,7,329
Chord-Type,-j7,None,362
Chord-Slash,G,7,341
Position,38,38,231
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,5,5,164
Position,45,45,238
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,2,2,161
Position,48,48,241
Tempo-Class,0,0,257
Tempo,50.00,0,262
Note-Velocity,15,15,143
Note-On,68,68,68
Note-Duration,1,1,160
Position,49,49,242
Note-Velocity,17,17,145
Note-On,69,69,69
Note-Duration,3,3,162
Position,61,61,254
Phrase,0,0,393
MLU-Type,melody,0,399
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,50.00,0,262
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,1,1,194
Note-Velocity,21,21,149
Note-On,69,69,69
Note-Duration,3,3,162
Position,6,6,199
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,2,2,161
Position,9,9,202
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,4,4,163
Position,14,14,207
Note-Velocity,16,16,144
Note-On,53,53,53
Note-Duration,2,2,161
Position,16,16,209
Tempo-Class,0,0,257
Tempo,50.00,0,262
Position,17,17,210
Note-Velocity,18,18,146
Note-On,58,58,58
Note-Duration,8,8,167
Position,25,25,218
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,5,5,164
Position,30,30,223
Note-Velocity,15,15,143
Note-On,55,55,55
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,0,0,257
Tempo,50.00,0,262
Chord-Tone,G,7,329
Chord-Type,-6,None,355
Chord-Slash,G,7,341
Position,48,48,241
Tempo-Class,0,0,257
Tempo,50.00,0,262
Chord-Tone,A,9,331
Chord-Type,7,None,368
Chord-Slash,A,9,343
Position,53,53,246
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,21,21,149
Note-On,57,57,57
Note-Duration,3,3,162
Position,56,56,249
Note-Velocity,25,25,153
Note-On,61,61,61
Note-Duration,2,2,161
Position,59,59,252
Note-Velocity,27,27,155
Note-On,64,64,64
Note-Duration,3,3,162
Position,62,62,255
Note-Velocity,24,24,152
Note-On,68,68,68
Note-Duration,2,2,161
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,50.00,0,262
Chord-Tone,D,2,324
Chord-Type,-,None,354
Chord-Slash,D,2,336
Note-Velocity,21,21,149
Note-On,69,69,69
Note-Duration,3,3,162
Position,3,3,196
Note-Velocity,18,18,146
Note-On,68,68,68
Note-Duration,2,2,161
Position,5,5,198
Note-Velocity,20,20,148
Note-On,69,69,69
Note-Duration,2,2,161
Position,8,8,201
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,3,3,162
Position,11,11,204
Note-Velocity,17,17,145
Note-On,66,66,66
Note-Duration,2,2,161
Position,13,13,206
Note-Velocity,19,19,147
Note-On,67,67,67
