EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,32,32,225
Tempo-Class,0,0,257
Tempo,70.00,8,270
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,48,48,241
Tempo-Class,0,0,257
Tempo,72.50,9,271
Position,56,56,249
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,14,14,142
Note-On,72,72,72
Note-Duration,2,2,161
Position,58,58,251
Note-Velocity,20,20,148
Note-On,74,74,74
Note-Duration,2,2,161
Position,60,60,253
Note-Velocity,20,20,148
Note-On,76,76,76
Note-Duration,3,3,162
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,B,B,430
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,70.00,8,270
Chord-Tone,F,5,327
Chord-Type,6,None,365
Chord-Slash,F,5,339
Note-Velocity,24,24,152
Note-On,77,77,77
Note-Duration,8,8,167
Position,8,8,201
Note-Velocity,14,14,142
Note-On,72,72,72
Note-Duration,3,3,162
Position,11,11,204
Note-Velocity,17,17,145
Note-On,69,69,69
Note-Duration,4,4,163
Position,15,15,208
Note-Velocity,14,14,142
Note-On,65,65,65
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,0,0,257
Tempo,72.50,9,271
Position,21,21,214
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,4,4,163
Position,24,24,217
Note-Velocity,11,11,139
Note-On,69,69,69
Note-Duration,2,2,161
Position,27,27,220
Note-Velocity,16,16,144
Note-On,72,72,72
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,0,0,257
Tempo,70.00,8,270
Note-Velocity,18,18,146
Note-On,73,73,73
Note-Duration,3,3,162
Position,36,36,229
Note-Velocity,17,17,145
Note-On,74,74,74
Note-Duration,2,2,161
Position,38,38,231
Note-Velocity,13,13,141
Note-On,70,70,70
Note-Duration,2,2,161
Position,40,40,233
Note-Velocity,8,8,136
Note-On,67,67,67
Note-Duration,2,2,161
Position,43,43,236
Note-Velocity,21,21,149
Note-On,72,72,72
Note-Duration,17,17,176
Position,48,48,241
Tempo-Class,0,0,257
Tempo,72.50,9,271
Position,61,61,254
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,15,15,143
Note-On,70,70,70
Note-Duration,2,2,161
Position,62,62,255
Note-Velocity,19,19,147
Note-On,69,69,69
Note-Duration,2,2,161
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,70.00,8,270
Chord-Tone,Eb,3,325
Chord-Type,-7,None,357
Chord-Slash,Eb,3,337
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,2,2,161
Position,4,4,197
Note-Velocity,16,16,144
Note-On,67,67,67
Note-Duration,2,2,161
Position,6,6,199
Note-Velocity,14,14,142
Note-On,66,66,66
Note-Duration,2,2,161
Position,8,8,201
Note-Velocity,18,18,146
Note-On,68,68,68
Note-Duration,2,2,161
Position,10,10,203
Note-Velocity,21,21,149
Note-On,66,66,66
Note-Duration,2,2,161
Position,12,12,205
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,0,0,257
Tempo,70.00,8,270
Position,17,17,210
Note-Velocity,19,19,147
Note-On,63,63,63
Note-Duration,10,10,169
Position,28,28,221
Note-Velocity,17,17,145
Note-On,61,61,61
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,0,0,257
Tempo,75.00,10,272
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Position,33,33,226
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,2,2,161
Position,36,36,229
Note-Velocity,18,18,146
Note-On,63,63,63
Note-Duration,2,2,161
Position,38,38,231
Note-Velocity,15,15,143
Note-On,66,66,66
Note-Duration,3,3,162
Position,41,41,234
Note-Velocity,26,26,154
Note-On,69,69,69
Note-Duration,4,4,163
Position,45,45,238
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,0,0,257
Tempo,67.50,7,269
Note-Velocity,19,19,147
Note-On,69,69,69
Note-Duration,2,2,161
Position,50,50,243
Note-Velocity,18,18,146
Note-On,68,68,68
Note-Duration,3,3,162
Position,53,53,246
Note-Velocity,18,18,146
Note-On,66,66,66
Note-Duration,2,2,161
Position,62,62,255
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,20,20,148
Note-On,61,61,61
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,72.50,9,271
Chord-Tone,Db,1,323
Chord-Type,j7,None,381
Chord-Slash,Db,1,335
Position,1,1,194
Note-Velocity,17,17,145
Note-On,64,64,64
Note-Duration,2,2,161
Position,4,4,197
Note-Velocity,14,14,142
Note-On,65,65,65
Note-Duration,4,4,163
Position,8,8,201
Note-Velocity,23,23,151
Note-On,68,68,68
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,0,0,257
Tempo,72.50,9,271
Note-Velocity,18,18,146
Note-On,68,68,68
Note-Duration,32,32,191
Position,32,32,225
Tempo-Class,0,0,257
Tempo,75.00,10,272
Position,48,48,241
Tempo-Class,0,0,257
Tempo,70.00,8,270
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,72.50,9,271
Chord-Tone,G,7,329
Chord-Type,m7b5,None,386
Chord-Slash,G,7,341
Position,13,13,206
Note-Velocity,16,16,144
Note-On,77,77,77
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,0,0,257
Tempo,70.00,8,270
Position,18,18,211
Note-Velocity,18,18,146
Note-On,79,79,79
Note-Duration,2,2,161
Position,20,20,213
Note-Velocity,24,24,152
Note-On,80,80,80
Note-Duration,2,2,161
Position,22,22,215
Note-Velocity,23,23,151
Note-On,79,79,79
Note-Duration,2,2,161
Position,25,25,218
Note-Velocity,18,18,146
Note-On,77,77,77
Note-Duration,5,5,164
Position,29,29,222
Note-Velocity,25,25,153
Note-On,75,75,75
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,0,0,257
Tempo,70.00,8,270
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,36,36,229
Note-Velocity,19,19,147
Note-On,73,73,73
Note-Duration,4,4,163
Position,40,40,233
Note-Velocity,19,19,147
Note-On,70,70,70
Note-Duration,3,3,162
Position,43,43,236
Note-Velocity,8,8,136
Note-On,67,67,67
Note-Duration,3,3,162
Position,46,46,239
Note-Velocity,19,19,147
Note-On,72,72,72
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,0,0,257
Tempo,72.50,9,271
Position,52,52,245
Note-Velocity,18,18,146
Note-On,70,70,70
Note-Duration,3,3,162
Position,55,55,248
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,4,4,163
Position,59,59,252
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,75.00,10,272
Chord-Tone,F,5,327
Chord-Type,-7,None,357
Chord-Slash,F,5,339
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,6,6,165
Position,5,5,198
Note-Velocity,11,11,139
Note-On,65,65,65
Note-Duration,3,3,162
Position,8,8,201
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,5,5,164
Position,13,13,206
Note-Velocity,20,20,148
Note-On,68,68,68
Note-Duration,17,17,176
Position,16,16,209
Tempo-Class,0,0,257
Tempo,72.50,9,271
Position,29,29,222
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,15,15,143
Note-On,60,60,60
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,0,0,257
Tempo,75.00,10,272
Chord-Tone,D,2,324
Chord-Type,m7b5,None,386
Chord-Slash,D,2,336
Position,34,34,227
Note-Velocity,16,16,144
Note-On,65,65,65
Note-Duration,1,1,160
Position,35,35,228
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,1,1,160
Position,36,36,229
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,1,1,160
Position,37,37,230
Note-Velocity,18,18,146
Note-On,70,70,70
Note-Duration,2,2,161
Position,39,39,232
Note-Velocity,13,13,141
Note-On,72,72,72
Note-Duration,2,2,161
Position,41,41,234
Note-Velocity,24,24,152
Note-On,77,77,77
Note-Duration,2,2,161
Position,43,43,236
Note-Velocity,19,19,147
Note-On,72,72,72
Note-Duration,1,1,160
Position,45,45,238
Note-Velocity,19,19,147
Note-On,70,70,70
Note-Duration,1,1,160
Position,48,48,241
Tempo-Class,0,0,257
Tempo,75.00,10,272
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,1,1,160
Position,49,49,242
Note-Velocity,16,16,144
Note-On,72,72,72
Note-Duration,2,2,161
Position,52,52,245
Note-Velocity,18,18,146
Note-On,68,68,68
Note-Duration,2,2,161
Position,53,53,246
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,2,2,161
Position,56,56,249
Note-Velocity,13,13,141
Note-On,65,65,65
Note-Duration,2,2,161
Position,57,57,250
Note-Velocity,15,15,143
Note-On,67,67,67
Note-Duration,1,1,160
Position,59,59,252
Note-Velocity,18,18,146
Note-On,68,68,68
Note-Duration,2,2,161
Bar,0,0,192
Position,0,0,193
