EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,16,16,209
Tempo-Class,3,3,260
Tempo,180.00,48,310
Position,32,32,225
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,48,48,241
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,63,63,256
Phrase,0,0,393
MLU-Type,theme,0,401
Note-Velocity,18,18,146
Note-On,67,67,67
Note-Duration,9,9,168
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,170.00,45,307
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,8,8,201
Note-Velocity,19,19,147
Note-On,70,70,70
Note-Duration,9,9,168
Position,16,16,209
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,17,17,210
Note-Velocity,16,16,144
Note-On,69,69,69
Note-Duration,9,9,168
Position,26,26,219
Note-Velocity,15,15,143
Note-On,73,73,73
Note-Duration,5,5,164
Position,31,31,224
Note-Velocity,27,27,155
Note-On,78,78,78
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,42,42,235
Note-Velocity,25,25,153
Note-On,76,76,76
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,49,49,242
Note-Velocity,20,20,148
Note-On,75,75,75
Note-Duration,8,8,167
Position,57,57,250
Note-Velocity,21,21,149
Note-On,73,73,73
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,170.00,45,307
Chord-Tone,F,5,327
Chord-Type,6,None,365
Chord-Slash,F,5,339
Note-Velocity,19,19,147
Note-On,72,72,72
Note-Duration,7,7,166
Position,8,8,201
Note-Velocity,19,19,147
Note-On,70,70,70
Note-Duration,7,7,166
Position,15,15,208
Note-Velocity,17,17,145
Note-On,69,69,69
Note-Duration,10,10,169
Position,16,16,209
Tempo-Class,3,3,260
Tempo,180.00,48,310
Position,28,28,221
Note-Velocity,16,16,144
Note-On,70,70,70
Note-Duration,4,4,163
Position,31,31,224
Note-Velocity,20,20,148
Note-On,72,72,72
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,41,41,234
Note-Velocity,20,20,148
Note-On,70,70,70
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,3,3,260
Tempo,166.67,44,306
Note-Velocity,18,18,146
Note-On,69,69,69
Note-Duration,7,7,166
Position,56,56,249
Note-Velocity,18,18,146
Note-On,65,65,65
Note-Duration,13,13,172
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,A,9,331
Chord-Type,-,None,354
Chord-Slash,A,9,343
Position,7,7,200
Note-Velocity,20,20,148
Note-On,65,65,65
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,3,3,260
Tempo,176.67,47,309
Note-Velocity,21,21,149
Note-On,70,70,70
Note-Duration,10,10,169
Position,26,26,219
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Ab,8,330
Chord-Type,j7,None,381
Chord-Slash,Ab,8,342
Note-Velocity,23,23,151
Note-On,68,68,68
