EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,107.50,23,285
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,16,16,209
Tempo-Class,1,1,258
Tempo,110.00,24,286
Position,26,26,219
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,20,20,148
Note-On,55,55,55
Note-Duration,11,11,170
Position,32,32,225
Tempo-Class,1,1,258
Tempo,107.50,23,285
Position,38,38,231
Note-Velocity,20,20,148
Note-On,55,55,55
Note-Duration,3,3,162
Position,41,41,234
Note-Velocity,20,20,148
Note-On,53,53,53
Note-Duration,3,3,162
Position,47,47,240
Note-Velocity,20,20,148
Note-On,57,57,57
Note-Duration,1,1,160
Position,48,48,241
Tempo-Class,1,1,258
Tempo,110.00,24,286
Note-Velocity,20,20,148
Note-On,58,58,58
Note-Duration,4,4,163
Position,54,54,247
Note-Velocity,20,20,148
Note-On,53,53,53
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,105.00,22,284
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,9,9,202
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Note-Velocity,20,20,148
Note-On,55,55,55
Note-Duration,4,4,163
Position,13,13,206
Note-Velocity,20,20,148
Note-On,53,53,53
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,2,2,259
Tempo,112.50,25,287
Position,22,22,215
Note-Velocity,20,20,148
Note-On,50,50,50
Note-Duration,4,4,163
Position,26,26,219
Note-Velocity,20,20,148
Note-On,53,53,53
Note-Duration,3,3,162
Position,29,29,222
Note-Velocity,20,20,148
Note-On,55,55,55
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,2,2,259
Tempo,115.00,26,288
Position,38,38,231
Note-Velocity,20,20,148
Note-On,53,53,53
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,2,2,259
Tempo,110.00,24,286
Note-Velocity,21,21,149
Note-On,58,58,58
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,115.00,26,288
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,12,12,205
Note-Velocity,20,20,148
Note-On,55,55,55
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,1,1,258
Tempo,110.00,24,286
Note-Velocity,21,21,149
Note-On,53,53,53
Note-Duration,4,4,163
Position,22,22,215
Note-Velocity,20,20,148
Note-On,50,50,50
Note-Duration,5,5,164
Position,31,31,224
Note-Velocity,20,20,148
Note-On,55,55,55
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,1,1,258
Tempo,107.50,23,285
Position,40,40,233
Note-Velocity,20,20,148
Note-On,53,53,53
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,2,2,259
Tempo,112.50,25,287
Position,49,49,242
Note-Velocity,20,20,148
Note-On,57,57,57
Note-Duration,2,2,161
Position,51,51,244
Note-Velocity,20,20,148
Note-On,58,58,58
Note-Duration,4,4,163
Position,57,57,250
Note-Velocity,2,2,130
Note-On,53,53,53
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,107.50,23,285
Chord-Tone,G,7,329
