EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,146.67,38,300
Chord-Tone,D,2,324
Chord-Type,-7,None,357
Chord-Slash,D,2,336
Position,16,16,209
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,32,32,225
Tempo-Class,3,3,260
Tempo,140.00,36,298
Position,48,48,241
Tempo-Class,3,3,260
Tempo,140.00,36,298
Position,50,50,243
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,4,4,163
Position,55,55,248
Note-Velocity,21,21,149
Note-On,67,67,67
Note-Duration,9,9,168
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,137.50,35,297
Chord-Tone,D,2,324
Chord-Type,-7,None,357
Chord-Slash,D,2,336
Position,3,3,196
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,17,17,176
Position,16,16,209
Tempo-Class,3,3,260
Tempo,140.00,36,298
Position,21,21,214
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,20,20,148
Note-On,59,59,59
Note-Duration,3,3,162
Position,25,25,218
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,4,4,163
Position,29,29,222
Note-Velocity,20,20,148
Note-On,62,62,62
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,34,34,227
Note-Velocity,16,16,144
Note-On,59,59,59
Note-Duration,3,3,162
Position,37,37,230
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,3,3,162
Position,41,41,234
Note-Velocity,19,19,147
Note-On,62,62,62
Note-Duration,3,3,162
Position,44,44,237
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,2,2,161
Position,46,46,239
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,50,50,243
Note-Velocity,22,22,150
Note-On,67,67,67
Note-Duration,3,3,162
Position,54,54,247
Note-Velocity,22,22,150
Note-On,69,69,69
Note-Duration,4,4,163
Position,59,59,252
Note-Velocity,18,18,146
Note-On,71,71,71
Note-Duration,2,2,161
Position,60,60,253
Note-Velocity,20,20,148
Note-On,72,72,72
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,137.50,35,297
Chord-Tone,D,2,324
Chord-Type,-7,None,357
Chord-Slash,D,2,336
Position,1,1,194
MLU-Type,melody,0,399
Note-Velocity,23,23,151
Note-On,74,74,74
Note-Duration,26,26,185
Position,16,16,209
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,28,28,221
Note-Velocity,22,22,150
Note-On,72,72,72
Note-Duration,12,12,171
Position,32,32,225
Tempo-Class,3,3,260
Tempo,140.00,36,298
Position,40,40,233
Note-Velocity,19,19,147
Note-On,71,71,71
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,3,3,260
Tempo,143.33,37,299
Note-Velocity,23,23,151
Note-On,69,69,69
Note-Duration,11,11,170
Position,60,60,253
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,18,18,177
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,137.50,35,297
Chord-Tone,D,2,324
Chord-Type,-7,None,357
Chord-Slash,D,2,336
Position,14,14,207
MLU-Type,lick,0,397
