EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,48,48,241
Tempo-Class,4,4,261
Tempo,285.00,57,319
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,22,22,215
Phrase,0,0,393
MLU-Type,rhythm,0,400
MLU-Subtype,mr,0,414
Note-Velocity,18,18,146
Note-On,75,75,75
Note-Duration,11,11,170
Position,32,32,225
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,40,40,233
Note-Velocity,17,17,145
Note-On,80,80,80
Note-Duration,10,10,169
Position,48,48,241
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,55,55,248
Note-Velocity,19,19,147
Note-On,76,76,76
Note-Duration,8,8,167
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,Db,1,323
Chord-Type,79,None,369
Chord-Slash,Db,1,335
Note-Velocity,21,21,149
Note-On,77,77,77
Note-Duration,9,9,168
Position,8,8,201
Note-Velocity,21,21,149
Note-On,80,80,80
Note-Duration,6,6,165
Position,14,14,207
Note-Velocity,18,18,146
Note-On,77,77,77
Note-Duration,8,8,167
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,30,30,223
Note-Velocity,19,19,147
Note-On,80,80,80
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,49,49,242
Note-Velocity,20,20,148
Note-On,77,77,77
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,Db,1,323
Chord-Type,79,None,369
Chord-Slash,Db,1,335
Note-Velocity,24,24,152
Note-On,80,80,80
Note-Duration,8,8,167
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Note-Velocity,19,19,147
Note-On,77,77,77
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,33,33,226
Note-Velocity,21,21,149
Note-On,80,80,80
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,49,49,242
Note-Velocity,21,21,149
Note-On,77,77,77
Note-Duration,8,8,167
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,Db,1,323
Chord-Type,79,None,369
Chord-Slash,Db,1,335
Position,1,1,194
Note-Velocity,23,23,151
Note-On,80,80,80
Note-Duration,8,8,167
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,18,18,211
Note-Velocity,25,25,153
Note-On,77,77,77
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Note-Velocity,24,24,152
Note-On,80,80,80
Note-Duration,8,8,167
Position,47,47,240
Note-Velocity,24,24,152
Note-On,77,77,77
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,58,58,251
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,25,25,153
Note-On,80,80,80
Note-Duration,8,8,167
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,Db,1,323
Chord-Type,79,None,369
Chord-Slash,Db,1,335
Position,6,6,199
Note-Velocity,23,23,151
Note-On,77,77,77
Note-Duration,7,7,166
Position,15,15,208
Note-Velocity,21,21,149
Note-On,73,73,73
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,24,24,217
Note-Velocity,24,24,152
Note-On,70,70,70
Note-Duration,17,17,176
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,45,45,238
Note-Velocity,22,22,150
Note-On,71,71,71
Note-Duration,22,22,181
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,Bb,10,332
Chord-Type,79,None,369
Chord-Slash,Bb,10,344
Position,6,6,199
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,13,13,172
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,22,22,215
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,32,32,191
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,57,57,250
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,21,21,180
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,Bb,10,332
Chord-Type,79,None,369
Chord-Slash,Bb,10,344
Position,15,15,208
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,9,9,168
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,25,25,218
Note-Velocity,21,21,149
Note-On,64,64,64
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,35,35,228
Note-Velocity,20,20,148
Note-On,63,63,63
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Note-Velocity,23,23,151
Note-On,62,62,62
Note-Duration,7,7,166
Position,56,56,249
Note-Velocity,19,19,147
Note-On,63,63,63
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,Bb,10,332
Chord-Type,79,None,369
Chord-Slash,Bb,10,344
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,18,18,177
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,23,23,216
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,23,23,182
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,45,45,238
Note-Velocity,20,20,148
Note-On,65,65,65
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,56,56,249
Note-Velocity,21,21,149
Note-On,64,64,64
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,Bb,10,332
Chord-Type,79,None,369
Chord-Slash,Bb,10,344
Note-Velocity,20,20,148
Note-On,63,63,63
Note-Duration,7,7,166
Position,10,10,203
Note-Velocity,19,19,147
Note-On,62,62,62
Note-Duration,9,9,168
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,26,26,219
Note-Velocity,14,14,142
Note-On,65,65,65
Note-Duration,29,29,188
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,23,23,216
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,23,23,151
Note-On,63,63,63
Note-Duration,7,7,166
Position,31,31,224
Note-Velocity,20,20,148
Note-On,60,60,60
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,36,36,229
Note-Velocity,18,18,146
Note-On,63,63,63
Note-Duration,8,8,167
Position,46,46,239
Note-Velocity,24,24,152
Note-On,68,68,68
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,54,54,247
Note-Velocity,22,22,150
Note-On,72,72,72
Note-Duration,7,7,166
Position,61,61,254
Note-Velocity,24,24,152
Note-On,71,71,71
Note-Duration,11,11,170
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,23,23,216
Note-Velocity,24,24,152
Note-On,71,71,71
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Note-Velocity,21,21,149
Note-On,72,72,72
Note-Duration,32,32,191
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,2,2,195
Note-Velocity,20,20,148
Note-On,70,70,70
Note-Duration,11,11,170
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,17,17,210
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,10,10,169
Position,27,27,220
Note-Velocity,22,22,150
Note-On,67,67,67
Note-Duration,7,7,166
