EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,Eb,3,325
Chord-Type,j7,None,381
Chord-Slash,Eb,3,337
Position,2,2,195
Phrase,0,0,393
MLU-Type,melody,0,399
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,6,6,165
Position,10,10,203
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,17,17,210
Note-Velocity,20,20,148
Note-On,76,76,76
Note-Duration,9,9,168
Position,26,26,219
Note-Velocity,24,24,152
Note-On,75,75,75
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,3,3,260
Tempo,176.67,47,309
Note-Velocity,26,26,154
Note-On,76,76,76
Note-Duration,9,9,168
Position,42,42,235
Note-Velocity,26,26,154
Note-On,77,77,77
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Note-Velocity,25,25,153
Note-On,78,78,78
Note-Duration,9,9,168
Position,62,62,255
Note-Velocity,24,24,152
Note-On,77,77,77
Note-Duration,12,12,171
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,Eb,3,325
Chord-Type,j7,None,381
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,21,21,214
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,17,17,145
Note-On,72,72,72
Note-Duration,5,5,164
Position,28,28,221
Note-Velocity,24,24,152
Note-On,77,77,77
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,36,36,229
Note-Velocity,22,22,150
Note-On,75,75,75
Note-Duration,10,10,169
Position,48,48,241
Tempo-Class,3,3,260
Tempo,170.00,45,307
Note-Velocity,24,24,152
Note-On,73,73,73
Note-Duration,10,10,169
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,A,9,331
Chord-Type,m7b5,None,386
Chord-Slash,A,9,343
Note-Velocity,18,18,146
Note-On,72,72,72
Note-Duration,8,8,167
Position,10,10,203
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,5,5,164
Position,15,15,208
Note-Velocity,20,20,148
Note-On,68,68,68
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,19,19,212
Note-Velocity,19,19,147
Note-On,70,70,70
Note-Duration,2,2,161
Position,22,22,215
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,3,3,162
Position,26,26,219
Note-Velocity,22,22,150
Note-On,67,67,67
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,35,35,228
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,6,6,165
Position,42,42,235
Note-Velocity,17,17,145
Note-On,63,63,63
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,4,4,261
Tempo,180.00,48,310
Note-Velocity,17,17,145
Note-On,64,64,64
Note-Duration,4,4,163
Position,53,53,246
Note-Velocity,16,16,144
Note-On,67,67,67
Note-Duration,3,3,162
Position,57,57,250
Note-Velocity,21,21,149
Note-On,70,70,70
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,1,1,194
Note-Velocity,24,24,152
Note-On,73,73,73
Note-Duration,10,10,169
Position,11,11,204
Note-Velocity,22,22,150
Note-On,72,72,72
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,17,17,210
Note-Velocity,17,17,145
Note-On,68,68,68
Note-Duration,2,2,161
Position,20,20,213
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,6,6,165
Position,25,25,218
Note-Velocity,19,19,147
Note-On,66,66,66
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,34,34,227
Note-Velocity,21,21,149
Note-On,70,70,70
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,50,50,243
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,7,7,166
Position,57,57,250
Note-Velocity,24,24,152
Note-On,70,70,70
Note-Duration,3,3,162
Position,62,62,255
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Eb,3,325
Chord-Type,j7,None,381
Chord-Slash,Eb,3,337
Position,3,3,196
Note-Velocity,18,18,146
Note-On,70,70,70
Note-Duration,2,2,161
Position,7,7,200
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,7,7,166
Position,23,23,216
Note-Velocity,18,18,146
Note-On,66,66,66
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Note-Velocity,17,17,145
Note-On,68,68,68
Note-Duration,15,15,174
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,Eb,3,325
Chord-Type,j7,None,381
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,48,48,241
Tempo-Class,4,4,261
Tempo,203.33,50,312
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,G,7,329
Chord-Type,m7b5,None,386
Chord-Slash,G,7,341
Position,6,6,199
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,bebop,0,403
Note-Velocity,25,25,153
Note-On,77,77,77
Note-Duration,2,2,161
Position,8,8,201
Note-Velocity,26,26,154
Note-On,76,76,76
Note-Duration,2,2,161
Position,13,13,206
Note-Velocity,26,26,154
Note-On,80,80,80
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,17,17,210
Note-Velocity,25,25,153
Note-On,84,84,84
Note-Duration,4,4,163
Position,22,22,215
Note-Velocity,22,22,150
Note-On,83,83,83
Note-Duration,2,2,161
Position,24,24,217
Note-Velocity,21,21,149
Note-On,82,82,82
Note-Duration,3,3,162
Position,28,28,221
Note-Velocity,25,25,153
Note-On,81,81,81
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,33,33,226
Note-Velocity,25,25,153
Note-On,80,80,80
Note-Duration,4,4,163
Position,38,38,231
Note-Velocity,24,24,152
Note-On,77,77,77
Note-Duration,4,4,163
Position,42,42,235
Note-Velocity,25,25,153
Note-On,78,78,78
Note-Duration,3,3,162
Position,47,47,240
Note-Velocity,22,22,150
Note-On,79,79,79
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,51,51,244
Note-Velocity,20,20,148
Note-On,78,78,78
Note-Duration,2,2,161
Position,53,53,246
Note-Velocity,21,21,149
Note-On,77,77,77
Note-Duration,3,3,162
Position,57,57,250
Note-Velocity,21,21,149
Note-On,75,75,75
Note-Duration,3,3,162
Position,61,61,254
Note-Velocity,20,20,148
Note-On,73,73,73
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,1,1,194
Note-Velocity,24,24,152
Note-On,77,77,77
Note-Duration,3,3,162
Position,6,6,199
Note-Velocity,21,21,149
Note-On,73,73,73
Note-Duration,3,3,162
Position,9,9,202
Note-Velocity,21,21,149
Note-On,74,74,74
Note-Duration,2,2,161
Position,12,12,205
Note-Velocity,24,24,152
Note-On,77,77,77
Note-Duration,3,3,162
Position,15,15,208
Note-Velocity,21,21,149
Note-On,76,76,76
Note-Duration,2,2,161
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,17,17,210
Note-Velocity,22,22,150
Note-On,74,74,74
Note-Duration,3,3,162
Position,21,21,214
Note-Velocity,19,19,147
Note-On,73,73,73
Note-Duration,4,4,163
Position,25,25,218
Note-Velocity,20,20,148
Note-On,72,72,72
Note-Duration,3,3,162
Position,29,29,222
Note-Velocity,20,20,148
Note-On,70,70,70
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,4,4,261
Tempo,180.00,48,310
Note-Velocity,18,18,146
Note-On,68,68,68
Note-Duration,4,4,163
Position,39,39,232
