EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,8,8,201
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,4,4,163
Position,14,14,207
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,31,31,224
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,21,21,180
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,55,55,248
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,21,21,180
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,13,13,206
Note-Velocity,20,20,148
Note-On,62,62,62
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,22,22,215
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,5,5,164
Position,28,28,221
Note-Velocity,25,25,153
Note-On,67,67,67
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,39,39,232
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,49,49,242
Note-Velocity,16,16,144
Note-On,62,62,62
Note-Duration,7,7,166
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,F,5,327
Chord-Type,j7,None,381
Chord-Slash,F,5,339
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,28,28,187
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Note-Velocity,20,20,148
Note-On,65,65,65
Note-Duration,28,28,187
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,F,5,327
Chord-Type,j7,None,381
Chord-Slash,F,5,339
Position,8,8,201
Note-Velocity,25,25,153
Note-On,68,68,68
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Note-Velocity,24,24,152
Note-On,69,69,69
Note-Duration,14,14,173
Position,31,31,224
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,45,45,238
Note-Velocity,19,19,147
Note-On,62,62,62
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,F,5,327
Chord-Type,j7,None,381
Chord-Slash,F,5,339
Position,2,2,195
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,14,14,173
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,26,26,219
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,26,26,185
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,F,5,327
Chord-Type,j7,None,381
Chord-Slash,A,9,343
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,30,30,223
Note-Velocity,21,21,149
Note-On,62,62,62
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,Ab,8,330
Chord-Type,o7,None,388
Chord-Slash,Ab,8,342
Position,45,45,238
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,54,54,247
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,5,5,164
Position,62,62,255
Note-Velocity,19,19,147
Note-On,58,58,58
Note-Duration,20,20,179
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,25,25,218
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Note-Velocity,20,20,148
Note-On,61,61,61
Note-Duration,12,12,171
Position,44,44,237
Note-Velocity,22,22,150
Note-On,62,62,62
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Note-Velocity,24,24,152
Note-On,69,69,69
Note-Duration,19,19,178
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,24,24,217
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,30,30,189
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,F,5,327
Chord-Type,6,None,365
Chord-Slash,F,5,339
Position,11,11,204
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,i,0,409
Note-Velocity,23,23,151
Note-On,67,67,67
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,18,18,211
Note-Velocity,21,21,149
Note-On,64,64,64
Note-Duration,9,9,168
Position,28,28,221
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,45,45,238
Note-Velocity,22,22,150
Note-On,62,62,62
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,50,50,243
Note-Velocity,21,21,149
Note-On,64,64,64
Note-Duration,9,9,168
Position,61,61,254
Note-Velocity,20,20,148
Note-On,60,60,60
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,10,10,203
Note-Velocity,21,21,149
Note-On,62,62,62
Note-Duration,8,8,167
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,24,24,217
Note-Velocity,18,18,146
Note-On,58,58,58
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,33,33,226
Note-Velocity,20,20,148
Note-On,60,60,60
Note-Duration,9,9,168
Position,47,47,240
Note-Velocity,19,19,147
Note-On,56,56,56
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,54,54,247
Note-Velocity,20,20,148
Note-On,58,58,58
Note-Duration,7,7,166
Rep-End,1,1,445
Part-End,A,A,434
Part-Start,A,A,429
Rep-Start,2,2,440
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,F,5,327
Chord-Type,j7,None,381
Chord-Slash,F,5,339
Position,7,7,200
Note-Velocity,21,21,149
Note-On,56,56,56
Note-Duration,4,4,163
Position,14,14,207
Note-Velocity,19,19,147
Note-On,57,57,57
Note-Duration,12,12,171
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,31,31,224
Note-Velocity,16,16,144
Note-On,53,53,53
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,37,37,230
Note-Velocity,19,19,147
Note-On,55,55,55
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,56,56,249
Note-Velocity,17,17,145
Note-On,52,52,52
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,F,5,327
Chord-Type,j7,None,381
Chord-Slash,F,5,339
Note-Velocity,18,18,146
Note-On,53,53,53
Note-Duration,12,12,171
Position,11,11,204
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,19,19,147
Note-On,55,55,55
Note-Duration,8,8,167
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,21,21,214
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,35,35,228
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,4,4,163
Position,42,42,235
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,12,12,171
Position,48,48,241
Tempo-Class,4,4,261
