EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,48,48,241
Tempo-Class,4,4,261
Tempo,238.33,53,315
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,48,48,241
Tempo-Class,4,4,261
Tempo,238.33,53,315
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,16,16,209
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,32,32,225
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Position,1,1,194
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,i,0,409
Note-Velocity,25,25,153
Note-On,77,77,77
Note-Duration,9,9,168
Position,11,11,204
Note-Velocity,19,19,147
Note-On,74,74,74
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,18,18,211
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,5,5,164
Position,25,25,218
Note-Velocity,16,16,144
Note-On,74,74,74
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,33,33,226
Note-Velocity,24,24,152
Note-On,79,79,79
Note-Duration,10,10,169
Position,45,45,238
Note-Velocity,22,22,150
Note-On,74,74,74
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,50,50,243
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,7,7,166
Position,58,58,251
Note-Velocity,18,18,146
Note-On,74,74,74
Note-Duration,2,2,161
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Note-Velocity,23,23,151
Note-On,80,80,80
Note-Duration,13,13,172
Position,14,14,207
Note-Velocity,18,18,146
Note-On,74,74,74
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,20,20,213
Note-Velocity,18,18,146
Note-On,68,68,68
Note-Duration,6,6,165
Position,26,26,219
Note-Velocity,21,21,149
Note-On,74,74,74
Note-Duration,4,4,163
Position,31,31,224
Note-Velocity,20,20,148
Note-On,82,82,82
Note-Duration,13,13,172
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,45,45,238
Note-Velocity,16,16,144
Note-On,74,74,74
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,50,50,243
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,6,6,165
Position,57,57,250
Note-Velocity,21,21,149
Note-On,74,74,74
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,226.67,52,314
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Note-Velocity,22,22,150
Note-On,80,80,80
Note-Duration,11,11,170
Position,12,12,205
Note-Velocity,20,20,148
Note-On,74,74,74
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,4,4,261
Tempo,226.67,52,314
Position,19,19,212
Note-Velocity,17,17,145
Note-On,68,68,68
Note-Duration,6,6,165
Position,26,26,219
Note-Velocity,24,24,152
Note-On,74,74,74
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,33,33,226
Note-Velocity,22,22,150
Note-On,79,79,79
Note-Duration,15,15,174
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,55,55,248
Note-Velocity,23,23,151
Note-On,77,77,77
Note-Duration,17,17,176
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Position,14,14,207
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,19,19,147
Note-On,87,87,87
Note-Duration,12,12,171
Position,16,16,209
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,29,29,222
Note-Velocity,19,19,147
Note-On,81,81,81
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,36,36,229
Note-Velocity,17,17,145
Note-On,80,80,80
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Note-Velocity,24,24,152
Note-On,82,82,82
Note-Duration,10,10,169
Position,60,60,253
Note-Velocity,15,15,143
Note-On,79,79,79
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,Eb,3,325
Chord-Type,6,None,365
Chord-Slash,Eb,3,337
Position,4,4,197
Note-Velocity,17,17,145
Note-On,75,75,75
Note-Duration,9,9,168
Position,16,16,209
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,19,19,212
Note-Velocity,18,18,146
Note-On,70,70,70
Note-Duration,11,11,170
Position,32,32,225
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,33,33,226
Note-Velocity,21,21,149
Note-On,70,70,70
Note-Duration,14,14,173
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,226.67,52,314
Chord-Tone,Eb,3,325
Chord-Type,6,None,365
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,4,4,261
Tempo,226.67,52,314
Position,18,18,211
Note-Velocity,18,18,146
Note-On,67,67,67
Note-Duration,6,6,165
Position,26,26,219
Note-Velocity,21,21,149
Note-On,70,70,70
Note-Duration,3,3,162
Position,30,30,223
Note-Velocity,23,23,151
Note-On,71,71,71
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,34,34,227
Note-Velocity,22,22,150
Note-On,82,82,82
Note-Duration,11,11,170
Position,48,48,241
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,51,51,244
Note-Velocity,26,26,154
Note-On,80,80,80
Note-Duration,12,12,171
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,Eb,3,325
Chord-Type,6,None,365
Chord-Slash,Eb,3,337
Position,3,3,196
Note-Velocity,20,20,148
Note-On,79,79,79
Note-Duration,13,13,172
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,17,17,210
Note-Velocity,18,18,146
Note-On,75,75,75
Note-Duration,4,4,163
Position,23,23,216
Note-Velocity,20,20,148
Note-On,70,70,70
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,4,4,261
Tempo,226.67,52,314
Position,37,37,230
Note-Velocity,17,17,145
Note-On,63,63,63
Note-Duration,15,15,174
Position,48,48,241
Tempo-Class,4,4,261
Tempo,226.67,52,314
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,Eb,3,325
Chord-Type,6,None,365
Chord-Slash,Eb,3,337
Position,10,10,203
Note-Velocity,10,10,138
Note-On,58,58,58
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,17,17,210
Note-Velocity,19,19,147
Note-On,61,61,61
Note-Duration,11,11,170
Position,30,30,223
Note-Velocity,23,23,151
Note-On,64,64,64
Note-Duration,12,12,171
Position,32,32,225
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,44,44,237
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,49,49,242
Note-Velocity,26,26,154
Note-On,73,73,73
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Position,2,2,195
Note-Velocity,22,22,150
Note-On,75,75,75
Note-Duration,8,8,167
Position,11,11,204
Note-Velocity,22,22,150
Note-On,74,74,74
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,19,19,212
Note-Velocity,21,21,149
Note-On,73,73,73
Note-Duration,6,6,165
Position,27,27,220
Note-Velocity,16,16,144
Note-On,74,74,74
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,34,34,227
Note-Velocity,21,21,149
Note-On,75,75,75
Note-Duration,10,10,169
Position,46,46,239
Note-Velocity,17,17,145
Note-On,74,74,74
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,54,54,247
Note-Velocity,17,17,145
Note-On,73,73,73
Note-Duration,6,6,165
Position,60,60,253
Note-Velocity,18,18,146
Note-On,74,74,74
Note-Duration,6,6,165
