EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,35,35,228
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,22,22,150
Note-On,72,72,72
Note-Duration,13,13,172
Position,48,48,241
Tempo-Class,3,3,260
Tempo,163.33,43,305
Note-Velocity,23,23,151
Note-On,74,74,74
Note-Duration,8,8,167
Position,56,56,249
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,170.00,45,307
Note-Velocity,24,24,152
Note-On,76,76,76
Note-Duration,7,7,166
Position,9,9,202
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,3,3,260
Tempo,166.67,44,306
Note-Velocity,23,23,151
Note-On,74,74,74
Note-Duration,7,7,166
Position,25,25,218
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,3,3,260
Tempo,166.67,44,306
Note-Velocity,23,23,151
Note-On,75,75,75
Note-Duration,8,8,167
Position,41,41,234
Note-Velocity,15,15,143
Note-On,72,72,72
Note-Duration,4,4,163
Position,46,46,239
Note-Velocity,23,23,151
Note-On,74,74,74
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,56,56,249
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,163.33,43,305
Note-Velocity,23,23,151
Note-On,70,70,70
Note-Duration,7,7,166
Position,7,7,200
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,5,5,164
Position,13,13,206
Note-Velocity,16,16,144
Note-On,62,62,62
Note-Duration,8,8,167
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,23,23,216
Note-Velocity,12,12,140
Note-On,64,64,64
Note-Duration,5,5,164
Position,30,30,223
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,40,40,233
Note-Velocity,22,22,150
Note-On,69,69,69
Note-Duration,4,4,163
Position,46,46,239
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,53,53,246
Note-Velocity,19,19,147
Note-On,69,69,69
Note-Duration,4,4,163
Position,58,58,251
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,1,1,194
Note-Velocity,22,22,150
Note-On,67,67,67
Note-Duration,8,8,167
Position,9,9,202
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,18,18,211
Note-Velocity,12,12,140
Note-On,62,62,62
Note-Duration,7,7,166
Position,27,27,220
Note-Velocity,8,8,136
Note-On,60,60,60
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,3,3,260
Tempo,156.67,41,303
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,12,12,171
Position,46,46,239
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,10,10,169
Position,48,48,241
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,58,58,251
Note-Velocity,22,22,150
Note-On,69,69,69
Note-Duration,9,9,168
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,8,8,201
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,8,8,167
Position,16,16,209
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,17,17,210
Note-Velocity,21,21,149
Note-On,69,69,69
Note-Duration,8,8,167
Position,26,26,219
Note-Velocity,12,12,140
Note-On,60,60,60
Note-Duration,18,18,177
Position,32,32,225
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,48,48,241
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,59,59,252
Phrase,0,0,393
MLU-Type,theme,0,401
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,5,5,164
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,156.67,41,303
Chord-Tone,F,5,327
Chord-Type,j7,None,381
Chord-Slash,F,5,339
Position,1,1,194
Note-Velocity,12,12,140
Note-On,60,60,60
Note-Duration,13,13,172
Position,16,16,209
Tempo-Class,3,3,260
Tempo,150.00,39,301
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,8,8,167
Position,31,31,224
Note-Velocity,20,20,148
Note-On,65,65,65
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,47,47,240
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,62,62,255
Note-Velocity,18,18,146
Note-On,69,69,69
Note-Duration,15,15,174
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,170.00,45,307
Chord-Tone,F,5,327
Chord-Type,j7,None,381
Chord-Slash,F,5,339
Position,14,14,207
Note-Velocity,21,21,149
Note-On,72,72,72
Note-Duration,9,9,168
Position,16,16,209
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,25,25,218
Note-Velocity,15,15,143
Note-On,67,67,67
Note-Duration,23,23,182
Position,32,32,225
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,48,48,241
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,49,49,242
Note-Velocity,15,15,143
Note-On,65,65,65
Note-Duration,7,7,166
Position,59,59,252
Note-Velocity,13,13,141
Note-On,67,67,67
Note-Duration,24,24,183
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,166.67,44,306
Chord-Tone,E,4,326
Chord-Type,m7b5,None,386
Chord-Slash,E,4,338
Position,16,16,209
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,32,32,225
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,48,48,241
Tempo-Class,3,3,260
Tempo,170.00,45,307
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,173.33,46,308
Chord-Tone,A,9,331
Chord-Type,7,None,368
Chord-Slash,A,9,343
Position,16,16,209
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,18,18,211
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,3,3,162
Position,23,23,216
Note-Velocity,18,18,146
Note-On,69,69,69
Note-Duration,3,3,162
Position,27,27,220
Note-Velocity,21,21,149
Note-On,72,72,72
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,3,3,260
Tempo,170.00,45,307
Note-Velocity,21,21,149
Note-On,69,69,69
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,59,59,252
Note-Velocity,21,21,149
Note-On,67,67,67
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,163.33,43,305
Chord-Tone,D,2,324
Chord-Type,-7,None,357
Chord-Slash,D,2,336
Position,1,1,194
Note-Velocity,12,12,140
Note-On,65,65,65
Note-Duration,11,11,170
Position,16,16,209
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,32,32,225
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,44,44,237
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,51,51,244
Note-Velocity,23,23,151
Note-On,69,69,69
Note-Duration,6,6,165
Position,59,59,252
Note-Velocity,25,25,153
Note-On,72,72,72
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,170.00,45,307
Chord-Tone,D,2,324
Chord-Type,-7,None,357
Chord-Slash,D,2,336
Position,4,4,197
Note-Velocity,26,26,154
Note-On,74,74,74
Note-Duration,9,9,168
Position,16,16,209
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,18,18,211
Note-Velocity,25,25,153
Note-On,77,77,77
Note-Duration,32,32,191
Position,32,32,225
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,48,48,241
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,51,51,244
Note-Velocity,15,15,143
Note-On,75,75,75
Note-Duration,4,4,163
Position,59,59,252
Note-Velocity,20,20,148
Note-On,79,79,79
Note-Duration,20,20,179
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,173.33,46,308
Chord-Tone,C,0,322
Chord-Type,-7,None,357
Chord-Slash,C,0,334
Position,16,16,209
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,19,19,212
Note-Velocity,25,25,153
Note-On,77,77,77
Note-Duration,8,8,167
Position,29,29,222
Note-Velocity,25,25,153
Note-On,75,75,75
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,45,45,238
