EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,Gb,6,328
Chord-Type,-7,None,357
Chord-Slash,Gb,6,340
Position,16,16,209
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,32,32,225
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,48,48,241
Tempo-Class,3,3,260
Tempo,146.67,38,300
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,140.00,36,298
Chord-Tone,Ab,8,330
Chord-Type,m7b5,None,386
Chord-Slash,Ab,8,342
Position,14,14,207
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,25,25,153
Note-On,61,61,61
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,27,27,220
Note-Velocity,27,27,155
Note-On,64,64,64
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,3,3,260
Tempo,146.67,38,300
Chord-Tone,Db,1,323
Chord-Type,7,None,368
Chord-Slash,Db,1,335
Position,35,35,228
Note-Velocity,26,26,154
Note-On,63,63,63
Note-Duration,11,11,170
Position,48,48,241
Tempo-Class,3,3,260
Tempo,143.33,37,299
Note-Velocity,26,26,154
Note-On,68,68,68
Note-Duration,10,10,169
Position,61,61,254
Note-Velocity,23,23,151
Note-On,68,68,68
Note-Duration,9,9,168
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,150.00,39,301
Chord-Tone,Gb,6,328
Chord-Type,-7,None,357
Chord-Slash,Gb,6,340
Position,9,9,202
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,32,32,225
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,48,48,241
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,51,51,244
Note-Velocity,19,19,147
Note-On,66,66,66
Note-Duration,9,9,168
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,150.00,39,301
Chord-Tone,Gb,6,328
Chord-Type,-7,None,357
Chord-Slash,Gb,6,340
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,31,31,190
Position,16,16,209
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,32,32,225
Tempo-Class,2,2,259
Tempo,140.00,36,298
Position,48,48,241
Tempo-Class,3,3,260
Tempo,146.67,38,300
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,G,7,329
Chord-Type,7,None,368
Chord-Slash,G,7,341
Position,9,9,202
Note-Velocity,23,23,151
Note-On,69,69,69
Note-Duration,2,2,161
Position,12,12,205
Note-Velocity,24,24,152
Note-On,71,71,71
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,3,3,260
Tempo,143.33,37,299
Note-Velocity,24,24,152
Note-On,73,73,73
Note-Duration,29,29,188
Position,32,32,225
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,47,47,240
Note-Velocity,25,25,153
Note-On,74,74,74
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,49,49,242
Note-Velocity,22,22,150
Note-On,76,76,76
Note-Duration,2,2,161
Position,51,51,244
Note-Velocity,25,25,153
Note-On,77,77,77
Note-Duration,4,4,163
