EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,48,48,241
Tempo-Class,4,4,261
Tempo,285.00,57,319
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,G,7,329
Chord-Type,-7911,None,359
Chord-Slash,G,7,341
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,48,48,241
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,57,57,250
Phrase,0,0,393
MLU-Type,melody,0,399
Note-Velocity,22,22,150
Note-On,74,74,74
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,296.67,58,320
Chord-Tone,G,7,329
Chord-Type,-7911,None,359
Chord-Slash,G,7,341
Position,2,2,195
Note-Velocity,22,22,150
Note-On,72,72,72
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,48,48,241
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,53,53,246
Note-Velocity,21,21,149
Note-On,67,67,67
Note-Duration,11,11,170
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Chord-Tone,G,7,329
Chord-Type,-7911,None,359
Chord-Slash,G,7,341
Note-Velocity,20,20,148
Note-On,69,69,69
Note-Duration,27,27,186
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,30,30,223
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,39,39,232
Note-Velocity,21,21,149
Note-On,69,69,69
Note-Duration,7,7,166
Position,47,47,240
Note-Velocity,18,18,146
Note-On,67,67,67
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,57,57,250
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Chord-Tone,G,7,329
Chord-Type,-7911,None,359
Chord-Slash,G,7,341
Note-Velocity,20,20,148
Note-On,64,64,64
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,44,44,237
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,13,13,172
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,60,60,253
Note-Velocity,20,20,148
Note-On,62,62,62
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,296.67,58,320
Chord-Tone,C,0,322
Chord-Type,-7911,None,359
Chord-Slash,C,0,334
Position,4,4,197
Note-Velocity,20,20,148
Note-On,63,63,63
Note-Duration,9,9,168
Position,15,15,208
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,48,48,241
Tempo-Class,4,4,261
Tempo,285.00,57,319
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,C,0,322
Chord-Type,-7911,None,359
Chord-Slash,C,0,334
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,32,32,225
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,48,48,241
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,56,56,249
Note-Velocity,21,21,149
Note-On,62,62,62
Note-Duration,3,3,162
Position,60,60,253
Note-Velocity,19,19,147
Note-On,63,63,63
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Chord-Tone,G,7,329
Chord-Type,-7911,None,359
Chord-Slash,G,7,341
Position,4,4,197
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,7,7,166
Position,12,12,205
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,8,8,167
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,22,22,215
Note-Velocity,18,18,146
Note-On,58,58,58
Note-Duration,5,5,164
Position,27,27,220
Note-Velocity,19,19,147
Note-On,57,57,57
Note-Duration,26,26,185
Position,32,32,225
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,48,48,241
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,57,57,250
Note-Velocity,18,18,146
Note-On,58,58,58
Note-Duration,8,8,167
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,296.67,58,320
Chord-Tone,G,7,329
Chord-Type,-7911,None,359
Chord-Slash,G,7,341
Position,2,2,195
Note-Velocity,19,19,147
Note-On,55,55,55
Note-Duration,27,27,186
Position,16,16,209
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,30,30,223
Note-Velocity,19,19,147
Note-On,57,57,57
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,42,42,235
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,20,20,148
Note-On,57,57,57
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,4,4,261
Tempo,285.00,57,319
Note-Velocity,17,17,145
Note-On,56,56,56
Note-Duration,6,6,165
Position,55,55,248
Note-Velocity,18,18,146
Note-On,58,58,58
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,296.67,58,320
Chord-Tone,A,9,331
Chord-Type,7,None,368
Chord-Slash,A,9,343
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,7,7,166
Position,8,8,201
Note-Velocity,20,20,148
Note-On,63,63,63
Note-Duration,6,6,165
Position,14,14,207
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,22,22,215
Note-Velocity,21,21,149
Note-On,64,64,64
Note-Duration,7,7,166
Position,31,31,224
Note-Velocity,20,20,148
Note-On,63,63,63
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,39,39,232
Note-Velocity,16,16,144
Note-On,58,58,58
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,50,50,243
Note-Velocity,19,19,147
Note-On,63,63,63
Note-Duration,5,5,164
Position,57,57,250
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,1,1,194
Note-Velocity,21,21,149
Note-On,67,67,67
Note-Duration,5,5,164
Position,9,9,202
Note-Velocity,24,24,152
Note-On,69,69,69
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,17,17,210
Note-Velocity,19,19,147
Note-On,70,70,70
Note-Duration,5,5,164
Position,23,23,216
Note-Velocity,22,22,150
Note-On,72,72,72
Note-Duration,8,8,167
Position,31,31,224
Note-Velocity,24,24,152
Note-On,74,74,74
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,39,39,232
Note-Velocity,27,27,155
Note-On,77,77,77
Note-Duration,5,5,164
Position,46,46,239
Note-Velocity,22,22,150
Note-On,76,76,76
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,4,4,261
Tempo,285.00,57,319
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,296.67,58,320
Chord-Tone,G,7,329
Chord-Type,-7911,None,359
Chord-Slash,G,7,341
Position,16,16,209
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,48,48,241
Tempo-Class,4,4,261
Tempo,285.00,57,319
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,296.67,58,320
Chord-Tone,G,7,329
Chord-Type,-7911,None,359
Chord-Slash,G,7,341
Position,14,14,207
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,17,17,145
Note-On,77,77,77
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,21,21,214
Note-Velocity,26,26,154
Note-On,81,81,81
Note-Duration,6,6,165
Position,28,28,221
Note-Velocity,24,24,152
Note-On,79,79,79
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,4,4,261
Tempo,308.33,59,321
Position,35,35,228
Note-Velocity,26,26,154
Note-On,77,77,77
Note-Duration,6,6,165
Position,44,44,237
Note-Velocity,25,25,153
Note-On,76,76,76
Note-Duration,7,7,166
Position,48,48,241
