EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,22,22,215
Phrase,0,0,393
MLU-Type,melody,0,399
Note-Velocity,21,21,149
Note-On,55,55,55
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,4,4,261
Tempo,203.33,50,312
Note-Velocity,21,21,149
Note-On,57,57,57
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,50,50,243
Note-Velocity,19,19,147
Note-On,57,57,57
Note-Duration,8,8,167
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,180.00,48,310
Chord-Tone,C,0,322
Chord-Type,,None,346
Chord-Slash,C,0,334
Position,1,1,194
Note-Velocity,20,20,148
Note-On,57,57,57
Note-Duration,17,17,176
Position,16,16,209
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,41,41,234
Note-Velocity,23,23,151
Note-On,55,55,55
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,56,56,249
Note-Velocity,24,24,152
Note-On,62,62,62
Note-Duration,9,9,168
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,170.00,45,307
Chord-Tone,F,5,327
Chord-Type,,None,346
Chord-Slash,F,5,339
Position,1,1,194
Note-Velocity,23,23,151
Note-On,62,62,62
Note-Duration,8,8,167
Position,10,10,203
Note-Velocity,23,23,151
Note-On,60,60,60
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,23,23,216
Note-Velocity,23,23,151
Note-On,60,60,60
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,3,3,260
Tempo,176.67,47,309
Note-Velocity,21,21,149
Note-On,60,60,60
Note-Duration,19,19,178
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,203.33,50,312
Chord-Tone,G,7,329
Chord-Type,7,None,368
Chord-Slash,G,7,341
Position,9,9,202
Note-Velocity,23,23,151
Note-On,59,59,59
Note-Duration,9,9,168
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,24,24,217
Note-Velocity,22,22,150
Note-On,59,59,59
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,33,33,226
Note-Velocity,22,22,150
Note-On,59,59,59
Note-Duration,8,8,167
Position,43,43,236
Note-Velocity,23,23,151
Note-On,57,57,57
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,56,56,249
Note-Velocity,22,22,150
Note-On,57,57,57
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,C,0,322
Chord-Type,,None,346
Chord-Slash,C,0,334
Note-Velocity,21,21,149
Note-On,57,57,57
Note-Duration,7,7,166
Position,8,8,201
Note-Velocity,22,22,150
Note-On,55,55,55
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Note-Velocity,19,19,147
Note-On,54,54,54
Note-Duration,6,6,165
Position,24,24,217
Note-Velocity,22,22,150
Note-On,57,57,57
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,33,33,226
Note-Velocity,21,21,149
Note-On,55,55,55
Note-Duration,5,5,164
Position,39,39,232
Note-Velocity,21,21,149
Note-On,55,55,55
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,22,22,150
Note-On,52,52,52
Note-Duration,5,5,164
Position,56,56,249
Note-Velocity,22,22,150
Note-On,55,55,55
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,A,9,331
Chord-Type,7,None,368
Chord-Slash,A,9,343
Position,2,2,195
Note-Velocity,19,19,147
Note-On,49,49,49
Note-Duration,18,18,177
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,21,21,214
Note-Velocity,19,19,147
Note-On,52,52,52
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Note-Velocity,20,20,148
Note-On,55,55,55
Note-Duration,9,9,168
Position,43,43,236
Note-Velocity,22,22,150
Note-On,57,57,57
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,57,57,250
Note-Velocity,19,19,147
Note-On,55,55,55
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,D,2,324
Chord-Type,-7,None,357
Chord-Slash,D,2,336
Position,1,1,194
Note-Velocity,19,19,147
Note-On,53,53,53
Note-Duration,5,5,164
Position,11,11,204
Note-Velocity,21,21,149
Note-On,57,57,57
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,24,24,217
Note-Velocity,23,23,151
Note-On,62,62,62
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,35,35,228
Note-Velocity,24,24,152
Note-On,65,65,65
Note-Duration,9,9,168
Position,45,45,238
Note-Velocity,23,23,151
Note-On,64,64,64
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,59,59,252
Note-Velocity,23,23,151
Note-On,62,62,62
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,G,7,329
Chord-Type,7,None,368
Chord-Slash,G,7,341
Position,2,2,195
Note-Velocity,22,22,150
Note-On,60,60,60
Note-Duration,8,8,167
Position,14,14,207
Note-Velocity,21,21,149
Note-On,59,59,59
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,25,25,218
Note-Velocity,19,19,147
Note-On,57,57,57
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,34,34,227
Note-Velocity,20,20,148
Note-On,55,55,55
Note-Duration,9,9,168
Position,47,47,240
Note-Velocity,19,19,147
Note-On,53,53,53
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,58,58,251
Note-Velocity,21,21,149
Note-On,52,52,52
Note-Duration,10,10,169
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,203.33,50,312
Chord-Tone,C,0,322
Chord-Type,,None,346
Chord-Slash,C,0,334
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,24,24,217
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,22,22,150
Note-On,55,55,55
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,4,4,261
Tempo,203.33,50,312
Note-Velocity,23,23,151
Note-On,60,60,60
Note-Duration,8,8,167
Position,42,42,235
Note-Velocity,25,25,153
Note-On,64,64,64
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,50,50,243
Note-Velocity,24,24,152
Note-On,67,67,67
Note-Duration,6,6,165
Position,57,57,250
Note-Velocity,24,24,152
Note-On,69,69,69
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,C,0,322
Chord-Type,,None,346
Chord-Slash,C,0,334
Note-Velocity,24,24,152
Note-On,67,67,67
Note-Duration,8,8,167
Position,10,10,203
Note-Velocity,23,23,151
Note-On,64,64,64
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Note-Velocity,22,22,150
Note-On,60,60,60
Note-Duration,7,7,166
Position,27,27,220
Note-Velocity,21,21,149
Note-On,55,55,55
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,34,34,227
Note-Velocity,21,21,149
Note-On,52,52,52
Note-Duration,6,6,165
Position,41,41,234
Note-Velocity,22,22,150
Note-On,55,55,55
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,49,49,242
Note-Velocity,22,22,150
Note-On,60,60,60
Note-Duration,6,6,165
Position,58,58,251
Note-Velocity,25,25,153
Note-On,64,64,64
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,F,5,327
Chord-Type,,None,346
Chord-Slash,F,5,339
Position,2,2,195
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,7,7,166
Position,10,10,203
Note-Velocity,21,21,149
Note-On,60,60,60
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Note-Velocity,19,19,147
Note-On,53,53,53
