EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,32,32,225
Tempo-Class,2,2,259
Tempo,120.00,28,290
Position,48,48,241
Tempo-Class,2,2,259
Tempo,120.00,28,290
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Position,16,16,209
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,32,32,225
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,47,47,240
Phrase,0,0,393
MLU-Type,rhythm,0,400
MLU-Subtype,si,0,415
Note-Velocity,23,23,151
Note-On,58,58,58
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,53,53,246
Note-Velocity,25,25,153
Note-On,61,61,61
Note-Duration,10,10,169
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,132.50,33,295
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,4,4,197
Note-Velocity,26,26,154
Note-On,63,63,63
Note-Duration,9,9,168
Position,16,16,209
Tempo-Class,2,2,259
Tempo,125.00,30,292
Note-Velocity,26,26,154
Note-On,63,63,63
Note-Duration,8,8,167
Position,27,27,220
Note-Velocity,26,26,154
Note-On,63,63,63
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,2,2,259
Tempo,132.50,33,295
Position,36,36,229
Note-Velocity,26,26,154
Note-On,63,63,63
Note-Duration,10,10,169
Position,48,48,241
Tempo-Class,2,2,259
Tempo,125.00,30,292
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,135.00,34,296
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,32,32,225
Tempo-Class,2,2,259
Tempo,130.00,32,294
Position,45,45,238
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,25,25,153
Note-On,58,58,58
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,2,2,259
Tempo,130.00,32,294
Position,53,53,246
Note-Velocity,25,25,153
Note-On,61,61,61
Note-Duration,5,5,164
Position,62,62,255
Note-Velocity,26,26,154
Note-On,65,65,65
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,122.50,29,291
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Position,9,9,202
Note-Velocity,26,26,154
Note-On,63,63,63
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,20,20,213
Note-Velocity,26,26,154
Note-On,63,63,63
Note-Duration,14,14,173
Position,32,32,225
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,36,36,229
Note-Velocity,25,25,153
Note-On,61,61,61
Note-Duration,10,10,169
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Note-Velocity,26,26,154
Note-On,65,65,65
Note-Duration,4,4,163
Position,61,61,254
Note-Velocity,25,25,153
Note-On,64,64,64
Note-Duration,7,7,166
