EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,16,16,209
Tempo-Class,2,2,259
Tempo,132.50,33,295
Position,32,32,225
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,48,48,241
Tempo-Class,2,2,259
Tempo,132.50,33,295
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,D,2,324
Chord-Type,sus7,None,390
Chord-Slash,D,2,336
Position,16,16,209
Tempo-Class,2,2,259
Tempo,117.50,27,289
Position,28,28,221
Phrase,0,0,393
MLU-Type,melody,0,399
Note-Velocity,25,25,153
Note-On,62,62,62
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,33,33,226
Note-Velocity,24,24,152
Note-On,60,60,60
Note-Duration,4,4,163
Position,38,38,231
Note-Velocity,15,15,143
Note-On,59,59,59
Note-Duration,6,6,165
Position,44,44,237
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,2,2,259
Tempo,120.00,28,290
Position,49,49,242
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,5,5,164
Position,54,54,247
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,11,11,170
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,122.50,29,291
Chord-Tone,D,2,324
Chord-Type,sus7,None,390
Chord-Slash,D,2,336
Position,1,1,194
Note-Velocity,18,18,146
Note-On,69,69,69
Note-Duration,13,13,172
Position,14,14,207
Note-Velocity,21,21,149
Note-On,74,74,74
Note-Duration,20,20,179
Position,16,16,209
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,32,32,225
Tempo-Class,2,2,259
Tempo,130.00,32,294
Position,34,34,227
Note-Velocity,20,20,148
Note-On,72,72,72
Note-Duration,4,4,163
Position,39,39,232
Note-Velocity,19,19,147
Note-On,71,71,71
Note-Duration,5,5,164
Position,44,44,237
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,21,21,180
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,D,2,324
Chord-Type,sus7,None,390
Chord-Slash,D,2,336
Note-Velocity,18,18,146
Note-On,69,69,69
Note-Duration,5,5,164
Position,6,6,199
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,5,5,164
Position,11,11,204
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,2,2,259
Tempo,117.50,27,289
Position,32,32,225
Tempo-Class,2,2,259
Tempo,117.50,27,289
Position,48,48,241
Tempo-Class,2,2,259
Tempo,120.00,28,290
Position,52,52,245
Note-Velocity,21,21,149
Note-On,67,67,67
Note-Duration,5,5,164
Position,57,57,250
Note-Velocity,21,21,149
Note-On,62,62,62
Note-Duration,4,4,163
Position,61,61,254
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,32,32,191
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,130.00,32,294
Chord-Tone,D,2,324
Chord-Type,sus7,None,390
Chord-Slash,D,2,336
Position,16,16,209
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,32,32,225
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,53,53,246
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,5,5,164
Position,59,59,252
Note-Velocity,16,16,144
Note-On,63,63,63
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,125.00,30,292
Chord-Tone,F,5,327
Chord-Type,sus7,None,390
Chord-Slash,F,5,339
Position,1,1,194
Note-Velocity,22,22,150
Note-On,64,64,64
Note-Duration,3,3,162
Position,4,4,197
Note-Velocity,18,18,146
Note-On,65,65,65
Note-Duration,19,19,178
Position,16,16,209
Tempo-Class,2,2,259
Tempo,117.50,27,289
Position,23,23,216
Note-Velocity,17,17,145
Note-On,63,63,63
Note-Duration,4,4,163
Position,28,28,221
Note-Velocity,20,20,148
Note-On,62,62,62
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,2,2,259
Tempo,117.50,27,289
Note-Velocity,14,14,142
Note-On,60,60,60
Note-Duration,32,32,191
Position,48,48,241
Tempo-Class,2,2,259
Tempo,130.00,32,294
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,117.50,27,289
Chord-Tone,F,5,327
Chord-Type,sus7,None,390
Chord-Slash,F,5,339
Position,16,16,209
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,32,32,225
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,F,5,327
Chord-Type,sus7,None,390
Chord-Slash,F,5,339
Position,6,6,199
Note-Velocity,28,28,156
Note-On,60,60,60
Note-Duration,3,3,162
Position,9,9,202
Note-Velocity,27,27,155
Note-On,65,65,65
Note-Duration,4,4,163
Position,14,14,207
Note-Velocity,24,24,152
Note-On,70,70,70
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,32,32,225
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,46,46,239
Note-Velocity,26,26,154
Note-On,72,72,72
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,2,2,259
Tempo,117.50,27,289
Position,51,51,244
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,32,32,191
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,122.50,29,291
Chord-Tone,F,5,327
Chord-Type,sus7,None,390
Chord-Slash,F,5,339
Position,16,16,209
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,24,24,217
Note-Velocity,24,24,152
Note-On,70,70,70
Note-Duration,3,3,162
Position,29,29,222
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,2,2,259
Tempo,130.00,32,294
Position,33,33,226
Note-Velocity,26,26,154
Note-On,68,68,68
Note-Duration,3,3,162
Position,37,37,230
Note-Velocity,25,25,153
Note-On,70,70,70
Note-Duration,16,16,175
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,53,53,246
Note-Velocity,24,24,152
Note-On,69,69,69
Note-Duration,8,8,167
Position,61,61,254
Note-Velocity,24,24,152
Note-On,65,65,65
Note-Duration,5,5,164
Rep-End,1,1,445
Part-End,A,A,434
Part-Start,A,A,429
Rep-Start,2,2,440
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,122.50,29,291
Chord-Tone,D,2,324
Chord-Type,sus7,None,390
Chord-Slash,D,2,336
Position,3,3,196
Note-Velocity,23,23,151
Note-On,62,62,62
Note-Duration,5,5,164
Position,8,8,201
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,2,2,259
Tempo,120.00,28,290
Position,32,32,225
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,125.00,30,292
Chord-Tone,D,2,324
Chord-Type,sus7,None,390
Chord-Slash,D,2,336
Position,16,16,209
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,32,32,225
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,48,48,241
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,49,49,242
Note-Velocity,23,23,151
Note-On,50,50,50
Note-Duration,3,3,162
Position,53,53,246
Note-Velocity,21,21,149
Note-On,59,59,59
Note-Duration,3,3,162
Position,57,57,250
Note-Velocity,9,9,137
Note-On,60,60,60
Note-Duration,2,2,161
Position,59,59,252
Note-Velocity,23,23,151
Note-On,64,64,64
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,D,2,324
Chord-Type,sus7,None,390
Chord-Slash,D,2,336
Note-Velocity,21,21,149
Note-On,67,67,67
Note-Duration,3,3,162
Position,2,2,195
Note-Velocity,24,24,152
Note-On,71,71,71
Note-Duration,2,2,161
Position,5,5,198
Note-Velocity,25,25,153
Note-On,74,74,74
Note-Duration,29,29,188
Position,16,16,209
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,32,32,225
Tempo-Class,2,2,259
Tempo,122.50,29,291
Note-Velocity,25,25,153
Note-On,72,72,72
Note-Duration,3,3,162
Position,36,36,229
Note-Velocity,24,24,152
Note-On,71,71,71
Note-Duration,4,4,163
Position,41,41,234
Note-Velocity,23,23,151
Note-On,69,69,69
Note-Duration,32,32,191
Position,48,48,241
Tempo-Class,2,2,259
Tempo,120.00,28,290
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,117.50,27,289
Chord-Tone,D,2,324
Chord-Type,sus7,None,390
Chord-Slash,D,2,336
Position,16,16,209
Tempo-Class,2,2,259
Tempo,130.00,32,294
Position,24,24,217
