EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,16,16,209
Tempo-Class,3,3,260
Tempo,150.00,39,301
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,24,24,152
Note-On,67,67,67
Note-Duration,3,3,162
Position,21,21,214
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,4,4,163
Position,26,26,219
Note-Velocity,24,24,152
Note-On,67,67,67
Note-Duration,16,16,175
Position,32,32,225
Tempo-Class,3,3,260
Tempo,156.67,41,303
Position,43,43,236
Note-Velocity,22,22,150
Note-On,66,66,66
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,51,51,244
Note-Velocity,21,21,149
Note-On,64,64,64
Note-Duration,7,7,166
Position,59,59,252
Note-Velocity,19,19,147
Note-On,61,61,61
Note-Duration,6,6,165
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,Db,1,323
Chord-Type,-7,None,357
Chord-Slash,Db,1,335
Position,3,3,196
Note-Velocity,15,15,143
Note-On,56,56,56
Note-Duration,4,4,163
Position,9,9,202
Note-Velocity,15,15,143
Note-On,61,61,61
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,32,32,225
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,48,48,241
Tempo-Class,3,3,260
Tempo,153.33,40,302
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,153.33,40,302
Chord-Tone,D,2,324
Chord-Type,j7,None,381
Chord-Slash,D,2,336
Position,16,16,209
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,32,32,225
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,37,37,230
Note-Velocity,26,26,154
Note-On,71,71,71
Note-Duration,18,18,177
Position,48,48,241
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,55,55,248
Note-Velocity,24,24,152
Note-On,69,69,69
Note-Duration,5,5,164
Position,62,62,255
Note-Velocity,24,24,152
Note-On,71,71,71
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,Db,1,323
Chord-Type,-7,None,357
Chord-Slash,Db,1,335
Position,4,4,197
Note-Velocity,24,24,152
Note-On,69,69,69
Note-Duration,7,7,166
Position,11,11,204
Note-Velocity,24,24,152
Note-On,67,67,67
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,3,3,260
Tempo,156.67,41,303
Position,18,18,211
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,7,7,166
Position,26,26,219
Note-Velocity,17,17,145
Note-On,68,68,68
Note-Duration,32,32,191
Position,32,32,225
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,48,48,241
Tempo-Class,3,3,260
Tempo,153.33,40,302
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,173.33,46,308
Chord-Tone,B,11,333
Chord-Type,7,None,368
Chord-Slash,B,11,345
Position,16,16,209
Tempo-Class,3,3,260
Tempo,156.67,41,303
Position,19,19,212
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Backref-Variation,-,0,426
Note-Velocity,22,22,150
Note-On,66,66,66
Note-Duration,3,3,162
Position,23,23,216
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,4,4,163
Position,29,29,222
Note-Velocity,21,21,149
Note-On,66,66,66
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,3,3,260
Tempo,156.67,41,303
Position,38,38,231
Note-Velocity,22,22,150
Note-On,67,67,67
Note-Duration,3,3,162
Position,42,42,235
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,49,49,242
Note-Velocity,23,23,151
Note-On,68,68,68
Note-Duration,6,6,165
Position,58,58,251
Note-Velocity,23,23,151
Note-On,66,66,66
Note-Duration,3,3,162
Position,62,62,255
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,Db,1,323
Chord-Type,-7,None,357
Chord-Slash,Db,1,335
Position,3,3,196
Note-Velocity,23,23,151
Note-On,66,66,66
Note-Duration,5,5,164
Position,9,9,202
Note-Velocity,22,22,150
Note-On,64,64,64
Note-Duration,6,6,165
Position,15,15,208
Note-Velocity,15,15,143
Note-On,61,61,61
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,32,32,225
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,48,48,241
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,59,59,252
Note-Velocity,17,17,145
Note-On,56,56,56
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,163.33,43,305
Chord-Tone,Db,1,323
Chord-Type,-7,None,357
Chord-Slash,Db,1,335
Position,1,1,194
Note-Velocity,17,17,145
Note-On,59,59,59
Note-Duration,4,4,163
Position,6,6,199
Note-Velocity,15,15,143
Note-On,63,63,63
Note-Duration,4,4,163
Position,14,14,207
Note-Velocity,14,14,142
Note-On,58,58,58
Note-Duration,30,30,189
Position,16,16,209
Tempo-Class,3,3,260
Tempo,156.67,41,303
Position,32,32,225
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,48,48,241
Tempo-Class,3,3,260
Tempo,150.00,39,301
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,156.67,41,303
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,10,10,203
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,26,26,154
Note-On,68,68,68
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,17,17,210
Note-Velocity,24,24,152
Note-On,67,67,67
Note-Duration,5,5,164
Position,22,22,215
Note-Velocity,15,15,143
Note-On,64,64,64
Note-Duration,2,2,161
Position,25,25,218
Note-Velocity,19,19,147
Note-On,61,61,61
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,3,3,260
Tempo,156.67,41,303
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Note-Velocity,24,24,152
Note-On,64,64,64
Note-Duration,7,7,166
Position,40,40,233
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,3,3,260
Tempo,163.33,43,305
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,5,5,164
Position,53,53,246
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,3,3,162
Position,59,59,252
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,163.33,43,305
Chord-Tone,Db,1,323
Chord-Type,-7,None,357
Chord-Slash,Db,1,335
Position,1,1,194
Note-Velocity,15,15,143
Note-On,61,61,61
Note-Duration,28,28,187
Position,16,16,209
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,32,32,225
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,48,48,241
Tempo-Class,3,3,260
Tempo,150.00,39,301
Rep-End,1,1,445
Part-End,A,A,434
Part-Start,A,A,429
Rep-Start,2,2,440
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,153.33,40,302
Chord-Tone,Db,1,323
Chord-Type,-7,None,357
Chord-Slash,Db,1,335
Position,12,12,205
Phrase,0,0,393
MLU-Type,melody,0,399
Note-Velocity,24,24,152
Note-On,68,68,68
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,21,21,214
Note-Velocity,26,26,154
Note-On,73,73,73
Note-Duration,7,7,166
Position,29,29,222
Note-Velocity,27,27,155
Note-On,75,75,75
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,40,40,233
Note-Velocity,25,25,153
Note-On,76,76,76
Note-Duration,10,10,169
Position,48,48,241
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,53,53,246
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,153.33,40,302
Chord-Tone,D,2,324
Chord-Type,j7,None,381
Chord-Slash,D,2,336
Note-Velocity,23,23,151
Note-On,69,69,69
Note-Duration,17,17,176
Position,16,16,209
Tempo-Class,3,3,260
Tempo,156.67,41,303
Position,18,18,211
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,21,21,149
Note-On,71,71,71
Note-Duration,2,2,161
Position,20,20,213
Note-Velocity,20,20,148
Note-On,73,73,73
Note-Duration,3,3,162
Position,24,24,217
Note-Velocity,19,19,147
Note-On,71,71,71
Note-Duration,2,2,161
Position,26,26,219
Note-Velocity,23,23,151
