EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,100.00,20,282
Chord-Tone,C,0,322
Chord-Type,sus,None,389
Chord-Slash,C,0,334
Position,16,16,209
Tempo-Class,1,1,258
Tempo,92.50,17,279
Position,24,24,217
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,17,17,145
Note-On,67,67,67
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,1,1,258
Tempo,97.50,19,281
Chord-Tone,B,11,333
Chord-Type,sus,None,389
Chord-Slash,B,11,345
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,13,13,172
Position,46,46,239
Note-Velocity,25,25,153
Note-On,71,71,71
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,1,1,258
Tempo,97.50,19,281
Position,57,57,250
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,26,26,185
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,95.00,18,280
Chord-Tone,Bb,10,332
Chord-Type,sus,None,389
Chord-Slash,Bb,10,344
Position,16,16,209
Tempo-Class,1,1,258
Tempo,97.50,19,281
Position,32,32,225
Tempo-Class,1,1,258
Tempo,100.00,20,282
Chord-Tone,B,11,333
Chord-Type,sus,None,389
Chord-Slash,B,11,345
Position,48,48,241
Tempo-Class,1,1,258
Tempo,100.00,20,282
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,95.00,18,280
Chord-Tone,C,0,322
Chord-Type,sus,None,389
Chord-Slash,C,0,334
Position,16,16,209
Tempo-Class,1,1,258
Tempo,95.00,18,280
Position,32,32,225
Tempo-Class,1,1,258
Tempo,92.50,17,279
Chord-Tone,B,11,333
Chord-Type,sus,None,389
Chord-Slash,B,11,345
Position,48,48,241
Tempo-Class,1,1,258
Tempo,95.00,18,280
Note-Velocity,27,27,155
Note-On,72,72,72
Note-Duration,9,9,168
Position,57,57,250
Note-Velocity,25,25,153
Note-On,74,74,74
Note-Duration,9,9,168
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,97.50,19,281
Chord-Tone,Bb,10,332
Chord-Type,sus,None,389
Chord-Slash,Bb,10,344
Position,2,2,195
Note-Velocity,23,23,151
Note-On,70,70,70
Note-Duration,25,25,184
Position,16,16,209
Tempo-Class,1,1,258
Tempo,97.50,19,281
Position,32,32,225
Tempo-Class,1,1,258
Tempo,100.00,20,282
Chord-Tone,B,11,333
Chord-Type,sus,None,389
Chord-Slash,B,11,345
Position,48,48,241
Tempo-Class,1,1,258
Tempo,102.50,21,283
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,97.50,19,281
Chord-Tone,C,0,322
Chord-Type,sus,None,389
Chord-Slash,C,0,334
Position,16,16,209
Tempo-Class,1,1,258
Tempo,97.50,19,281
Position,32,32,225
Tempo-Class,1,1,258
Tempo,97.50,19,281
Chord-Tone,B,11,333
Chord-Type,sus,None,389
Chord-Slash,B,11,345
Note-Velocity,23,23,151
Note-On,76,76,76
Note-Duration,2,2,161
Position,35,35,228
Note-Velocity,26,26,154
Note-On,78,78,78
Note-Duration,24,24,183
Position,48,48,241
Tempo-Class,1,1,258
Tempo,102.50,21,283
Position,60,60,253
Note-Velocity,24,24,152
Note-On,79,79,79
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
