EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,48,48,241
Tempo-Class,2,2,259
Tempo,140.00,36,298
Position,61,61,254
Phrase,0,0,393
MLU-Type,theme,0,401
Note-Velocity,22,22,150
Note-On,58,58,58
Note-Duration,3,3,162
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,Eb,3,325
Chord-Type,-,None,354
Chord-Slash,Ab,8,342
Position,5,5,198
Note-Velocity,26,26,154
Note-On,63,63,63
Note-Duration,21,21,180
Position,16,16,209
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,26,26,219
Note-Velocity,25,25,153
Note-On,63,63,63
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,2,2,259
Tempo,135.00,34,296
Chord-Tone,Eb,3,325
Chord-Type,-79,None,358
Chord-Slash,Ab,8,342
Position,35,35,228
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,10,10,169
Position,45,45,238
Note-Velocity,25,25,153
Note-On,63,63,63
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,2,2,259
Tempo,137.50,35,297
Position,56,56,249
Note-Velocity,23,23,151
Note-On,63,63,63
Note-Duration,3,3,162
Position,59,59,252
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,30,30,189
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,140.00,36,298
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Position,16,16,209
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,26,26,219
Note-Velocity,25,25,153
Note-On,63,63,63
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,35,35,228
Note-Velocity,20,20,148
Note-On,65,65,65
Note-Duration,13,13,172
Position,48,48,241
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,49,49,242
Note-Velocity,26,26,154
Note-On,63,63,63
Note-Duration,6,6,165
Position,59,59,252
Note-Velocity,25,25,153
Note-On,69,69,69
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,140.00,36,298
Chord-Tone,Eb,3,325
Chord-Type,-,None,354
Chord-Slash,Ab,8,342
Position,1,1,194
Note-Velocity,26,26,154
Note-On,70,70,70
Note-Duration,8,8,167
Position,11,11,204
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,3,3,260
Tempo,140.00,36,298
Position,32,32,225
Tempo-Class,2,2,259
Tempo,137.50,35,297
Position,48,48,241
Tempo-Class,3,3,260
Tempo,143.33,37,299
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Position,16,16,209
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,27,27,220
Note-Velocity,26,26,154
Note-On,69,69,69
Note-Duration,2,2,161
Position,32,32,225
Tempo-Class,2,2,259
Tempo,137.50,35,297
Note-Velocity,28,28,156
Note-On,72,72,72
Note-Duration,23,23,182
Position,48,48,241
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,56,56,249
Note-Velocity,24,24,152
Note-On,70,70,70
Note-Duration,4,4,163
Position,60,60,253
Note-Velocity,26,26,154
Note-On,72,72,72
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,Db,1,323
Chord-Type,79,None,369
Chord-Slash,Ab,8,342
Position,3,3,196
Note-Velocity,24,24,152
Note-On,68,68,68
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,26,26,219
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,36,36,229
Note-Velocity,25,25,153
Note-On,69,69,69
Note-Duration,2,2,161
Position,39,39,232
Note-Velocity,25,25,153
Note-On,70,70,70
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,49,49,242
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,5,5,164
Position,61,61,254
Note-Velocity,21,21,149
Note-On,67,67,67
Note-Duration,2,2,161
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,146.67,38,300
Chord-Tone,F,5,327
Chord-Type,+,None,347
Chord-Slash,Ab,8,342
Note-Velocity,24,24,152
Note-On,69,69,69
Note-Duration,14,14,173
Position,14,14,207
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,12,12,171
Position,16,16,209
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,27,27,220
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,17,17,176
Position,32,32,225
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,G,7,329
Chord-Type,+,None,347
Chord-Slash,Ab,8,342
Position,44,44,237
Note-Velocity,23,23,151
Note-On,68,68,68
Note-Duration,12,12,171
Position,48,48,241
Tempo-Class,3,3,260
Tempo,140.00,36,298
Position,57,57,250
Note-Velocity,18,18,146
Note-On,70,70,70
Note-Duration,5,5,164
Position,62,62,255
Note-Velocity,22,22,150
Note-On,75,75,75
Note-Duration,32,32,191
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,F,5,327
Chord-Type,-7,None,357
Chord-Slash,Ab,8,342
Position,16,16,209
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,32,32,225
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,48,48,241
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,58,58,251
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,24,24,152
Note-On,73,73,73
Note-Duration,8,8,167
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,140.00,36,298
Chord-Tone,E,4,326
Chord-Type,-7,None,357
Chord-Slash,E,4,338
Position,3,3,196
Note-Velocity,25,25,153
Note-On,71,71,71
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,3,3,260
Tempo,140.00,36,298
Position,32,32,225
Tempo-Class,2,2,259
Tempo,135.00,34,296
Chord-Tone,A,9,331
Chord-Type,7,None,368
Chord-Slash,A,9,343
Position,44,44,237
Note-Velocity,22,22,150
Note-On,69,69,69
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,49,49,242
Note-Velocity,23,23,151
Note-On,66,66,66
Note-Duration,4,4,163
Position,54,54,247
Note-Velocity,20,20,148
Note-On,71,71,71
Note-Duration,4,4,163
Position,58,58,251
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,4,4,163
Position,62,62,255
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,Ab,8,330
Chord-Type,sus,None,389
Chord-Slash,Ab,8,342
Position,16,16,209
Tempo-Class,2,2,259
Tempo,140.00,36,298
Position,27,27,220
Note-Velocity,26,26,154
Note-On,63,63,63
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,36,36,229
Note-Velocity,24,24,152
Note-On,73,73,73
Note-Duration,8,8,167
Position,44,44,237
Note-Velocity,26,26,154
Note-On,72,72,72
Note-Duration,3,3,162
Position,46,46,239
Note-Velocity,26,26,154
Note-On,71,71,71
Note-Duration,2,2,161
Position,48,48,241
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,49,49,242
Note-Velocity,25,25,153
Note-On,70,70,70
Note-Duration,6,6,165
Position,59,59,252
Note-Velocity,22,22,150
Note-On,69,69,69
Note-Duration,2,2,161
Position,62,62,255
Note-Velocity,24,24,152
Note-On,70,70,70
Note-Duration,26,26,185
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,140.00,36,298
Chord-Tone,Ab,8,330
Chord-Type,sus,None,389
Chord-Slash,Ab,8,342
Position,16,16,209
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,24,24,217
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,3,3,162
Position,28,28,221
Note-Velocity,23,23,151
Note-On,70,70,70
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,33,33,226
Note-Velocity,22,22,150
Note-On,66,66,66
Note-Duration,9,9,168
Position,43,43,236
Note-Velocity,22,22,150
Note-On,73,73,73
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,56,56,249
Note-Velocity,22,22,150
Note-On,73,73,73
Note-Duration,9,9,168
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,146.67,38,300
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Position,5,5,198
Note-Velocity,24,24,152
Note-On,63,63,63
Note-Duration,3,3,162
Position,8,8,201
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,20,20,179
Position,16,16,209
