EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,16,16,209
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,32,32,225
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,48,48,241
Tempo-Class,3,3,260
Tempo,150.00,39,301
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,150.00,39,301
Chord-Tone,Db,1,323
Chord-Type,7,None,368
Chord-Slash,Db,1,335
Position,6,6,199
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,4,4,163
Position,10,10,203
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,3,3,162
Position,13,13,206
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,21,21,214
Note-Velocity,18,18,146
Note-On,65,65,65
Note-Duration,7,7,166
Position,28,28,221
Note-Velocity,23,23,151
Note-On,70,70,70
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,37,37,230
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,3,3,260
Tempo,156.67,41,303
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,156.67,41,303
Chord-Tone,Gb,6,328
Chord-Type,7,None,368
Chord-Slash,Gb,6,340
Position,16,16,209
Tempo-Class,3,3,260
Tempo,156.67,41,303
Position,27,27,220
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,a,0,405
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,3,3,260
Tempo,156.67,41,303
Position,35,35,228
Note-Velocity,22,22,150
Note-On,66,66,66
Note-Duration,6,6,165
Position,42,42,235
Note-Velocity,20,20,148
Note-On,68,68,68
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,50,50,243
Note-Velocity,24,24,152
Note-On,70,70,70
Note-Duration,6,6,165
Position,58,58,251
Note-Velocity,25,25,153
Note-On,72,72,72
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,156.67,41,303
Chord-Tone,Db,1,323
Chord-Type,7,None,368
Chord-Slash,Db,1,335
Position,3,3,196
Note-Velocity,25,25,153
Note-On,73,73,73
Note-Duration,6,6,165
Position,11,11,204
Note-Velocity,25,25,153
Note-On,75,75,75
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,3,3,260
Tempo,156.67,41,303
Position,21,21,214
Note-Velocity,24,24,152
Note-On,76,76,76
Note-Duration,2,2,161
Position,24,24,217
Note-Velocity,25,25,153
Note-On,77,77,77
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,37,37,230
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,5,5,164
Position,45,45,238
Note-Velocity,17,17,145
Note-On,75,75,75
Note-Duration,2,2,161
Position,47,47,240
Note-Velocity,24,24,152
Note-On,74,74,74
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,51,51,244
Note-Velocity,24,24,152
Note-On,73,73,73
Note-Duration,9,9,168
Position,61,61,254
Note-Velocity,24,24,152
Note-On,71,71,71
Note-Duration,9,9,168
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,163.33,43,305
Chord-Tone,Db,1,323
Chord-Type,7,None,368
Chord-Slash,Db,1,335
Position,12,12,205
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,27,27,220
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,42,42,235
Note-Velocity,24,24,152
Note-On,70,70,70
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,49,49,242
Note-Velocity,20,20,148
Note-On,69,69,69
Note-Duration,3,3,162
Position,54,54,247
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,2,2,161
Position,58,58,251
Note-Velocity,16,16,144
Note-On,61,61,61
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,160.00,42,304
Chord-Tone,Gb,6,328
Chord-Type,7,None,368
Chord-Slash,Gb,6,340
Position,4,4,197
Note-Velocity,25,25,153
Note-On,67,67,67
Note-Duration,4,4,163
Position,8,8,201
Note-Velocity,24,24,152
Note-On,68,68,68
Note-Duration,4,4,163
Position,12,12,205
Note-Velocity,23,23,151
Note-On,70,70,70
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,3,3,260
Tempo,166.67,44,306
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,3,3,162
Position,20,20,213
Note-Velocity,22,22,150
Note-On,66,66,66
Note-Duration,8,8,167
Position,29,29,222
Note-Velocity,23,23,151
Note-On,63,63,63
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,37,37,230
Note-Velocity,24,24,152
Note-On,64,64,64
Note-Duration,8,8,167
Position,45,45,238
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,3,3,260
Tempo,173.33,46,308
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,160.00,42,304
Chord-Tone,Gb,6,328
Chord-Type,7,None,368
Chord-Slash,Gb,6,340
Position,13,13,206
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Note-Velocity,15,15,143
Note-On,61,61,61
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,19,19,212
Note-Velocity,24,24,152
Note-On,64,64,64
Note-Duration,8,8,167
Position,30,30,223
Note-Velocity,24,24,152
Note-On,66,66,66
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,3,3,260
Tempo,156.67,41,303
Position,39,39,232
Note-Velocity,21,21,149
Note-On,69,69,69
Note-Duration,3,3,162
Position,42,42,235
Note-Velocity,22,22,150
Note-On,67,67,67
Note-Duration,4,4,163
Position,46,46,239
Note-Velocity,21,21,149
Note-On,66,66,66
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,53,53,246
Note-Velocity,22,22,150
Note-On,64,64,64
Note-Duration,8,8,167
Position,62,62,255
Note-Velocity,14,14,142
Note-On,61,61,61
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,166.67,44,306
Chord-Tone,Db,1,323
Chord-Type,7,None,368
Chord-Slash,Db,1,335
Position,5,5,198
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,6,6,165
Position,11,11,204
Note-Velocity,24,24,152
Note-On,66,66,66
Note-Duration,8,8,167
Position,16,16,209
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,20,20,213
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,9,9,168
Position,30,30,223
Note-Velocity,18,18,146
Note-On,56,56,56
Note-Duration,21,21,180
Position,32,32,225
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,48,48,241
Tempo-Class,3,3,260
Tempo,160.00,42,304
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,160.00,42,304
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,16,16,209
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,32,32,225
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,48,48,241
Tempo-Class,3,3,260
Tempo,163.33,43,305
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,156.67,41,303
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,10,10,203
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,24,24,152
Note-On,71,71,71
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,18,18,211
Note-Velocity,23,23,151
Note-On,73,73,73
Note-Duration,4,4,163
Position,23,23,216
Note-Velocity,18,18,146
Note-On,77,77,77
Note-Duration,2,2,161
Position,26,26,219
Note-Velocity,24,24,152
Note-On,80,80,80
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,35,35,228
Note-Velocity,25,25,153
Note-On,84,84,84
Note-Duration,7,7,166
Position,43,43,236
Note-Velocity,25,25,153
Note-On,83,83,83
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,51,51,244
Note-Velocity,25,25,153
Note-On,82,82,82
