EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Position,6,6,199
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,14,14,142
Note-On,53,53,53
Note-Duration,4,4,163
Position,12,12,205
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,28,28,221
Note-Velocity,17,17,145
Note-On,59,59,59
Note-Duration,16,16,175
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,47,47,240
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,15,15,174
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Note-Velocity,18,18,146
Note-On,63,63,63
Note-Duration,15,15,174
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,18,18,211
Note-Velocity,15,15,143
Note-On,59,59,59
Note-Duration,12,12,171
Position,31,31,224
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,14,14,173
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,47,47,240
Note-Velocity,20,20,148
Note-On,63,63,63
Note-Duration,15,15,174
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Note-Velocity,16,16,144
Note-On,59,59,59
Note-Duration,16,16,175
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,14,14,173
Position,31,31,224
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,14,14,173
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Note-Velocity,17,17,145
Note-On,59,59,59
Note-Duration,14,14,173
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,14,14,173
Position,15,15,208
Note-Velocity,18,18,146
Note-On,63,63,63
Note-Duration,16,16,175
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Note-Velocity,17,17,145
Note-On,53,53,53
Note-Duration,13,13,172
Position,48,48,241
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,49,49,242
Note-Velocity,15,15,143
Note-On,51,51,51
Note-Duration,15,15,174
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Position,1,1,194
Note-Velocity,17,17,145
Note-On,56,56,56
Note-Duration,28,28,187
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,31,31,224
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,18,18,146
Note-On,51,51,51
Note-Duration,11,11,170
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,42,42,235
Note-Velocity,13,13,141
Note-On,53,53,53
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,49,49,242
Note-Velocity,19,19,147
Note-On,56,56,56
Note-Duration,9,9,168
Position,59,59,252
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Note-Velocity,19,19,147
Note-On,63,63,63
Note-Duration,15,15,174
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Note-Velocity,23,23,151
Note-On,51,51,51
Note-Duration,8,8,167
Position,25,25,218
Note-Velocity,17,17,145
Note-On,53,53,53
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Note-Velocity,18,18,146
Note-On,56,56,56
Note-Duration,9,9,168
Position,42,42,235
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,5,5,164
Position,47,47,240
Note-Velocity,21,21,149
Note-On,63,63,63
Note-Duration,13,13,172
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,61,61,254
Note-Velocity,21,21,149
Note-On,63,63,63
Note-Duration,25,25,184
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,27,27,220
Note-Velocity,15,15,143
Note-On,51,51,51
Note-Duration,19,19,178
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,11,11,204
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,15,15,143
Note-On,58,58,58
Note-Duration,2,2,161
Position,13,13,206
Note-Velocity,25,25,153
Note-On,65,65,65
Note-Duration,12,12,171
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,26,26,219
Note-Velocity,21,21,149
Note-On,64,64,64
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,34,34,227
Note-Velocity,24,24,152
Note-On,65,65,65
Note-Duration,9,9,168
Position,42,42,235
Note-Velocity,21,21,149
Note-On,64,64,64
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,50,50,243
Note-Velocity,25,25,153
Note-On,65,65,65
Note-Duration,9,9,168
Position,59,59,252
Note-Velocity,20,20,148
Note-On,64,64,64
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,1,1,194
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,30,30,189
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,30,30,223
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,16,16,175
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,47,47,240
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,31,31,190
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,14,14,207
Note-Velocity,18,18,146
Note-On,65,65,65
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,32,32,225
Tempo-Class,4,4,261
Tempo,296.67,58,320
Position,43,43,236
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Note-Velocity,18,18,146
Note-On,63,63,63
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Note-Velocity,25,25,153
Note-On,65,65,65
Note-Duration,9,9,168
Position,57,57,250
Note-Velocity,21,21,149
Note-On,64,64,64
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,1,1,194
Note-Velocity,23,23,151
