EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,16,16,209
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,32,32,225
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,42,42,235
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,13,13,141
Note-On,70,70,70
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,58,58,251
Note-Velocity,16,16,144
Note-On,70,70,70
Note-Duration,6,6,165
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Db,1,323
Chord-Type,,None,346
Chord-Slash,Db,1,335
Position,11,11,204
Note-Velocity,16,16,144
Note-On,70,70,70
Note-Duration,9,9,168
Position,16,16,209
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,29,29,222
Note-Velocity,9,9,137
Note-On,68,68,68
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Note-Velocity,18,18,146
Note-On,70,70,70
Note-Duration,10,10,169
Position,48,48,241
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,50,50,243
Note-Velocity,21,21,149
Note-On,70,70,70
Note-Duration,8,8,167
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,163.33,43,305
Chord-Tone,Eb,3,325
Chord-Type,-7,None,357
Chord-Slash,Eb,3,337
Position,1,1,194
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,9,9,168
Position,11,11,204
Note-Velocity,20,20,148
Note-On,64,64,64
Note-Duration,4,4,163
Position,15,15,208
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,10,10,169
Position,16,16,209
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,26,26,219
Note-Velocity,15,15,143
Note-On,60,60,60
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,3,3,260
Tempo,173.33,46,308
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Note-Velocity,19,19,147
Note-On,61,61,61
Note-Duration,9,9,168
Position,47,47,240
Note-Velocity,20,20,148
Note-On,58,58,58
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,59,59,252
Note-Velocity,15,15,143
Note-On,61,61,61
Note-Duration,22,22,181
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,F,5,327
Chord-Type,-7,None,357
Chord-Slash,F,5,339
Position,16,16,209
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,32,32,225
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Bb,10,332
Chord-Type,-7,None,357
Chord-Slash,Bb,10,344
Position,42,42,235
Note-Velocity,20,20,148
Note-On,61,61,61
Note-Duration,4,4,163
Position,47,47,240
Note-Velocity,21,21,149
Note-On,64,64,64
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,56,56,249
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Eb,3,325
Chord-Type,-7,None,357
Chord-Slash,Eb,3,337
Note-Velocity,21,21,149
Note-On,61,61,61
Note-Duration,7,7,166
Position,9,9,202
Note-Velocity,17,17,145
Note-On,58,58,58
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,3,3,260
Tempo,166.67,44,306
Note-Velocity,22,22,150
Note-On,61,61,61
Note-Duration,8,8,167
Position,25,25,218
Note-Velocity,20,20,148
Note-On,61,61,61
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,3,3,260
Tempo,170.00,45,307
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Position,33,33,226
Note-Velocity,19,19,147
Note-On,56,56,56
Note-Duration,9,9,168
Position,44,44,237
Note-Velocity,22,22,150
Note-On,52,52,52
Note-Duration,12,12,171
Position,48,48,241
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,57,57,250
Note-Velocity,20,20,148
Note-On,53,53,53
Note-Duration,24,24,183
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,170.00,45,307
Chord-Tone,Ab,8,330
Chord-Type,-7,None,357
Chord-Slash,Ab,8,342
Position,16,16,209
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,23,23,216
Note-Velocity,21,21,149
Note-On,61,61,61
Note-Duration,6,6,165
Position,31,31,224
Note-Velocity,23,23,151
Note-On,64,64,64
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Db,1,323
Chord-Type,7,None,368
Chord-Slash,Db,1,335
Position,36,36,229
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,6,6,165
Position,45,45,238
Note-Velocity,22,22,150
Note-On,61,61,61
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,57,57,250
Note-Velocity,23,23,151
Note-On,64,64,64
Note-Duration,4,4,163
Position,61,61,254
Note-Velocity,24,24,152
Note-On,65,65,65
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,Gb,6,328
Chord-Type,7,None,368
Chord-Slash,Gb,6,340
Position,9,9,202
Note-Velocity,23,23,151
Note-On,64,64,64
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,18,18,211
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,13,13,172
Position,32,32,225
Tempo-Class,3,3,260
Tempo,173.33,46,308
Chord-Tone,B,11,333
Chord-Type,7,None,368
Chord-Slash,B,11,345
Note-Velocity,22,22,150
Note-On,61,61,61
Note-Duration,5,5,164
Position,43,43,236
Note-Velocity,16,16,144
Note-On,56,56,56
Note-Duration,3,3,162
Position,47,47,240
Note-Velocity,22,22,150
Note-On,60,60,60
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,52,52,245
Note-Velocity,20,20,148
Note-On,61,61,61
Note-Duration,9,9,168
Position,62,62,255
Note-Velocity,20,20,148
Note-On,58,58,58
Note-Duration,8,8,167
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,176.67,47,309
Chord-Tone,F,5,327
Chord-Type,-7,None,357
Chord-Slash,F,5,339
Position,9,9,202
Note-Velocity,20,20,148
Note-On,52,52,52
Note-Duration,9,9,168
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,22,22,215
Note-Velocity,18,18,146
Note-On,53,53,53
Note-Duration,7,7,166
Position,30,30,223
Note-Velocity,20,20,148
Note-On,65,65,65
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Bb,10,332
Chord-Type,-7,None,357
Chord-Slash,Bb,10,344
Position,42,42,235
Note-Velocity,15,15,143
Note-On,61,61,61
Note-Duration,28,28,187
Position,48,48,241
Tempo-Class,3,3,260
Tempo,173.33,46,308
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,170.00,45,307
Chord-Tone,Eb,3,325
Chord-Type,-7,None,357
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,32,32,225
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Position,47,47,240
Note-Velocity,20,20,148
Note-On,57,57,57
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,51,51,244
Note-Velocity,23,23,151
Note-On,58,58,58
Note-Duration,6,6,165
Position,58,58,251
Note-Velocity,24,24,152
Note-On,58,58,58
Note-Duration,9,9,168
Rep-End,1,1,445
Part-End,A,A,434
Part-Start,A,A,429
Rep-Start,2,2,440
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,163.33,43,305
Chord-Tone,Db,1,323
Chord-Type,,None,346
Chord-Slash,Db,1,335
Position,9,9,202
Note-Velocity,24,24,152
Note-On,64,64,64
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,17,17,210
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,6,6,165
Position,25,25,218
Note-Velocity,17,17,145
Note-On,61,61,61
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,3,3,260
Tempo,166.67,44,306
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Note-Velocity,23,23,151
Note-On,64,64,64
Note-Duration,9,9,168
Position,42,42,235
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,53,53,246
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,5,5,164
Position,59,59,252
Note-Velocity,21,21,149
