EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,F,5,327
Chord-Type,,None,346
Chord-Slash,F,5,339
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,32,32,225
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,39,39,232
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,26,26,154
Note-On,72,72,72
Note-Duration,7,7,166
Position,47,47,240
Note-Velocity,26,26,154
Note-On,74,74,74
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,56,56,249
Note-Velocity,21,21,149
Note-On,77,77,77
Note-Duration,6,6,165
Position,62,62,255
Note-Velocity,23,23,151
Note-On,81,81,81
Note-Duration,32,32,191
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,F,5,327
Chord-Type,,None,346
Chord-Slash,F,5,339
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,F,5,327
Chord-Type,7,None,368
Chord-Slash,F,5,339
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,Bb,10,332
Chord-Type,,None,346
Chord-Slash,Bb,10,344
Position,48,48,241
Tempo-Class,4,4,261
Tempo,203.33,50,312
Chord-Tone,Bb,10,332
Chord-Type,-,None,354
Chord-Slash,Bb,10,344
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,F,5,327
Chord-Type,,None,346
Chord-Slash,F,5,339
Position,10,10,203
Note-Velocity,23,23,151
Note-On,77,77,77
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,17,17,210
Note-Velocity,26,26,154
Note-On,79,79,79
Note-Duration,9,9,168
Position,25,25,218
Note-Velocity,24,24,152
Note-On,81,81,81
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,33,33,226
Note-Velocity,24,24,152
Note-On,79,79,79
Note-Duration,8,8,167
Position,42,42,235
Note-Velocity,25,25,153
Note-On,77,77,77
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,49,49,242
Note-Velocity,27,27,155
Note-On,74,74,74
Note-Duration,9,9,168
Position,59,59,252
Note-Velocity,20,20,148
Note-On,68,68,68
Note-Duration,3,3,162
Position,62,62,255
Note-Velocity,20,20,148
Note-On,69,69,69
Note-Duration,32,32,191
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,D,2,324
Chord-Type,-,None,354
Chord-Slash,D,2,336
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,A,9,331
Chord-Type,7,None,368
Chord-Slash,A,9,343
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,D,2,324
Chord-Type,-,None,354
Chord-Slash,D,2,336
Position,1,1,194
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,26,26,154
Note-On,72,72,72
Note-Duration,8,8,167
Position,11,11,204
Note-Velocity,21,21,149
Note-On,69,69,69
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,7,7,166
Position,24,24,217
Note-Velocity,24,24,152
Note-On,64,64,64
Note-Duration,6,6,165
Position,31,31,224
Note-Velocity,24,24,152
Note-On,63,63,63
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,F,5,327
Chord-Type,7,None,368
Chord-Slash,F,5,339
Position,40,40,233
Note-Velocity,26,26,154
Note-On,74,74,74
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Note-Velocity,18,18,146
Note-On,69,69,69
Note-Duration,8,8,167
Position,57,57,250
Note-Velocity,25,25,153
Note-On,72,72,72
Note-Duration,31,31,190
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,Bb,10,332
Chord-Type,,None,346
Chord-Slash,Bb,10,344
Position,16,16,209
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,26,26,219
Note-Velocity,20,20,148
Note-On,70,70,70
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,A,9,331
Chord-Type,7,None,368
Chord-Slash,A,9,343
Note-Velocity,19,19,147
Note-On,69,69,69
Note-Duration,7,7,166
Position,45,45,238
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,Ab,8,330
Chord-Type,7,None,368
Chord-Slash,Ab,8,342
Position,59,59,252
Note-Velocity,20,20,148
Note-On,69,69,69
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,G,7,329
Chord-Type,7,None,368
Chord-Slash,G,7,341
Position,10,10,203
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,19,19,178
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,31,31,224
MLU-Type,melody,0,399
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,4,4,261
Tempo,203.33,50,312
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,39,39,232
Note-Velocity,23,23,151
Note-On,62,62,62
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,4,4,261
Tempo,180.00,48,310
Note-Velocity,25,25,153
Note-On,60,60,60
Note-Duration,11,11,170
Position,60,60,253
Note-Velocity,24,24,152
Note-On,62,62,62
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,F,5,327
Chord-Type,,None,346
Chord-Slash,F,5,339
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,24,24,183
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,26,26,219
Note-Velocity,21,21,149
Note-On,69,69,69
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,51,51,244
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,26,26,154
Note-On,65,65,65
Note-Duration,7,7,166
Position,60,60,253
Note-Velocity,21,21,149
Note-On,69,69,69
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,F,5,327
Chord-Type,,None,346
Chord-Slash,F,5,339
Position,12,12,205
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,19,19,212
Note-Velocity,21,21,149
Note-On,69,69,69
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,33,33,226
Note-Velocity,22,22,150
Note-On,64,64,64
Note-Duration,9,9,168
Position,43,43,236
Note-Velocity,24,24,152
Note-On,65,65,65
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Note-Velocity,20,20,148
Note-On,69,69,69
Note-Duration,6,6,165
Position,56,56,249
Note-Velocity,26,26,154
Note-On,72,72,72
Note-Duration,7,7,166
Rep-End,1,1,445
Part-End,A,A,434
Part-Start,B,B,430
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,F,5,327
Chord-Type,,None,346
Chord-Slash,F,5,339
Note-Velocity,25,25,153
Note-On,77,77,77
Note-Duration,10,10,169
Position,10,10,203
Note-Velocity,26,26,154
Note-On,74,74,74
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,F,5,327
Chord-Type,7,None,368
Chord-Slash,F,5,339
Position,24,24,217
Note-Velocity,18,18,146
Note-On,77,77,77
Note-Duration,32,32,191
Position,32,32,225
Tempo-Class,4,4,261
Tempo,203.33,50,312
Chord-Tone,Bb,10,332
Chord-Type,,None,346
Chord-Slash,Bb,10,344
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,Bb,10,332
Chord-Type,-,None,354
Chord-Slash,Bb,10,344
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,203.33,50,312
Chord-Tone,F,5,327
