EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,32,32,225
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,48,48,241
Tempo-Class,3,3,260
Tempo,156.67,41,303
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,156.67,41,303
Chord-Tone,D,2,324
Chord-Type,j7,None,381
Chord-Slash,D,2,336
Position,16,16,209
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,32,32,225
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,48,48,241
Tempo-Class,3,3,260
Tempo,170.00,45,307
Position,51,51,244
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,a,0,405
Backref-Referred,0,0,417
Note-Velocity,22,22,150
Note-On,61,61,61
Note-Duration,4,4,163
Position,55,55,248
Note-Velocity,25,25,153
Note-On,62,62,62
Note-Duration,3,3,162
Position,58,58,251
Note-Velocity,25,25,153
Note-On,66,66,66
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,163.33,43,305
Chord-Tone,D,2,324
Chord-Type,j7,None,381
Chord-Slash,D,2,336
Note-Velocity,21,21,149
Note-On,69,69,69
Note-Duration,2,2,161
Position,2,2,195
Note-Velocity,21,21,149
Note-On,73,73,73
Note-Duration,3,3,162
Position,7,7,200
Note-Velocity,26,26,154
Note-On,76,76,76
Note-Duration,25,25,184
Position,16,16,209
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,32,32,225
Tempo-Class,3,3,260
Tempo,150.00,39,301
Chord-Tone,Bb,10,332
Chord-Type,7913,None,375
Chord-Slash,Bb,10,344
Position,37,37,230
MLU-Type,line,0,398
MLU-Subtype,d,0,408
Backref-Distance,1,1,418
Note-Velocity,22,22,150
Note-On,73,73,73
Note-Duration,2,2,161
Position,40,40,233
Note-Velocity,23,23,151
Note-On,69,69,69
Note-Duration,2,2,161
Position,43,43,236
Note-Velocity,24,24,152
Note-On,66,66,66
Note-Duration,2,2,161
Position,46,46,239
Note-Velocity,25,25,153
Note-On,62,62,62
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,50,50,243
Note-Velocity,19,19,147
Note-On,61,61,61
Note-Duration,3,3,162
Position,54,54,247
Note-Velocity,21,21,149
Note-On,59,59,59
Note-Duration,3,3,162
Position,59,59,252
Note-Velocity,21,21,149
Note-On,58,58,58
Note-Duration,21,21,180
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,150.00,39,301
Chord-Tone,B,11,333
Chord-Type,j7,None,381
Chord-Slash,B,11,345
Position,16,16,209
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,32,32,225
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,38,38,231
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,cx,0,407
Note-Velocity,22,22,150
Note-On,46,46,46
Note-Duration,4,4,163
Position,42,42,235
Note-Velocity,22,22,150
Note-On,47,47,47
Note-Duration,2,2,161
Position,44,44,237
Note-Velocity,21,21,149
Note-On,51,51,51
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,3,3,260
Tempo,160.00,42,304
Note-Velocity,25,25,153
Note-On,54,54,54
Note-Duration,2,2,161
Position,51,51,244
Note-Velocity,23,23,151
Note-On,58,58,58
Note-Duration,3,3,162
Position,55,55,248
Note-Velocity,22,22,150
Note-On,55,55,55
Note-Duration,4,4,163
Position,59,59,252
Note-Velocity,19,19,147
Note-On,56,56,56
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,150.00,39,301
Chord-Tone,Ab,8,330
Chord-Type,j7,None,381
Chord-Slash,Ab,8,342
Note-Velocity,20,20,148
Note-On,58,58,58
Note-Duration,2,2,161
Position,1,1,194
Note-Velocity,23,23,151
Note-On,59,59,59
Note-Duration,3,3,162
Position,4,4,197
Note-Velocity,22,22,150
Note-On,60,60,60
Note-Duration,4,4,163
Position,10,10,203
Note-Velocity,23,23,151
Note-On,63,63,63
Note-Duration,3,3,162
Position,14,14,207
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,18,18,211
Note-Velocity,27,27,155
Note-On,70,70,70
Note-Duration,5,5,164
Position,23,23,216
Note-Velocity,25,25,153
Note-On,68,68,68
Note-Duration,4,4,163
Position,27,27,220
Note-Velocity,24,24,152
Note-On,67,67,67
Note-Duration,4,4,163
Position,31,31,224
Note-Velocity,24,24,152
Note-On,65,65,65
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,3,3,260
Tempo,156.67,41,303
Position,35,35,228
Note-Velocity,24,24,152
Note-On,63,63,63
Note-Duration,3,3,162
Position,39,39,232
Note-Velocity,23,23,151
Note-On,61,61,61
Note-Duration,3,3,162
Position,42,42,235
Note-Velocity,23,23,151
Note-On,60,60,60
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,3,3,260
Tempo,166.67,44,306
Note-Velocity,18,18,146
Note-On,58,58,58
Note-Duration,3,3,162
Position,51,51,244
Note-Velocity,18,18,146
Note-On,55,55,55
Note-Duration,8,8,167
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,156.67,41,303
Chord-Tone,F,5,327
Chord-Type,m7b5,None,386
Chord-Slash,F,5,339
Position,16,16,209
Tempo-Class,3,3,260
Tempo,166.67,44,306
Position,32,32,225
Tempo-Class,3,3,260
Tempo,163.33,43,305
Position,44,44,237
Phrase,0,0,393
MLU-Type,melody,0,399
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,3,3,260
Tempo,153.33,40,302
Note-Velocity,23,23,151
Note-On,71,71,71
Note-Duration,3,3,162
Position,51,51,244
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,8,8,167
Position,62,62,255
Note-Velocity,26,26,154
Note-On,68,68,68
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,156.67,41,303
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,4,4,197
Note-Velocity,24,24,152
Note-On,66,66,66
Note-Duration,6,6,165
Position,11,11,204
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,3,3,162
Position,14,14,207
Note-Velocity,23,23,151
Note-On,66,66,66
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,19,19,212
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,9,9,168
Position,28,28,221
Note-Velocity,24,24,152
Note-On,63,63,63
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,37,37,230
Note-Velocity,23,23,151
Note-On,61,61,61
Note-Duration,6,6,165
Position,44,44,237
Note-Velocity,22,22,150
Note-On,59,59,59
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,51,51,244
Note-Velocity,21,21,149
Note-On,54,54,54
Note-Duration,7,7,166
Position,61,61,254
Note-Velocity,18,18,146
Note-On,51,51,51
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,156.67,41,303
Chord-Tone,E,4,326
Chord-Type,6911#,None,367
Chord-Slash,E,4,338
Position,2,2,195
Note-Velocity,19,19,147
Note-On,58,58,58
Note-Duration,16,16,175
Position,16,16,209
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,19,19,212
Note-Velocity,18,18,146
Note-On,59,59,59
Note-Duration,7,7,166
Position,27,27,220
Note-Velocity,19,19,147
Note-On,56,56,56
Note-Duration,17,17,176
Position,32,32,225
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,48,48,241
Tempo-Class,3,3,260
Tempo,153.33,40,302
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,163.33,43,305
Chord-Tone,E,4,326
Chord-Type,6911#,None,367
Chord-Slash,E,4,338
Position,16,16,209
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,29,29,222
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,i,0,409
Note-Velocity,25,25,153
Note-On,68,68,68
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,34,34,227
Note-Velocity,24,24,152
Note-On,70,70,70
Note-Duration,6,6,165
Position,40,40,233
Note-Velocity,23,23,151
Note-On,66,66,66
Note-Duration,3,3,162
Position,44,44,237
Note-Velocity,24,24,152
Note-On,68,68,68
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,49,49,242
Note-Velocity,25,25,153
Note-On,64,64,64
Note-Duration,5,5,164
Position,54,54,247
Note-Velocity,23,23,151
Note-On,66,66,66
Note-Duration,4,4,163
Position,59,59,252
Note-Velocity,20,20,148
Note-On,61,61,61
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,153.33,40,302
Chord-Tone,E,4,326
Chord-Type,6911#,None,367
Chord-Slash,E,4,338
Position,1,1,194
Note-Velocity,24,24,152
Note-On,64,64,64
