EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,60.00,4,266
Position,16,16,209
Tempo-Class,0,0,257
Tempo,57.50,3,265
Position,32,32,225
Tempo-Class,0,0,257
Tempo,57.50,3,265
Position,48,48,241
Tempo-Class,0,0,257
Tempo,60.00,4,266
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,B,B,430
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,60.00,4,266
Chord-Tone,D,2,324
Chord-Type,j7,None,381
Chord-Slash,D,2,336
Position,9,9,202
Phrase,0,0,393
MLU-Type,theme,0,401
Note-Velocity,17,17,145
Note-On,50,50,50
Note-Duration,4,4,163
Position,13,13,206
Note-Velocity,18,18,146
Note-On,50,50,50
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,0,0,257
Tempo,62.50,5,267
Position,17,17,210
Note-Velocity,19,19,147
Note-On,50,50,50
Note-Duration,3,3,162
Position,19,19,212
Note-Velocity,20,20,148
Note-On,52,52,52
Note-Duration,3,3,162
Position,22,22,215
Note-Velocity,20,20,148
Note-On,54,54,54
Note-Duration,3,3,162
Position,26,26,219
Note-Velocity,20,20,148
Note-On,57,57,57
Note-Duration,3,3,162
Position,29,29,222
Note-Velocity,19,19,147
Note-On,57,57,57
Note-Duration,1,1,160
Position,30,30,223
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Backref-Referred,0,0,417
Note-Velocity,20,20,148
Note-On,54,54,54
Note-Duration,2,2,161
Position,32,32,225
Tempo-Class,0,0,257
Tempo,67.50,7,269
Chord-Tone,E,4,326
Chord-Type,-7,None,357
Chord-Slash,E,4,338
Position,33,33,226
Note-Velocity,19,19,147
Note-On,55,55,55
Note-Duration,4,4,163
Position,37,37,230
Note-Velocity,22,22,150
Note-On,57,57,57
Note-Duration,3,3,162
Position,40,40,233
Note-Velocity,20,20,148
Note-On,59,59,59
Note-Duration,3,3,162
Position,44,44,237
Note-Velocity,22,22,150
Note-On,61,61,61
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,0,0,257
Tempo,65.00,6,268
Note-Velocity,22,22,150
Note-On,62,62,62
Note-Duration,5,5,164
Position,53,53,246
Note-Velocity,23,23,151
Note-On,64,64,64
Note-Duration,3,3,162
Position,56,56,249
Note-Velocity,22,22,150
Note-On,66,66,66
Note-Duration,3,3,162
Position,60,60,253
Note-Velocity,22,22,150
Note-On,69,69,69
Note-Duration,3,3,162
Position,63,63,256
Note-Velocity,21,21,149
Note-On,66,66,66
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,67.50,7,269
Chord-Tone,D,2,324
Chord-Type,,None,346
Chord-Slash,F#,6,340
Position,3,3,196
Note-Velocity,19,19,147
Note-On,71,71,71
Note-Duration,3,3,162
Position,7,7,200
Note-Velocity,20,20,148
Note-On,69,69,69
Note-Duration,2,2,161
Position,9,9,202
Note-Velocity,20,20,148
Note-On,66,66,66
Note-Duration,3,3,162
Position,12,12,205
Note-Velocity,22,22,150
Note-On,64,64,64
Note-Duration,3,3,162
Position,15,15,208
Note-Velocity,19,19,147
Note-On,66,66,66
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,0,0,257
Tempo,70.00,8,270
Position,19,19,212
Note-Velocity,19,19,147
Note-On,61,61,61
Note-Duration,2,2,161
Position,21,21,214
Note-Velocity,17,17,145
Note-On,59,59,59
Note-Duration,2,2,161
Position,23,23,216
Note-Velocity,20,20,148
Note-On,64,64,64
Note-Duration,3,3,162
Position,26,26,219
Note-Velocity,19,19,147
Note-On,61,61,61
Note-Duration,2,2,161
Position,28,28,221
Note-Velocity,18,18,146
Note-On,56,56,56
Note-Duration,1,1,160
Position,29,29,222
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,1,1,160
Position,31,31,224
Note-Velocity,18,18,146
Note-On,54,54,54
Note-Duration,2,2,161
Position,32,32,225
Tempo-Class,0,0,257
Tempo,67.50,7,269
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,34,34,227
Note-Velocity,18,18,146
Note-On,59,59,59
Note-Duration,5,5,164
Position,40,40,233
Note-Velocity,18,18,146
Note-On,55,55,55
Note-Duration,3,3,162
Position,44,44,237
Note-Velocity,16,16,144
Note-On,56,56,56
Note-Duration,3,3,162
Position,47,47,240
Note-Velocity,20,20,148
Note-On,57,57,57
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,0,0,257
Tempo,67.50,7,269
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,67.50,7,269
Chord-Tone,F#,6,328
Chord-Type,-7,None,357
Chord-Slash,F#,6,340
Position,5,5,198
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,21,21,149
Note-On,55,55,55
Note-Duration,1,1,160
Position,6,6,199
Note-Velocity,20,20,148
Note-On,57,57,57
Note-Duration,1,1,160
Position,7,7,200
Note-Velocity,19,19,147
Note-On,55,55,55
Note-Duration,2,2,161
Position,10,10,203
Note-Velocity,19,19,147
Note-On,54,54,54
Note-Duration,2,2,161
Position,13,13,206
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,2,2,161
Position,14,14,207
Note-Velocity,17,17,145
Note-On,59,59,59
Note-Duration,1,1,160
Position,15,15,208
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,1,1,160
Position,16,16,209
Tempo-Class,0,0,257
Tempo,65.00,6,268
Chord-Tone,B,11,333
Chord-Type,-7,None,357
Chord-Slash,B,11,345
Note-Velocity,20,20,148
Note-On,64,64,64
Note-Duration,3,3,162
Position,20,20,213
Note-Velocity,16,16,144
Note-On,61,61,61
Note-Duration,1,1,160
Position,21,21,214
Note-Velocity,20,20,148
Note-On,62,62,62
Note-Duration,2,2,161
Position,23,23,216
Note-Velocity,17,17,145
Note-On,59,59,59
Note-Duration,2,2,161
Position,25,25,218
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,2,2,161
Position,29,29,222
Note-Velocity,14,14,142
Note-On,57,57,57
Note-Duration,2,2,161
Position,31,31,224
Note-Velocity,20,20,148
Note-On,59,59,59
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,0,0,257
Tempo,67.50,7,269
Chord-Tone,E,4,326
Chord-Type,-7,None,357
Chord-Slash,E,4,338
Position,34,34,227
Note-Velocity,19,19,147
Note-On,55,55,55
Note-Duration,2,2,161
Position,36,36,229
Note-Velocity,19,19,147
Note-On,57,57,57
Note-Duration,3,3,162
Position,43,43,236
Note-Velocity,17,17,145
Note-On,54,54,54
Note-Duration,2,2,161
Position,48,48,241
Tempo-Class,0,0,257
Tempo,65.00,6,268
Chord-Tone,A,9,331
Chord-Type,7,None,368
Chord-Slash,A,9,343
Position,54,54,247
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Backref-Distance,2,2,419
Note-Velocity,21,21,149
Note-On,55,55,55
Note-Duration,2,2,161
Position,56,56,249
Note-Velocity,20,20,148
Note-On,54,54,54
Note-Duration,1,1,160
Position,57,57,250
Note-Velocity,20,20,148
Note-On,52,52,52
Note-Duration,1,1,160
Position,59,59,252
Note-Velocity,18,18,146
Note-On,51,51,51
Note-Duration,1,1,160
Position,60,60,253
Note-Velocity,18,18,146
Note-On,50,50,50
Note-Duration,2,2,161
Position,63,63,256
Note-Velocity,18,18,146
Note-On,49,49,49
Note-Duration,2,2,161
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,65.00,6,268
Chord-Tone,D,2,324
Chord-Type,j7,None,381
Chord-Slash,D,2,336
Position,1,1,194
Note-Velocity,18,18,146
Note-On,52,52,52
Note-Duration,3,3,162
Position,5,5,198
Note-Velocity,15,15,143
Note-On,50,50,50
Note-Duration,4,4,163
Position,11,11,204
Note-Velocity,14,14,142
Note-On,50,50,50
Note-Duration,2,2,161
Position,14,14,207
Note-Velocity,15,15,143
Note-On,50,50,50
Note-Duration,2,2,161
Position,16,16,209
Tempo-Class,0,0,257
Tempo,65.00,6,268
Position,17,17,210
Note-Velocity,17,17,145
Note-On,52,52,52
Note-Duration,2,2,161
Position,19,19,212
Note-Velocity,19,19,147
Note-On,50,50,50
Note-Duration,1,1,160
Position,20,20,213
Note-Velocity,19,19,147
Note-On,49,49,49
Note-Duration,2,2,161
Position,24,24,217
Note-Velocity,19,19,147
Note-On,50,50,50
Note-Duration,2,2,161
Position,27,27,220
Note-Velocity,21,21,149
Note-On,52,52,52
Note-Duration,3,3,162
Position,30,30,223
Note-Velocity,19,19,147
Note-On,55,55,55
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,0,0,257
Tempo,70.00,8,270
Position,34,34,227
Note-Velocity,18,18,146
Note-On,50,50,50
Note-Duration,3,3,162
Position,37,37,230
Note-Velocity,21,21,149
Note-On,55,55,55
Note-Duration,3,3,162
Position,40,40,233
Note-Velocity,19,19,147
Note-On,59,59,59
Note-Duration,3,3,162
Position,44,44,237
Note-Velocity,23,23,151
Note-On,62,62,62
Note-Duration,3,3,162
Position,47,47,240
Note-Velocity,21,21,149
Note-On,67,67,67
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,0,0,257
