EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,32,32,225
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,48,48,241
Tempo-Class,3,3,260
Tempo,150.00,39,301
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,146.67,38,300
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,20,20,213
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,19,19,147
Note-On,58,58,58
Note-Duration,6,6,165
Position,26,26,219
Note-Velocity,26,26,154
Note-On,61,61,61
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,34,34,227
Note-Velocity,25,25,153
Note-On,63,63,63
Note-Duration,15,15,174
Position,48,48,241
Tempo-Class,3,3,260
Tempo,146.67,38,300
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,146.67,38,300
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,6,6,199
Note-Velocity,21,21,149
Note-On,58,58,58
Note-Duration,5,5,164
Position,13,13,206
Note-Velocity,26,26,154
Note-On,61,61,61
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,18,18,211
Note-Velocity,27,27,155
Note-On,63,63,63
Note-Duration,4,4,163
Position,24,24,217
Note-Velocity,20,20,148
Note-On,66,66,66
Note-Duration,3,3,162
Position,27,27,220
Note-Velocity,25,25,153
Note-On,64,64,64
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,3,3,260
Tempo,146.67,38,300
Note-Velocity,28,28,156
Note-On,63,63,63
Note-Duration,4,4,163
Position,37,37,230
Note-Velocity,25,25,153
Note-On,61,61,61
Note-Duration,7,7,166
Position,44,44,237
Note-Velocity,22,22,150
Note-On,58,58,58
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,52,52,245
Note-Velocity,23,23,151
Note-On,53,53,53
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,150.00,39,301
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Note-Velocity,27,27,155
Note-On,53,53,53
Note-Duration,6,6,165
Position,5,5,198
Note-Velocity,21,21,149
Note-On,50,50,50
Note-Duration,19,19,178
Position,16,16,209
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,27,27,220
Note-Velocity,25,25,153
Note-On,58,58,58
Note-Duration,15,15,174
Position,32,32,225
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,48,48,241
Tempo-Class,3,3,260
Tempo,160.00,42,304
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,D,2,324
Chord-Type,-7,None,357
Chord-Slash,D,2,336
Position,15,15,208
Note-Velocity,26,26,154
Note-On,49,49,49
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,20,20,213
Note-Velocity,24,24,152
Note-On,50,50,50
Note-Duration,25,25,184
Position,32,32,225
Tempo-Class,3,3,260
Tempo,150.00,39,301
Chord-Tone,G,7,329
Chord-Type,7,None,368
Chord-Slash,G,7,341
Position,44,44,237
Note-Velocity,23,23,151
Note-On,56,56,56
Note-Duration,27,27,186
Position,48,48,241
Tempo-Class,3,3,260
Tempo,150.00,39,301
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,160.00,42,304
Chord-Tone,C,0,322
Chord-Type,-7,None,357
Chord-Slash,C,0,334
Position,16,16,209
Tempo-Class,3,3,260
Tempo,146.67,38,300
Position,32,32,225
Tempo-Class,3,3,260
Tempo,156.67,41,303
Position,42,42,235
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,26,26,154
Note-On,55,55,55
Note-Duration,3,3,162
Position,46,46,239
Note-Velocity,25,25,153
Note-On,53,53,53
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,51,51,244
Note-Velocity,25,25,153
Note-On,52,52,52
Note-Duration,3,3,162
Position,55,55,248
Note-Velocity,24,24,152
Note-On,55,55,55
Note-Duration,3,3,162
Position,59,59,252
Note-Velocity,25,25,153
Note-On,58,58,58
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,163.33,43,305
Chord-Tone,F,5,327
Chord-Type,7,None,368
Chord-Slash,F,5,339
Note-Velocity,28,28,156
Note-On,62,62,62
Note-Duration,3,3,162
Position,3,3,196
Note-Velocity,29,29,157
Note-On,61,61,61
Note-Duration,4,4,163
Position,8,8,201
Note-Velocity,27,27,155
Note-On,56,56,56
Note-Duration,5,5,164
Position,13,13,206
Note-Velocity,24,24,152
Note-On,53,53,53
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,3,3,260
Tempo,160.00,42,304
Position,18,18,211
Note-Velocity,26,26,154
Note-On,51,51,51
Note-Duration,3,3,162
Position,22,22,215
Note-Velocity,22,22,150
Note-On,49,49,49
Note-Duration,3,3,162
Position,27,27,220
Note-Velocity,22,22,150
Note-On,50,50,50
Note-Duration,3,3,162
Position,31,31,224
Note-Velocity,23,23,151
Note-On,53,53,53
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,3,3,260
Tempo,150.00,39,301
Position,35,35,228
Note-Velocity,24,24,152
Note-On,57,57,57
Note-Duration,3,3,162
Position,38,38,231
Note-Velocity,22,22,150
Note-On,60,60,60
Note-Duration,24,24,183
Position,48,48,241
Tempo-Class,3,3,260
Tempo,150.00,39,301
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,156.67,41,303
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,16,16,209
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,26,26,219
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,23,23,151
Note-On,55,55,55
Note-Duration,2,2,161
Position,29,29,222
Note-Velocity,27,27,155
Note-On,53,53,53
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,3,3,260
Tempo,146.67,38,300
Note-Velocity,23,23,151
Note-On,51,51,51
Note-Duration,4,4,163
Position,44,44,237
Note-Velocity,26,26,154
Note-On,53,53,53
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,51,51,244
Note-Velocity,25,25,153
Note-On,58,58,58
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,150.00,39,301
Chord-Tone,C,0,322
Chord-Type,-7,None,357
Chord-Slash,C,0,334
Position,4,4,197
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Note-Velocity,23,23,151
Note-On,51,51,51
Note-Duration,8,8,167
Position,13,13,206
Note-Velocity,27,27,155
Note-On,55,55,55
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,18,18,211
Note-Velocity,27,27,155
Note-On,58,58,58
Note-Duration,9,9,168
Position,28,28,221
Note-Velocity,21,21,149
Note-On,56,56,56
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,3,3,260
Tempo,150.00,39,301
Chord-Tone,F,5,327
Chord-Type,7,None,368
Chord-Slash,F,5,339
Position,44,44,237
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,26,26,154
Note-On,55,55,55
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,3,3,260
Tempo,156.67,41,303
Position,49,49,242
Note-Velocity,24,24,152
Note-On,58,58,58
Note-Duration,26,26,185
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,160.00,42,304
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,16,16,209
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,28,28,221
Note-Velocity,26,26,154
Note-On,60,60,60
Note-Duration,3,3,162
Position,31,31,224
Note-Velocity,25,25,153
Note-On,58,58,58
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,35,35,228
Note-Velocity,24,24,152
Note-On,57,57,57
Note-Duration,8,8,167
Position,43,43,236
Note-Velocity,20,20,148
Note-On,58,58,58
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,3,3,260
Tempo,153.33,40,302
Position,49,49,242
Note-Velocity,27,27,155
Note-On,62,62,62
Note-Duration,9,9,168
Position,59,59,252
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,153.33,40,302
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,2,2,195
Note-Velocity,25,25,153
Note-On,70,70,70
Note-Duration,11,11,170
Position,15,15,208
Note-Velocity,20,20,148
Note-On,70,70,70
Note-Duration,21,21,180
Position,16,16,209
