EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,16,16,209
Tempo-Class,1,1,258
Tempo,105.00,22,284
Position,32,32,225
Tempo-Class,1,1,258
Tempo,97.50,19,281
Position,48,48,241
Tempo-Class,1,1,258
Tempo,97.50,19,281
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,105.00,22,284
Chord-Tone,Eb,3,325
Chord-Type,,None,346
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,1,1,258
Tempo,100.00,20,282
Position,17,17,210
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,15,15,143
Note-On,69,69,69
Note-Duration,7,7,166
Position,25,25,218
Note-Velocity,25,25,153
Note-On,70,70,70
Note-Duration,4,4,163
Position,30,30,223
Note-Velocity,22,22,150
Note-On,75,75,75
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,1,1,258
Tempo,95.00,18,280
Position,41,41,234
Note-Velocity,14,14,142
Note-On,69,69,69
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,1,1,258
Tempo,97.50,19,281
Note-Velocity,24,24,152
Note-On,70,70,70
Note-Duration,8,8,167
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,102.50,21,283
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,4,4,163
Position,5,5,198
Note-Velocity,16,16,144
Note-On,61,61,61
Note-Duration,3,3,162
Position,8,8,201
Note-Velocity,18,18,146
Note-On,63,63,63
Note-Duration,5,5,164
Position,14,14,207
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,1,1,258
Tempo,100.00,20,282
Position,21,21,214
Note-Velocity,22,22,150
Note-On,66,66,66
Note-Duration,3,3,162
Position,25,25,218
Note-Velocity,18,18,146
Note-On,69,69,69
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,1,1,258
Tempo,95.00,18,280
Note-Velocity,27,27,155
Note-On,74,74,74
Note-Duration,14,14,173
Position,48,48,241
Tempo-Class,1,1,258
Tempo,105.00,22,284
Note-Velocity,20,20,148
Note-On,72,72,72
Note-Duration,7,7,166
Position,55,55,248
Note-Velocity,19,19,147
Note-On,75,75,75
Note-Duration,5,5,164
Position,61,61,254
Note-Velocity,16,16,144
Note-On,72,72,72
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,100.00,20,282
Chord-Tone,Eb,3,325
Chord-Type,,None,346
Chord-Slash,Eb,3,337
Note-Velocity,17,17,145
Note-On,68,68,68
Note-Duration,4,4,163
Position,9,9,202
Note-Velocity,21,21,149
Note-On,70,70,70
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,1,1,258
Tempo,100.00,20,282
Position,32,32,225
Tempo-Class,1,1,258
Tempo,97.50,19,281
Note-Velocity,13,13,141
Note-On,67,67,67
Note-Duration,5,5,164
Position,40,40,233
Note-Velocity,25,25,153
Note-On,68,68,68
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,1,1,258
Tempo,97.50,19,281
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,3,3,162
Position,55,55,248
Note-Velocity,17,17,145
Note-On,67,67,67
Note-Duration,4,4,163
Position,60,60,253
Note-Velocity,18,18,146
Note-On,68,68,68
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,105.00,22,284
Chord-Tone,C,0,322
Chord-Type,+7,None,348
Chord-Slash,C,0,334
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,3,3,162
Position,4,4,197
Note-Velocity,14,14,142
Note-On,63,63,63
Note-Duration,3,3,162
Position,9,9,202
Note-Velocity,15,15,143
Note-On,58,58,58
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,1,1,258
Tempo,105.00,22,284
Note-Velocity,17,17,145
Note-On,58,58,58
Note-Duration,5,5,164
Position,23,23,216
MLU-Type,line,0,398
MLU-Subtype,d,0,408
Note-Velocity,17,17,145
Note-On,71,71,71
Note-Duration,2,2,161
Position,25,25,218
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,1,1,160
Position,27,27,220
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,1,1,160
Position,29,29,222
Note-Velocity,23,23,151
Note-On,66,66,66
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,1,1,258
Tempo,95.00,18,280
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,33,33,226
Note-Velocity,20,20,148
Note-On,64,64,64
Note-Duration,2,2,161
Position,35,35,228
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,2,2,161
Position,38,38,231
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,3,3,162
Position,41,41,234
Note-Velocity,21,21,149
Note-On,60,60,60
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,1,1,258
Tempo,97.50,19,281
Note-Velocity,16,16,144
Note-On,59,59,59
Note-Duration,6,6,165
Position,56,56,249
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,100.00,20,282
Chord-Tone,F,5,327
Chord-Type,7,None,368
Chord-Slash,F,5,339
Note-Velocity,17,17,145
Note-On,57,57,57
Note-Duration,8,8,167
Position,13,13,206
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,16,16,144
Note-On,57,57,57
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,1,1,258
Tempo,97.50,19,281
Position,18,18,211
Note-Velocity,22,22,150
Note-On,60,60,60
Note-Duration,2,2,161
Position,21,21,214
Note-Velocity,15,15,143
Note-On,63,63,63
Note-Duration,3,3,162
Position,25,25,218
Note-Velocity,17,17,145
Note-On,67,67,67
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,1,1,258
Tempo,97.50,19,281
Note-Velocity,19,19,147
Note-On,72,72,72
Note-Duration,8,8,167
Position,44,44,237
Note-Velocity,18,18,146
Note-On,67,67,67
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,1,1,258
Tempo,97.50,19,281
Position,55,55,248
Note-Velocity,19,19,147
Note-On,80,80,80
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,102.50,21,283
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,7,7,200
Note-Velocity,17,17,145
Note-On,70,70,70
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,1,1,258
Tempo,97.50,19,281
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,3,3,162
Position,18,18,211
Note-Velocity,17,17,145
Note-On,59,59,59
Note-Duration,2,2,161
Position,21,21,214
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,3,3,162
Position,25,25,218
Note-Velocity,20,20,148
Note-On,65,65,65
Note-Duration,3,3,162
Position,29,29,222
Note-Velocity,13,13,141
Note-On,68,68,68
Note-Duration,2,2,161
Position,32,32,225
Tempo-Class,1,1,258
Tempo,102.50,21,283
Note-Velocity,22,22,150
Note-On,72,72,72
Note-Duration,10,10,169
Position,44,44,237
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,10,10,169
Position,48,48,241
Tempo-Class,1,1,258
Tempo,97.50,19,281
Position,56,56,249
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,97.50,19,281
Chord-Tone,Eb,3,325
Chord-Type,,None,346
Chord-Slash,Eb,3,337
Position,13,13,206
Note-Velocity,18,18,146
Note-On,63,63,63
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,1,1,258
Tempo,97.50,19,281
Position,17,17,210
Note-Velocity,14,14,142
Note-On,65,65,65
Note-Duration,3,3,162
Position,21,21,214
Note-Velocity,18,18,146
Note-On,67,67,67
Note-Duration,2,2,161
Position,24,24,217
Note-Velocity,25,25,153
Note-On,70,70,70
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,1,1,258
Tempo,102.50,21,283
Note-Velocity,25,25,153
Note-On,70,70,70
Note-Duration,7,7,166
Position,40,40,233
Note-Velocity,18,18,146
Note-On,72,72,72
Note-Duration,3,3,162
Position,44,44,237
Note-Velocity,15,15,143
Note-On,78,78,78
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,1,1,258
Tempo,100.00,20,282
Position,56,56,249
Note-Velocity,18,18,146
Note-On,77,77,77
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,100.00,20,282
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,6,6,199
Note-Velocity,17,17,145
Note-On,77,77,77
Note-Duration,4,4,163
Position,12,12,205
Note-Velocity,15,15,143
Note-On,84,84,84
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,1,1,258
Tempo,97.50,19,281
Note-Velocity,16,16,144
Note-On,87,87,87
Note-Duration,5,5,164
Position,21,21,214
Note-Velocity,13,13,141
Note-On,80,80,80
