EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,16,16,209
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,32,32,225
Tempo-Class,4,4,261
Tempo,215.00,51,313
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,16,16,209
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,32,32,225
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,42,42,235
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,a,0,405
Backref-Referred,0,0,417
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,4,4,261
Tempo,226.67,52,314
Position,50,50,243
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,6,6,165
Position,58,58,251
Note-Velocity,20,20,148
Note-On,70,70,70
Note-Duration,5,5,164
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,215.00,51,313
Chord-Tone,Bb,10,332
Chord-Type,,None,346
Chord-Slash,Bb,10,344
Note-Velocity,21,21,149
Note-On,73,73,73
Note-Duration,3,3,162
Position,3,3,196
MLU-Type,rhythm,0,400
MLU-Subtype,si,0,415
Note-Velocity,25,25,153
Note-On,74,74,74
Note-Duration,5,5,164
Position,11,11,204
Note-Velocity,25,25,153
Note-On,74,74,74
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,4,4,261
Tempo,215.00,51,313
Position,18,18,211
Note-Velocity,25,25,153
Note-On,74,74,74
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,4,4,261
Tempo,203.33,50,312
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,35,35,228
Note-Velocity,25,25,153
Note-On,74,74,74
Note-Duration,6,6,165
Position,45,45,238
Note-Velocity,23,23,151
Note-On,73,73,73
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,49,49,242
Note-Velocity,25,25,153
Note-On,74,74,74
Note-Duration,5,5,164
Position,60,60,253
Note-Velocity,25,25,153
Note-On,74,74,74
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,G,7,329
Chord-Type,7,None,368
Chord-Slash,G,7,341
Position,3,3,196
Note-Velocity,25,25,153
Note-On,74,74,74
Note-Duration,8,8,167
Position,13,13,206
Note-Velocity,24,24,152
Note-On,74,74,74
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,26,26,219
Note-Velocity,24,24,152
Note-On,74,74,74
Note-Duration,26,26,185
Position,32,32,225
Tempo-Class,4,4,261
Tempo,215.00,51,313
Position,48,48,241
Tempo-Class,4,4,261
Tempo,203.33,50,312
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,215.00,51,313
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,18,18,146
Note-On,67,67,67
Note-Duration,7,7,166
Position,8,8,201
Note-Velocity,16,16,144
Note-On,69,69,69
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,203.33,50,312
Note-Velocity,19,19,147
Note-On,70,70,70
Note-Duration,6,6,165
Position,24,24,217
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,6,6,165
Position,31,31,224
Note-Velocity,25,25,153
Note-On,74,74,74
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,39,39,232
Note-Velocity,25,25,153
Note-On,79,79,79
Note-Duration,6,6,165
Position,46,46,239
Note-Velocity,26,26,154
Note-On,74,74,74
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,4,4,261
Tempo,226.67,52,314
Position,55,55,248
Note-Velocity,19,19,147
Note-On,70,70,70
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,215.00,51,313
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Note-Velocity,18,18,146
Note-On,69,69,69
Note-Duration,8,8,167
Position,11,11,204
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,27,27,220
Note-Velocity,18,18,146
Note-On,69,69,69
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,4,4,261
Tempo,215.00,51,313
Position,41,41,234
Note-Velocity,17,17,145
Note-On,67,67,67
Note-Duration,15,15,174
Position,48,48,241
Tempo-Class,4,4,261
Tempo,203.33,50,312
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,215.00,51,313
Chord-Tone,F,5,327
Chord-Type,7,None,368
Chord-Slash,F,5,339
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,19,19,212
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,23,23,151
Note-On,68,68,68
Note-Duration,5,5,164
Position,24,24,217
Note-Velocity,18,18,146
Note-On,69,69,69
Note-Duration,5,5,164
Position,31,31,224
Note-Velocity,27,27,155
Note-On,74,74,74
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,4,4,261
Tempo,203.33,50,312
Chord-Tone,F#,6,328
Chord-Type,o,None,387
Chord-Slash,F#,6,340
Position,40,40,233
Note-Velocity,27,27,155
Note-On,73,73,73
Note-Duration,5,5,164
Position,46,46,239
Note-Velocity,26,26,154
Note-On,72,72,72
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,4,4,261
Tempo,215.00,51,313
Position,57,57,250
Note-Velocity,16,16,144
Note-On,70,70,70
Note-Duration,22,22,181
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,215.00,51,313
Chord-Tone,G,7,329
Chord-Type,-,None,354
Chord-Slash,G,7,341
Position,16,16,209
Tempo-Class,4,4,261
Tempo,215.00,51,313
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Note-Velocity,27,27,155
Note-On,73,73,73
Note-Duration,5,5,164
Position,37,37,230
Note-Velocity,27,27,155
Note-On,74,74,74
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,4,4,261
Tempo,203.33,50,312
Note-Velocity,27,27,155
Note-On,73,73,73
Note-Duration,8,8,167
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Note-Velocity,27,27,155
Note-On,72,72,72
Note-Duration,9,9,168
Position,10,10,203
Note-Velocity,27,27,155
Note-On,74,74,74
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,17,17,210
Note-Velocity,26,26,154
Note-On,72,72,72
Note-Duration,8,8,167
Position,25,25,218
Note-Velocity,18,18,146
Note-On,67,67,67
Note-Duration,6,6,165
Position,31,31,224
Note-Velocity,27,27,155
Note-On,72,72,72
Note-Duration,11,11,170
Position,32,32,225
Tempo-Class,4,4,261
Tempo,215.00,51,313
Position,41,41,234
Note-Velocity,27,27,155
Note-On,74,74,74
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,215.00,51,313
Position,49,49,242
Note-Velocity,26,26,154
Note-On,72,72,72
Note-Duration,6,6,165
Position,58,58,251
Note-Velocity,20,20,148
Note-On,72,72,72
Note-Duration,24,24,183
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,215.00,51,313
Chord-Tone,F,5,327
Chord-Type,7,None,368
Chord-Slash,F,5,339
Position,16,16,209
Tempo-Class,4,4,261
Tempo,215.00,51,313
Position,32,32,225
Tempo-Class,4,4,261
Tempo,215.00,51,313
Position,42,42,235
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,4,4,421
Note-Velocity,26,26,154
Note-On,73,73,73
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,52,52,245
Note-Velocity,27,27,155
Note-On,74,74,74
Note-Duration,6,6,165
Position,59,59,252
Note-Velocity,24,24,152
Note-On,77,77,77
Note-Duration,6,6,165
Rep-End,1,1,445
Part-End,A,A,434
Part-Start,B,B,430
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,215.00,51,313
Chord-Tone,Bb,10,332
Chord-Type,,None,346
Chord-Slash,Bb,10,344
Position,3,3,196
Note-Velocity,26,26,154
Note-On,74,74,74
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,203.33,50,312
Position,19,19,212
Note-Velocity,27,27,155
Note-On,74,74,74
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,35,35,228
Note-Velocity,26,26,154
Note-On,74,74,74
Note-Duration,8,8,167
