EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,32,32,225
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,35,35,228
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,i,0,409
Note-Velocity,13,13,141
Note-On,72,72,72
Note-Duration,32,32,191
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,7,7,200
Note-Velocity,17,17,145
Note-On,70,70,70
Note-Duration,5,5,164
Position,12,12,205
Note-Velocity,19,19,147
Note-On,70,70,70
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,17,17,210
Note-Velocity,21,21,149
Note-On,70,70,70
Note-Duration,4,4,163
Position,22,22,215
Note-Velocity,21,21,149
Note-On,69,69,69
Note-Duration,4,4,163
Position,27,27,220
Note-Velocity,22,22,150
Note-On,69,69,69
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,2,2,259
Tempo,127.50,31,293
Note-Velocity,23,23,151
Note-On,69,69,69
Note-Duration,4,4,163
Position,37,37,230
Note-Velocity,21,21,149
Note-On,67,67,67
Note-Duration,4,4,163
Position,42,42,235
Note-Velocity,21,21,149
Note-On,67,67,67
Note-Duration,5,5,164
Position,47,47,240
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,53,53,246
Note-Velocity,20,20,148
Note-On,65,65,65
Note-Duration,5,5,164
Position,58,58,251
Note-Velocity,20,20,148
Note-On,65,65,65
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,132.50,33,295
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,5,5,164
Position,5,5,198
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,5,5,164
Position,11,11,204
Note-Velocity,20,20,148
Note-On,64,64,64
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,2,2,259
Tempo,120.00,28,290
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,5,5,164
Position,21,21,214
Note-Velocity,19,19,147
Note-On,62,62,62
Note-Duration,5,5,164
Position,26,26,219
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,2,2,259
Tempo,122.50,29,291
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,4,4,163
Position,37,37,230
Note-Velocity,16,16,144
Note-On,61,61,61
Note-Duration,4,4,163
Position,42,42,235
Note-Velocity,17,17,145
Note-On,61,61,61
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,2,2,259
Tempo,135.00,34,296
Note-Velocity,17,17,145
Note-On,61,61,61
Note-Duration,5,5,164
Position,53,53,246
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,4,4,163
Position,57,57,250
Note-Velocity,16,16,144
Note-On,61,61,61
Note-Duration,5,5,164
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,122.50,29,291
Chord-Tone,D,2,324
Chord-Type,-,None,354
Chord-Slash,D,2,336
Note-Velocity,19,19,147
Note-On,62,62,62
Note-Duration,4,4,163
Position,6,6,199
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,3,3,162
Position,10,10,203
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,2,2,259
Tempo,120.00,28,290
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,44,44,237
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,50,50,243
Note-Velocity,18,18,146
Note-On,64,64,64
Note-Duration,4,4,163
Position,60,60,253
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,125.00,30,292
Chord-Tone,E,4,326
Chord-Type,m7b5,None,386
Chord-Slash,E,4,338
Position,1,1,194
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,4,4,163
Position,7,7,200
Note-Velocity,14,14,142
Note-On,57,57,57
Note-Duration,3,3,162
Position,11,11,204
Note-Velocity,17,17,145
Note-On,58,58,58
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,17,17,210
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,5,5,164
Position,23,23,216
Note-Velocity,16,16,144
Note-On,57,57,57
Note-Duration,4,4,163
Position,28,28,221
Note-Velocity,17,17,145
Note-On,58,58,58
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,2,2,259
Tempo,120.00,28,290
Chord-Tone,A,9,331
Chord-Type,79b,None,377
Chord-Slash,A,9,343
Position,34,34,227
Note-Velocity,20,20,148
Note-On,63,63,63
Note-Duration,5,5,164
Position,39,39,232
Note-Velocity,16,16,144
Note-On,60,60,60
Note-Duration,3,3,162
Position,43,43,236
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,49,49,242
Note-Velocity,20,20,148
Note-On,63,63,63
Note-Duration,5,5,164
Position,55,55,248
Note-Velocity,15,15,143
Note-On,60,60,60
Note-Duration,2,2,161
Position,59,59,252
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,D,2,324
Chord-Type,-,None,354
Chord-Slash,D,2,336
Position,1,1,194
Note-Velocity,20,20,148
Note-On,64,64,64
Note-Duration,20,20,179
Position,16,16,209
Tempo-Class,2,2,259
Tempo,132.50,33,295
Position,23,23,216
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,3,3,162
Position,27,27,220
Note-Velocity,19,19,147
Note-On,62,62,62
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,33,33,226
Note-Velocity,20,20,148
Note-On,64,64,64
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,54,54,247
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,19,19,147
Note-On,62,62,62
Note-Duration,3,3,162
Position,59,59,252
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,E,4,326
Chord-Type,m7b5,None,386
Chord-Slash,E,4,338
Position,1,1,194
Note-Velocity,15,15,143
Note-On,55,55,55
Note-Duration,9,9,168
Position,11,11,204
Note-Velocity,15,15,143
Note-On,55,55,55
Note-Duration,16,16,175
Position,16,16,209
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,32,32,225
Tempo-Class,2,2,259
Tempo,122.50,29,291
Chord-Tone,A,9,331
Chord-Type,79b,None,377
Chord-Slash,A,9,343
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Position,61,61,254
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,13,13,141
Note-On,57,57,57
Note-Duration,2,2,161
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,130.00,32,294
Chord-Tone,D,2,324
Chord-Type,-,None,354
Chord-Slash,D,2,336
Position,3,3,196
Note-Velocity,17,17,145
Note-On,59,59,59
Note-Duration,2,2,161
Position,11,11,204
Note-Velocity,16,16,144
Note-On,59,59,59
Note-Duration,3,3,162
Position,14,14,207
Note-Velocity,15,15,143
Note-On,61,61,61
Note-Duration,2,2,161
Position,16,16,209
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,17,17,210
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,3,3,162
Position,26,26,219
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,2,2,161
Position,29,29,222
Note-Velocity,18,18,146
Note-On,64,64,64
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,2,2,259
Tempo,130.00,32,294
Chord-Tone,D,2,324
Chord-Type,-,None,354
Chord-Slash,C#,1,335
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,4,4,163
Position,37,37,230
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,3,3,162
Position,40,40,233
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,4,4,163
Position,47,47,240
Note-Velocity,12,12,140
Note-On,61,61,61
Note-Duration,2,2,161
Position,48,48,241
Tempo-Class,2,2,259
Tempo,125.00,30,292
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,4,4,163
Position,53,53,246
Note-Velocity,16,16,144
Note-On,61,61,61
Note-Duration,3,3,162
Position,57,57,250
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,3,3,162
Position,61,61,254
Note-Velocity,17,17,145
Note-On,64,64,64
Note-Duration,3,3,162
