EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Position,15,15,208
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,21,21,149
Note-On,71,71,71
Note-Duration,10,10,169
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,27,27,220
Note-Velocity,23,23,151
Note-On,72,72,72
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,40,40,233
Note-Velocity,22,22,150
Note-On,71,71,71
Note-Duration,7,7,166
Position,47,47,240
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,62,62,255
Note-Velocity,25,25,153
Note-On,72,72,72
Note-Duration,9,9,168
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,15,15,208
Note-Velocity,25,25,153
Note-On,72,72,72
Note-Duration,9,9,168
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,31,31,224
Note-Velocity,19,19,147
Note-On,72,72,72
Note-Duration,15,15,174
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,9,9,168
Position,11,11,204
Note-Velocity,24,24,152
Note-On,75,75,75
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,25,25,218
Note-Velocity,22,22,150
Note-On,72,72,72
Note-Duration,5,5,164
Position,31,31,224
Note-Velocity,24,24,152
Note-On,75,75,75
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,42,42,235
Note-Velocity,16,16,144
Note-On,80,80,80
Note-Duration,11,11,170
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,59,59,252
Note-Velocity,25,25,153
Note-On,75,75,75
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Position,10,10,203
Note-Velocity,25,25,153
Note-On,75,75,75
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,17,17,210
Note-Velocity,25,25,153
Note-On,72,72,72
Note-Duration,8,8,167
Position,31,31,224
Note-Velocity,24,24,152
Note-On,70,70,70
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,41,41,234
Note-Velocity,24,24,152
Note-On,68,68,68
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,49,49,242
Note-Velocity,23,23,151
Note-On,67,67,67
Note-Duration,8,8,167
Position,59,59,252
Note-Velocity,18,18,146
Note-On,65,65,65
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,180.00,48,310
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Position,1,1,194
Note-Velocity,19,19,147
Note-On,70,70,70
Note-Duration,16,16,175
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,26,26,219
Note-Velocity,23,23,151
Note-On,68,68,68
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Ab,8,330
Chord-Type,o,None,387
Chord-Slash,Ab,8,342
Position,33,33,226
Note-Velocity,23,23,151
Note-On,67,67,67
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,9,9,168
Position,60,60,253
Note-Velocity,24,24,152
Note-On,73,73,73
Note-Duration,9,9,168
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,180.00,48,310
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,10,10,203
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,18,18,211
Note-Velocity,23,23,151
Note-On,73,73,73
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,4,4,261
Tempo,191.67,49,311
Note-Velocity,19,19,147
Note-On,70,70,70
Note-Duration,14,14,173
Position,48,48,241
Tempo-Class,4,4,261
Tempo,180.00,48,310
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,10,10,203
Note-Velocity,22,22,150
Note-On,71,71,71
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,180.00,48,310
Position,18,18,211
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,7,7,166
Position,26,26,219
Note-Velocity,22,22,150
Note-On,75,75,75
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,180.00,48,310
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,7,7,166
Position,43,43,236
Note-Velocity,24,24,152
Note-On,67,67,67
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,59,59,252
Note-Velocity,23,23,151
Note-On,70,70,70
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Position,1,1,194
Note-Velocity,23,23,151
Note-On,68,68,68
Note-Duration,8,8,167
Position,10,10,203
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,15,15,174
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,26,26,219
Note-Velocity,17,17,145
Note-On,72,72,72
Note-Duration,3,3,162
Position,29,29,222
Note-Velocity,18,18,146
Note-On,68,68,68
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,3,3,260
Tempo,173.33,46,308
Position,34,34,227
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,3,3,162
Position,39,39,232
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,12,12,171
Position,48,48,241
Tempo-Class,4,4,261
Tempo,180.00,48,310
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,180.00,48,310
Chord-Tone,Ab,8,330
Chord-Type,,None,346
Chord-Slash,Ab,8,342
Position,10,10,203
Phrase,0,0,393
MLU-Type,expressive,0,395
Note-Velocity,20,20,148
Note-On,79,79,79
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,32,32,225
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,48,48,241
Tempo-Class,4,4,261
Tempo,180.00,48,310
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,9,9,202
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,23,23,151
Note-On,75,75,75
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,4,4,261
Tempo,191.67,49,311
Position,18,18,211
Note-Velocity,21,21,149
Note-On,63,63,63
Note-Duration,6,6,165
Position,25,25,218
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,3,3,260
Tempo,180.00,48,310
Position,33,33,226
Note-Velocity,20,20,148
Note-On,68,68,68
Note-Duration,7,7,166
Position,43,43,236
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,3,3,260
Tempo,176.67,47,309
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,6,6,165
Position,58,58,251
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,191.67,49,311
Chord-Tone,Eb,3,325
Chord-Type,7,None,368
Chord-Slash,Eb,3,337
Position,10,10,203
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,3,3,260
Tempo,176.67,47,309
Position,24,24,217
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,3,3,260
Tempo,180.00,48,310
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,6,6,165
Position,40,40,233
Note-Velocity,17,17,145
Note-On,61,61,61
Note-Duration,4,4,163
