EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,62.50,5,267
Chord-Tone,F,5,327
Chord-Type,-7,None,357
Chord-Slash,F,5,339
Position,16,16,209
Tempo-Class,0,0,257
Tempo,67.50,7,269
Position,18,18,211
Phrase,0,0,393
MLU-Type,melody,0,399
Backref-Referred,0,0,417
Note-Velocity,18,18,146
Note-On,67,67,67
Note-Duration,4,4,163
Position,23,23,216
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,3,3,162
Position,27,27,220
Note-Velocity,17,17,145
Note-On,67,67,67
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,0,0,257
Tempo,62.50,5,267
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Position,33,33,226
Note-Velocity,11,11,139
Note-On,67,67,67
Note-Duration,10,10,169
Position,46,46,239
Note-Velocity,18,18,146
Note-On,65,65,65
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,0,0,257
Tempo,70.00,8,270
Position,51,51,244
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,5,5,164
Position,58,58,251
Note-Velocity,19,19,147
Note-On,68,68,68
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,67.50,7,269
Chord-Tone,Eb,3,325
Chord-Type,j7,None,381
Chord-Slash,Eb,3,337
Note-Velocity,20,20,148
Note-On,70,70,70
Note-Duration,4,4,163
Position,8,8,201
Note-Velocity,14,14,142
Note-On,70,70,70
Note-Duration,15,15,174
Position,16,16,209
Tempo-Class,0,0,257
Tempo,67.50,7,269
Position,32,32,225
Tempo-Class,0,0,257
Tempo,65.00,6,268
Chord-Tone,C,0,322
Chord-Type,-7,None,357
Chord-Slash,C,0,334
Position,48,48,241
Tempo-Class,0,0,257
Tempo,67.50,7,269
Position,55,55,248
Phrase,0,0,393
MLU-Type,melody,0,399
Backref-Distance,1,1,418
Backref-Variation,-,0,426
Note-Velocity,14,14,142
Note-On,57,57,57
Note-Duration,1,1,160
Position,57,57,250
Note-Velocity,13,13,141
Note-On,58,58,58
Note-Duration,2,2,161
Position,59,59,252
Note-Velocity,15,15,143
Note-On,60,60,60
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,65.00,6,268
Chord-Tone,D,2,324
Chord-Type,m7b5,None,386
Chord-Slash,D,2,336
Position,1,1,194
Note-Velocity,16,16,144
Note-On,62,62,62
Note-Duration,4,4,163
Position,7,7,200
Note-Velocity,17,17,145
Note-On,63,63,63
Note-Duration,5,5,164
Position,13,13,206
Note-Velocity,14,14,142
Note-On,62,62,62
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,0,0,257
Tempo,67.50,7,269
Position,19,19,212
Note-Velocity,12,12,140
Note-On,61,61,61
Note-Duration,32,32,191
Position,32,32,225
Tempo-Class,0,0,257
Tempo,65.00,6,268
Chord-Tone,G,7,329
Chord-Type,79b,None,377
Chord-Slash,G,7,341
Position,48,48,241
Tempo-Class,0,0,257
Tempo,67.50,7,269
Position,55,55,248
Note-Velocity,15,15,143
Note-On,62,62,62
Note-Duration,3,3,162
Position,59,59,252
Note-Velocity,17,17,145
Note-On,63,63,63
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,62.50,5,267
Chord-Tone,C,0,322
