EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,97.50,19,281
Chord-Tone,C,0,322
Chord-Type,6,None,365
Chord-Slash,C,0,334
Position,1,1,194
Phrase,0,0,393
MLU-Type,melody,0,399
Note-Velocity,24,24,152
Note-On,60,60,60
Note-Duration,4,4,163
Position,8,8,201
Note-Velocity,21,21,149
Note-On,52,52,52
Note-Duration,4,4,163
Position,12,12,205
Note-Velocity,21,21,149
Note-On,55,55,55
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,1,1,258
Tempo,95.00,18,280
Position,17,17,210
Note-Velocity,20,20,148
Note-On,59,59,59
Note-Duration,3,3,162
Position,21,21,214
Note-Velocity,24,24,152
Note-On,62,62,62
Note-Duration,3,3,162
Position,25,25,218
Note-Velocity,23,23,151
Note-On,60,60,60
Note-Duration,3,3,162
Position,28,28,221
Note-Velocity,20,20,148
Note-On,59,59,59
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,1,1,258
Tempo,97.50,19,281
Position,33,33,226
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,4,4,163
Position,36,36,229
Note-Velocity,18,18,146
Note-On,52,52,52
Note-Duration,3,3,162
Position,39,39,232
Note-Velocity,23,23,151
Note-On,53,53,53
Note-Duration,6,6,165
Position,45,45,238
Note-Velocity,18,18,146
Note-On,55,55,55
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,1,1,258
Tempo,95.00,18,280
Position,56,56,249
Note-Velocity,20,20,148
Note-On,52,52,52
Note-Duration,4,4,163
Position,61,61,254
Note-Velocity,24,24,152
Note-On,55,55,55
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,95.00,18,280
Chord-Tone,D,2,324
Chord-Type,7911#,None,374
Chord-Slash,D,2,336
Position,1,1,194
Note-Velocity,21,21,149
Note-On,54,54,54
Note-Duration,4,4,163
Position,5,5,198
Note-Velocity,19,19,147
Note-On,50,50,50
Note-Duration,3,3,162
Position,9,9,202
Note-Velocity,20,20,148
Note-On,52,52,52
Note-Duration,3,3,162
Position,13,13,206
Note-Velocity,21,21,149
Note-On,54,54,54
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,1,1,258
Tempo,95.00,18,280
Position,17,17,210
Note-Velocity,22,22,150
Note-On,55,55,55
Note-Duration,5,5,164
Position,21,21,214
Note-Velocity,22,22,150
Note-On,57,57,57
Note-Duration,3,3,162
Position,25,25,218
Note-Velocity,21,21,149
Note-On,59,59,59
Note-Duration,3,3,162
Position,29,29,222
Note-Velocity,25,25,153
Note-On,60,60,60
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,1,1,258
Tempo,95.00,18,280
Position,33,33,226
Note-Velocity,25,25,153
Note-On,62,62,62
Note-Duration,5,5,164
Position,38,38,231
Note-Velocity,17,17,145
Note-On,57,57,57
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,1,1,258
Tempo,92.50,17,279
Bar,0,0,192
Position,0,0,193
Tempo-Class,1,1,258
Tempo,92.50,17,279
Chord-Tone,D,2,324
Chord-Type,-7,None,357
Chord-Slash,D,2,336
Position,1,1,194
Note-Velocity,23,23,151
Note-On,57,57,57
Note-Duration,3,3,162
Position,6,6,199
Note-Velocity,21,21,149
Note-On,50,50,50
Note-Duration,3,3,162
Position,9,9,202
Note-Velocity,22,22,150
Note-On,52,52,52
