EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,48,48,241
Tempo-Class,2,2,259
Tempo,132.50,33,295
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,132.50,33,295
Position,16,16,209
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,18,18,211
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,19,19,147
Note-On,63,63,63
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,2,2,259
Tempo,120.00,28,290
Position,36,36,229
Note-Velocity,19,19,147
Note-On,67,67,67
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,2,2,259
Tempo,125.00,30,292
Note-Velocity,20,20,148
Note-On,68,68,68
Note-Duration,7,7,166
Position,57,57,250
Note-Velocity,17,17,145
Note-On,66,66,66
Note-Duration,5,5,164
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,135.00,34,296
Chord-Tone,Eb,3,325
Chord-Type,,None,346
Chord-Slash,Eb,3,337
Note-Velocity,18,18,146
Note-On,67,67,67
Note-Duration,6,6,165
Position,8,8,201
Note-Velocity,18,18,146
Note-On,63,63,63
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,2,2,259
Tempo,132.50,33,295
Note-Velocity,16,16,144
Note-On,60,60,60
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,34,34,227
Note-Velocity,12,12,140
Note-On,60,60,60
Note-Duration,12,12,171
Position,48,48,241
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,55,55,248
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Note-Velocity,19,19,147
Note-On,66,66,66
Note-Duration,9,9,168
Bar,0,0,192
Position,0,0,193
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,Eb,3,325
Chord-Type,,None,346
Chord-Slash,Eb,3,337
Position,9,9,202
Note-Velocity,12,12,140
Note-On,63,63,63
Note-Duration,18,18,177
Position,16,16,209
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,32,32,225
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,33,33,226
Note-Velocity,21,21,149
Note-On,65,65,65
Note-Duration,7,7,166
Position,42,42,235
Note-Velocity,18,18,146
Note-On,63,63,63
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,2,2,259
Tempo,125.00,30,292
Position,49,49,242
Note-Velocity,16,16,144
Note-On,60,60,60
Note-Duration,7,7,166
Position,63,63,256
Note-Velocity,10,10,138
Note-On,60,60,60
Note-Duration,14,14,173
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,137.50,35,297
Chord-Tone,Eb,3,325
Chord-Type,,None,346
Chord-Slash,Eb,3,337
Position,16,16,209
Tempo-Class,2,2,259
Tempo,140.00,36,298
Position,32,32,225
Tempo-Class,2,2,259
Tempo,132.50,33,295
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,48,48,241
Tempo-Class,2,2,259
Tempo,137.50,35,297
Chord-Tone,Db,1,323
Chord-Type,7,None,368
Chord-Slash,Db,1,335
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,9,9,202
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,22,22,150
Note-On,66,66,66
Note-Duration,2,2,161
Position,11,11,204
Note-Velocity,22,22,150
Note-On,67,67,67
Note-Duration,3,3,162
Position,14,14,207
Note-Velocity,22,22,150
Note-On,68,68,68
Note-Duration,8,8,167
Position,16,16,209
Tempo-Class,2,2,259
Tempo,137.50,35,297
Position,24,24,217
Note-Velocity,20,20,148
Note-On,66,66,66
Note-Duration,6,6,165
Position,30,30,223
Note-Velocity,21,21,149
Note-On,67,67,67
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,2,2,259
Tempo,132.50,33,295
Position,39,39,232
Note-Velocity,19,19,147
Note-On,63,63,63
Note-Duration,6,6,165
Position,47,47,240
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,2,2,259
Tempo,140.00,36,298
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,137.50,35,297
Chord-Tone,F,5,327
Chord-Type,7,None,368
Chord-Slash,F,5,339
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,19,19,147
Note-On,63,63,63
Note-Duration,4,4,163
Position,4,4,197
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,2,2,161
Position,7,7,200
Note-Velocity,17,17,145
Note-On,63,63,63
Note-Duration,2,2,161
Position,10,10,203
Note-Velocity,16,16,144
Note-On,60,60,60
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,2,2,259
Tempo,127.50,31,293
Note-Velocity,13,13,141
Note-On,55,55,55
Note-Duration,4,4,163
Position,31,31,224
Note-Velocity,14,14,142
Note-On,60,60,60
Note-Duration,15,15,174
Position,32,32,225
Tempo-Class,3,3,260
Tempo,140.00,36,298
Position,47,47,240
Note-Velocity,20,20,148
Note-On,63,63,63
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,56,56,249
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,132.50,33,295
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Note-Velocity,19,19,147
Note-On,63,63,63
Note-Duration,7,7,166
Position,9,9,202
Note-Velocity,16,16,144
Note-On,60,60,60
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,2,2,259
Tempo,135.00,34,296
Note-Velocity,12,12,140
Note-On,55,55,55
Note-Duration,6,6,165
Position,25,25,218
Note-Velocity,17,17,145
Note-On,59,59,59
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,2,2,259
Tempo,135.00,34,296
Note-Velocity,9,9,137
Note-On,67,67,67
Note-Duration,16,16,175
Position,48,48,241
Tempo-Class,3,3,260
Tempo,143.33,37,299
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,135.00,34,296
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,16,16,209
Tempo-Class,2,2,259
Tempo,135.00,34,296
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,7,7,166
Position,24,24,217
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,7,7,166
Position,31,31,224
Note-Velocity,21,21,149
Note-On,62,62,62
Note-Duration,8,8,167
Position,32,32,225
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,Gb,6,328
Chord-Type,7,None,368
Chord-Slash,Gb,6,340
Position,41,41,234
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,11,11,170
Position,48,48,241
Tempo-Class,2,2,259
Tempo,132.50,33,295
Position,53,53,246
Note-Velocity,9,9,137
Note-On,56,56,56
Note-Duration,5,5,164
Position,60,60,253
Note-Velocity,15,15,143
Note-On,58,58,58
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,130.00,32,294
Chord-Tone,F,5,327
Chord-Type,-7,None,357
Chord-Slash,F,5,339
Position,1,1,194
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,8,8,167
Position,9,9,202
Note-Velocity,19,19,147
Note-On,62,62,62
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,2,2,259
Tempo,135.00,34,296
Note-Velocity,20,20,148
Note-On,63,63,63
Note-Duration,7,7,166
Position,25,25,218
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,3,3,260
Tempo,140.00,36,298
Chord-Tone,Bb,10,332
Chord-Type,7,None,368
Chord-Slash,Bb,10,344
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,3,3,162
Position,36,36,229
Note-Velocity,17,17,145
Note-On,63,63,63
Note-Duration,1,1,160
Position,39,39,232
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,2,2,161
Position,42,42,235
Note-Velocity,16,16,144
Note-On,60,60,60
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,49,49,242
Note-Velocity,19,19,147
Note-On,58,58,58
Note-Duration,8,8,167
Position,59,59,252
Note-Velocity,15,15,143
Note-On,56,56,56
Note-Duration,6,6,165
Rep-End,1,1,445
Part-End,A,A,434
Part-Start,A,A,429
Rep-Start,2,2,440
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,125.00,30,292
Chord-Tone,Eb,3,325
Chord-Type,,None,346
Chord-Slash,Eb,3,337
Position,2,2,195
Note-Velocity,14,14,142
Note-On,55,55,55
Note-Duration,7,7,166
Position,10,10,203
Note-Velocity,17,17,145
Note-On,58,58,58
Note-Duration,6,6,165
Position,16,16,209
