EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,16,16,209
Tempo-Class,4,4,261
Tempo,226.67,52,314
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,48,48,241
Tempo-Class,4,4,261
Tempo,238.33,53,315
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,16,16,209
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,31,31,224
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,16,16,144
Note-On,60,60,60
Note-Duration,32,32,191
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,226.67,52,314
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Note-Velocity,23,23,151
Note-On,60,60,60
Note-Duration,9,9,168
Position,11,11,204
Note-Velocity,22,22,150
Note-On,62,62,62
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,17,17,210
Note-Velocity,23,23,151
Note-On,64,64,64
Note-Duration,7,7,166
Position,25,25,218
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,34,34,227
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,8,8,167
Position,43,43,236
Note-Velocity,21,21,149
Note-On,59,59,59
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,49,49,242
Note-Velocity,19,19,147
Note-On,58,58,58
Note-Duration,8,8,167
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,226.67,52,314
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,2,2,195
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Note-Velocity,16,16,144
Note-On,60,60,60
Note-Duration,29,29,188
Position,16,16,209
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,32,32,225
Tempo-Class,4,4,261
Tempo,226.67,52,314
Position,33,33,226
Note-Velocity,16,16,144
Note-On,60,60,60
Note-Duration,28,28,187
Position,48,48,241
Tempo-Class,4,4,261
Tempo,238.33,53,315
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,C,0,322
Chord-Type,79b,None,377
Chord-Slash,C,0,334
Note-Velocity,21,21,149
Note-On,60,60,60
Note-Duration,10,10,169
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Note-Velocity,23,23,151
Note-On,58,58,58
Note-Duration,6,6,165
Position,22,22,215
Note-Velocity,21,21,149
Note-On,60,60,60
Note-Duration,4,4,163
Position,28,28,221
Note-Velocity,23,23,151
Note-On,58,58,58
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,35,35,228
Note-Velocity,19,19,147
Note-On,56,56,56
Note-Duration,6,6,165
Position,42,42,235
Note-Velocity,22,22,150
Note-On,53,53,53
Note-Duration,5,5,164
Position,47,47,240
Note-Velocity,17,17,145
Note-On,50,50,50
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,4,4,261
Tempo,238.33,53,315
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,F,5,327
Chord-Type,j7,None,381
Chord-Slash,F,5,339
Position,2,2,195
MLU-Type,line,0,398
MLU-Subtype,cx,0,407
Note-Velocity,22,22,150
Note-On,53,53,53
Note-Duration,8,8,167
Position,11,11,204
Note-Velocity,22,22,150
Note-On,56,56,56
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,8,8,167
Position,26,26,219
Note-Velocity,15,15,143
Note-On,60,60,60
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,33,33,226
Note-Velocity,24,24,152
Note-On,62,62,62
Note-Duration,8,8,167
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,49,49,242
Note-Velocity,24,24,152
Note-On,63,63,63
Note-Duration,8,8,167
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,2,2,195
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,7,7,166
Position,11,11,204
Note-Velocity,22,22,150
Note-On,60,60,60
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,18,18,211
Note-Velocity,19,19,147
Note-On,58,58,58
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,F,5,327
Chord-Type,j7,None,381
Chord-Slash,F,5,339
Position,1,1,194
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,26,26,154
Note-On,60,60,60
Note-Duration,8,8,167
Position,10,10,203
Note-Velocity,24,24,152
Note-On,58,58,58
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,18,18,211
Note-Velocity,19,19,147
Note-On,57,57,57
Note-Duration,9,9,168
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Note-Velocity,24,24,152
Note-On,58,58,58
Note-Duration,10,10,169
Position,42,42,235
Note-Velocity,23,23,151
Note-On,57,57,57
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,50,50,243
Note-Velocity,19,19,147
Note-On,55,55,55
Note-Duration,7,7,166
Position,58,58,251
Note-Velocity,23,23,151
Note-On,57,57,57
Note-Duration,9,9,168
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,A,9,331
Chord-Type,-7,None,357
Chord-Slash,A,9,343
Position,12,12,205
MLU-Type,melody,0,399
Note-Velocity,21,21,149
Note-On,53,53,53
Note-Duration,14,14,173
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,27,27,220
Note-Velocity,24,24,152
Note-On,53,53,53
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,33,33,226
Note-Velocity,23,23,151
Note-On,57,57,57
Note-Duration,11,11,170
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,49,49,242
Note-Velocity,24,24,152
Note-On,62,62,62
Note-Duration,11,11,170
Rep-End,1,1,445
Part-End,A,A,434
Part-Start,A,A,429
Rep-Start,2,2,440
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,2,2,195
Note-Velocity,21,21,149
Note-On,59,59,59
Note-Duration,7,7,166
Position,9,9,202
Note-Velocity,20,20,148
Note-On,60,60,60
Note-Duration,22,22,181
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Note-Velocity,17,17,145
Note-On,55,55,55
Note-Duration,30,30,189
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,42,42,235
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,22,22,150
Note-On,62,62,62
Note-Duration,14,14,173
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,58,58,251
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Chord-Tone,G,7,329
Chord-Type,-7,None,357
