EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,226.67,52,314
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,9,9,202
Phrase,0,0,393
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,23,23,151
Note-On,54,54,54
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,17,17,210
Note-Velocity,24,24,152
Note-On,57,57,57
Note-Duration,3,3,162
Position,21,21,214
Note-Velocity,21,21,149
Note-On,62,62,62
Note-Duration,3,3,162
Position,26,26,219
Note-Velocity,23,23,151
Note-On,65,65,65
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,34,34,227
Note-Velocity,24,24,152
Note-On,66,66,66
Note-Duration,7,7,166
Position,43,43,236
Note-Velocity,22,22,150
Note-On,61,61,61
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,50,50,243
Note-Velocity,21,21,149
Note-On,58,58,58
Note-Duration,7,7,166
Position,57,57,250
Note-Velocity,20,20,148
Note-On,54,54,54
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Note-Velocity,18,18,146
Note-On,55,55,55
Note-Duration,6,6,165
Position,11,11,204
Note-Velocity,18,18,146
Note-On,58,58,58
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,18,18,211
Note-Velocity,24,24,152
Note-On,62,62,62
Note-Duration,6,6,165
Position,27,27,220
Note-Velocity,27,27,155
Note-On,66,66,66
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,226.67,52,314
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,35,35,228
Note-Velocity,26,26,154
Note-On,67,67,67
Note-Duration,7,7,166
Position,43,43,236
Note-Velocity,21,21,149
Note-On,62,62,62
Note-Duration,5,5,164
Position,47,47,240
Note-Velocity,25,25,153
Note-On,58,58,58
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,58,58,251
Note-Velocity,22,22,150
Note-On,54,54,54
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,238.33,53,315
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,2,2,195
Note-Velocity,20,20,148
Note-On,55,55,55
Note-Duration,5,5,164
Position,9,9,202
Note-Velocity,21,21,149
Note-On,57,57,57
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,238.33,53,315
Position,17,17,210
Note-Velocity,19,19,147
Note-On,58,58,58
Note-Duration,8,8,167
Position,26,26,219
Note-Velocity,22,22,150
Note-On,62,62,62
Note-Duration,4,4,163
Position,31,31,224
Note-Velocity,22,22,150
Note-On,64,64,64
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,4,4,261
Tempo,215.00,51,313
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,37,37,230
Note-Velocity,26,26,154
