EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Position,32,32,225
Tempo-Class,0,0,257
Tempo,62.50,5,267
Chord-Tone,B,11,333
Chord-Type,-7,None,357
Chord-Slash,B,11,345
Position,48,48,241
Tempo-Class,0,0,257
Tempo,65.00,6,268
Chord-Tone,E,4,326
Chord-Type,7,None,368
Chord-Slash,E,4,338
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,B,B,430
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,62.50,5,267
Chord-Tone,A,9,331
Chord-Type,j7,None,381
Chord-Slash,A,9,343
Position,7,7,200
Phrase,0,0,393
MLU-Type,melody,0,399
Note-Velocity,22,22,150
Note-On,69,69,69
Note-Duration,1,1,160
Position,9,9,202
Note-Velocity,20,20,148
Note-On,67,67,67
Note-Duration,1,1,160
Position,10,10,203
Note-Velocity,21,21,149
Note-On,68,68,68
Note-Duration,1,1,160
Position,11,11,204
Note-Velocity,19,19,147
Note-On,69,69,69
Note-Duration,2,2,161
Position,13,13,206
Note-Velocity,16,16,144
Note-On,70,70,70
Note-Duration,2,2,161
Position,15,15,208
Note-Velocity,11,11,139
Note-On,71,71,71
Note-Duration,2,2,161
Position,16,16,209
Tempo-Class,0,0,257
Tempo,62.50,5,267
Position,18,18,211
Note-Velocity,21,21,149
Note-On,75,75,75
Note-Duration,2,2,161
Position,21,21,214
Note-Velocity,21,21,149
Note-On,76,76,76
Note-Duration,12,12,171
Position,32,32,225
Tempo-Class,0,0,257
Tempo,60.00,4,266
Chord-Tone,D,2,324
Chord-Type,7911#,None,374
Chord-Slash,D,2,336
Position,34,34,227
MLU-Type,line,0,398
MLU-Subtype,d,0,408
Note-Velocity,20,20,148
Note-On,74,74,74
Note-Duration,1,1,160
Position,35,35,228
Note-Velocity,19,19,147
Note-On,76,76,76
Note-Duration,2,2,161
Position,38,38,231
Note-Velocity,19,19,147
Note-On,74,74,74
Note-Duration,2,2,161
Position,39,39,232
Note-Velocity,19,19,147
Note-On,72,72,72
Note-Duration,2,2,161
Position,41,41,234
Note-Velocity,18,18,146
Note-On,71,71,71
Note-Duration,1,1,160
Position,42,42,235
Note-Velocity,17,17,145
Note-On,69,69,69
Note-Duration,1,1,160
Position,44,44,237
Note-Velocity,21,21,149
Note-On,67,67,67
Note-Duration,2,2,161
Position,47,47,240
Note-Velocity,22,22,150
Note-On,66,66,66
Note-Duration,1,1,160
Position,48,48,241
Tempo-Class,0,0,257
Tempo,67.50,7,269
Position,49,49,242
Note-Velocity,16,16,144
Note-On,64,64,64
Note-Duration,2,2,161
Position,53,53,246
Note-Velocity,18,18,146
Note-On,62,62,62
Note-Duration,2,2,161
Position,55,55,248
Note-Velocity,17,17,145
Note-On,59,59,59
Note-Duration,2,2,161
Position,57,57,250
Note-Velocity,17,17,145
Note-On,61,61,61
Note-Duration,2,2,161
Position,59,59,252
Note-Velocity,15,15,143
Note-On,59,59,59
Note-Duration,1,1,160
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,62.50,5,267
Chord-Tone,A,9,331
Chord-Type,j7,None,381
Chord-Slash,A,9,343
Phrase,0,0,393
MLU-Type,melody,0,399
Note-Velocity,18,18,146
Note-On,55,55,55
Note-Duration,2,2,161
Position,2,2,195
Note-Velocity,16,16,144
Note-On,56,56,56
Note-Duration,5,5,164
Position,8,8,201
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,1,1,160
Position,10,10,203
Note-Velocity,24,24,152
Note-On,67,67,67
Note-Duration,1,1,160
Position,11,11,204
Note-Velocity,24,24,152
Note-On,68,68,68
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,0,0,257
Tempo,62.50,5,267
Position,18,18,211
Note-Velocity,23,23,151
Note-On,71,71,71
Note-Duration,3,3,162
Position,22,22,215
Note-Velocity,19,19,147
Note-On,69,69,69
Note-Duration,3,3,162
Position,26,26,219
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,1,1,160
Position,28,28,221
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,4,4,163
Position,31,31,224
Note-Velocity,16,16,144
Note-On,66,66,66
Note-Duration,25,25,184
Position,32,32,225
Tempo-Class,0,0,257
Tempo,62.50,5,267
Chord-Tone,D,2,324
Chord-Type,7911#,None,374
Chord-Slash,D,2,336
Position,48,48,241
Tempo-Class,0,0,257
Tempo,62.50,5,267
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,60.00,4,266
Chord-Tone,Db,1,323
Chord-Type,j7,None,381
Chord-Slash,Db,1,335
Position,2,2,195
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,2,2,161
Position,4,4,197
Note-Velocity,24,24,152
Note-On,75,75,75
Note-Duration,2,2,161
Position,6,6,199
Note-Velocity,21,21,149
Note-On,74,74,74
Note-Duration,1,1,160
Position,7,7,200
Note-Velocity,24,24,152
Note-On,72,72,72
Note-Duration,2,2,161
Position,9,9,202
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,1,1,160
Position,11,11,204
Note-Velocity,23,23,151
Note-On,68,68,68
Note-Duration,2,2,161
Position,13,13,206
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,2,2,161
Position,15,15,208
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,0,0,257
Tempo,67.50,7,269
Position,20,20,213
Note-Velocity,19,19,147
Note-On,63,63,63
Note-Duration,3,3,162
Position,23,23,216
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,1,1,160
Position,25,25,218
Note-Velocity,19,19,147
Note-On,61,61,61
Note-Duration,3,3,162
Position,31,31,224
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,1,1,160
Position,32,32,225
Tempo-Class,0,0,257
Tempo,65.00,6,268
Chord-Tone,Gb,6,328
Chord-Type,7911#,None,374
Chord-Slash,Gb,6,340
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,2,2,161
Position,35,35,228
Note-Velocity,22,22,150
Note-On,64,64,64
Note-Duration,10,10,169
Position,45,45,238
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,1,1,418
Backref-Variation,-,0,426
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,2,2,161
Position,47,47,240
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,1,1,160
Position,48,48,241
Tempo-Class,0,0,257
Tempo,62.50,5,267
Note-Velocity,16,16,144
Note-On,63,63,63
Note-Duration,2,2,161
Position,50,50,243
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,1,1,160
Position,52,52,245
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,1,1,160
Position,53,53,246
Note-Velocity,17,17,145
Note-On,63,63,63
Note-Duration,2,2,161
Position,55,55,248
Note-Velocity,19,19,147
Note-On,66,66,66
Note-Duration,4,4,163
Position,59,59,252
Note-Velocity,26,26,154
Note-On,75,75,75
Note-Duration,4,4,163
Position,63,63,256
Note-Velocity,23,23,151
Note-On,72,72,72
Note-Duration,2,2,161
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,65.00,6,268
Chord-Tone,Db,1,323
Chord-Type,j7,None,381
Chord-Slash,Db,1,335
Position,1,1,194
Note-Velocity,20,20,148
Note-On,73,73,73
Note-Duration,2,2,161
Position,3,3,196
Note-Velocity,20,20,148
Note-On,75,75,75
Note-Duration,3,3,162
Position,6,6,199
Note-Velocity,22,22,150
Note-On,73,73,73
Note-Duration,1,1,160
Position,7,7,200
Note-Velocity,21,21,149
Note-On,72,72,72
Note-Duration,1,1,160
Position,8,8,201
Note-Velocity,22,22,150
Note-On,70,70,70
Note-Duration,2,2,161
Position,10,10,203
Note-Velocity,23,23,151
Note-On,68,68,68
Note-Duration,3,3,162
Position,13,13,206
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,2,2,161
Position,15,15,208
Note-Velocity,15,15,143
Note-On,60,60,60
Note-Duration,1,1,160
Position,16,16,209
Tempo-Class,0,0,257
Tempo,62.50,5,267
Note-Velocity,17,17,145
Note-On,61,61,61
Note-Duration,2,2,161
Position,18,18,211
Note-Velocity,19,19,147
Note-On,63,63,63
Note-Duration,2,2,161
Position,21,21,214
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,2,2,161
Position,22,22,215
Note-Velocity,16,16,144
Note-On,61,61,61
Note-Duration,2,2,161
Position,25,25,218
Note-Velocity,16,16,144
Note-On,52,52,52
Note-Duration,1,1,160
Position,27,27,220
Note-Velocity,15,15,143
Note-On,51,51,51
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,0,0,257
Tempo,67.50,7,269
Chord-Tone,Gb,6,328
Chord-Type,7911#,None,374
Chord-Slash,Gb,6,340
Position,37,37,230
Note-Velocity,16,16,144
Note-On,52,52,52
Note-Duration,11,11,170
Position,48,48,241
Tempo-Class,0,0,257
Tempo,60.00,4,266
Bar,0,0,192
Position,0,0,193
Tempo-Class,0,0,257
Tempo,62.50,5,267
Chord-Tone,B,11,333
Chord-Type,j7,None,381
Chord-Slash,B,11,345
Position,5,5,198
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
