EVENT,VALUE,VALUE_IDX,ENCODING
Part-Start,I,I,433
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,32,32,225
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,16,16,209
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Rep-End,1,1,445
Part-End,I,I,438
Part-Start,A,A,429
Rep-Start,1,1,439
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,7,7,200
Phrase,0,0,393
MLU-Type,theme,0,401
Backref-Referred,0,0,417
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,24,24,183
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,32,32,225
Tempo-Class,4,4,261
Tempo,250.00,54,316
Note-Velocity,23,23,151
Note-On,62,62,62
Note-Duration,17,17,176
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,50,50,243
Note-Velocity,19,19,147
Note-On,57,57,57
Note-Duration,13,13,172
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Note-Velocity,19,19,147
Note-On,56,56,56
Note-Duration,32,32,191
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,4,4,197
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,25,25,153
Note-On,55,55,55
Note-Duration,10,10,169
Position,14,14,207
Note-Velocity,23,23,151
Note-On,54,54,54
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,22,22,215
Note-Velocity,23,23,151
Note-On,55,55,55
Note-Duration,7,7,166
Position,29,29,222
Note-Velocity,22,22,150
Note-On,57,57,57
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,36,36,229
Note-Velocity,21,21,149
Note-On,58,58,58
Note-Duration,6,6,165
Position,42,42,235
Note-Velocity,26,26,154
Note-On,60,60,60
Note-Duration,9,9,168
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,51,51,244
Note-Velocity,25,25,153
Note-On,61,61,61
Note-Duration,9,9,168
Position,60,60,253
Note-Velocity,23,23,151
Note-On,62,62,62
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,2,2,195
Note-Velocity,23,23,151
Note-On,67,67,67
Note-Duration,15,15,174
Position,16,16,209
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,27,27,220
Note-Velocity,25,25,153
Note-On,62,62,62
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,44,44,237
Note-Velocity,27,27,155
Note-On,61,61,61
Note-Duration,11,11,170
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,32,32,225
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,35,35,228
Note-Velocity,27,27,155
Note-On,60,60,60
Note-Duration,13,13,172
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,56,56,249
Note-Velocity,26,26,154
Note-On,59,59,59
Note-Duration,8,8,167
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,1,1,194
Note-Velocity,21,21,149
Note-On,58,58,58
Note-Duration,8,8,167
Position,9,9,202
Note-Velocity,20,20,148
Note-On,57,57,57
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Note-Velocity,22,22,150
Note-On,56,56,56
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,17,17,210
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Distance,2,2,419
Backref-Variation,-,0,426
Note-Velocity,25,25,153
Note-On,55,55,55
Note-Duration,10,10,169
Position,32,32,225
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,34,34,227
Note-Velocity,23,23,151
Note-On,53,53,53
Note-Duration,8,8,167
Position,44,44,237
Note-Velocity,21,21,149
Note-On,55,55,55
Note-Duration,6,6,165
Position,48,48,241
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,50,50,243
Note-Velocity,22,22,150
Note-On,56,56,56
Note-Duration,7,7,166
Position,59,59,252
Note-Velocity,19,19,147
Note-On,57,57,57
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,2,2,195
Note-Velocity,20,20,148
Note-On,58,58,58
Note-Duration,7,7,166
Position,9,9,202
Note-Velocity,23,23,151
Note-On,60,60,60
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,4,4,261
Tempo,261.67,55,317
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,13,13,172
Position,32,32,225
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,34,34,227
Note-Velocity,25,25,153
Note-On,62,62,62
Note-Duration,14,14,173
Position,48,48,241
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,52,52,245
Note-Velocity,27,27,155
Note-On,61,61,61
Note-Duration,7,7,166
Position,60,60,253
Note-Velocity,24,24,152
Note-On,59,59,59
Note-Duration,5,5,164
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,16,16,209
Tempo-Class,4,4,261
Tempo,285.00,57,319
Position,32,32,225
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,37,37,230
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Backref-Referred,0,0,417
Note-Velocity,25,25,153
Note-On,60,60,60
Note-Duration,9,9,168
Position,47,47,240
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,3,3,162
Position,48,48,241
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,51,51,244
Note-Velocity,22,22,150
Note-On,58,58,58
Note-Duration,9,9,168
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,16,16,209
Tempo-Class,4,4,261
Tempo,250.00,54,316
Position,18,18,211
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Backref-Distance,1,1,418
Note-Velocity,22,22,150
Note-On,57,57,57
Note-Duration,9,9,168
Position,27,27,220
Note-Velocity,21,21,149
Note-On,55,55,55
Note-Duration,6,6,165
Position,32,32,225
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,35,35,228
Note-Velocity,23,23,151
Note-On,56,56,56
Note-Duration,7,7,166
Position,42,42,235
Note-Velocity,21,21,149
Note-On,54,54,54
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,4,4,261
Tempo,261.67,55,317
Position,50,50,243
Note-Velocity,23,23,151
Note-On,55,55,55
Note-Duration,7,7,166
Position,57,57,250
Note-Velocity,24,24,152
Note-On,54,54,54
Note-Duration,7,7,166
Bar,0,0,192
Position,0,0,193
Tempo-Class,4,4,261
Tempo,273.33,56,318
Position,1,1,194
Note-Velocity,21,21,149
Note-On,53,53,53
Note-Duration,10,10,169
Position,11,11,204
Note-Velocity,25,25,153
